record_id,vendor_id,project_id,contract_id,metric_type,prediction_date,forecast_date,prediction_horizon,historical_period_months,predicted_score,confidence_level,risk_probability,risk_category,on_time_delivery_prob,quality_compliance_prob,cost_overrun_prob,model_name,model_accuracy,top_features,recommendation,actual_outcome,prediction_accuracy,data_quality_score,num_data_points,last_updated
PRED01504,VEN00348,,,Quality Prediction,2026-01-07,2026-07-06,6 Months,3,72.18,84.52,0.1346,Very Low,0.8712,0.8684,0.3507,LSTM,0.7374,"Past Performance, Seasonal Factors, Team Experience, Delivery Record, Resource Availability",No action required,Better than Expected,0.9002,0.9401,656,2026-01-04 04:24:47
PRED01505,VEN00518,,CONT01707,Budget Forecast,2026-01-07,2026-04-07,3 Months,3,98.14,78.95,0.0093,Very Low,0.6403,0.8838,0.0,LSTM,0.754,"Vendor Rating, Project Complexity, Delivery Record, Quality Score, Team Experience",Standard monitoring,Better than Expected,0.9574,0.7885,3565,2026-01-05 04:24:47
PRED01506,VEN01496,,CONT01835,Schedule Forecast,2026-01-07,2026-02-06,1 Month,24,86.74,87.32,0.0491,Very Low,0.9018,0.7698,0.4579,Logistic Regression,0.9086,"Project Complexity, Past Performance, Market Conditions, Resource Availability, Vendor Rating",No action required,,,0.7523,3294,2026-01-03 04:24:47
PRED01507,VEN01076,PROJ00083,,Budget Forecast,2026-01-07,2026-07-06,6 Months,12,80.64,87.06,0.0968,Very Low,0.8706,0.8858,0.0,LSTM,0.93,"Quality Score, Team Experience, Resource Availability, Technology Used, Delivery Record",Continue as planned,,,0.8614,4139,2026-01-02 04:24:47
PRED01508,VEN01548,,CONT00270,Schedule Forecast,2026-01-07,2027-01-07,12 Months,12,39.72,77.84,0.2233,Low,0.5535,0.7198,0.2042,Gradient Boosting,0.721,"Contract Value, Delivery Record, Seasonal Factors, Past Performance, Project Complexity",No action required,,,0.9683,1999,2026-01-07 04:24:47
PRED01509,VEN01197,,CONT01039,Schedule Forecast,2026-01-07,2026-07-06,6 Months,6,79.05,87.35,0.0776,Very Low,0.8448,0.7498,0.2699,Random Forest Classifier,0.8506,"Team Experience, Past Performance, Quality Score, Seasonal Factors, Delivery Record",No action required,,,0.9224,2268,2026-01-07 04:24:47
PRED01510,VEN01892,PROJ00833,CONT00618,Quality Prediction,2026-01-07,2027-01-07,12 Months,12,52.8,78.19,0.3427,Low,0.7733,0.8444,0.4435,Random Forest Classifier,0.9367,"Market Conditions, Technology Used, Project Complexity, Payment History, Vendor Rating",No action required,,,0.8182,2736,2026-01-07 04:24:47
PRED01511,VEN00974,PROJ01321,CONT01675,Budget Forecast,2026-01-07,2026-02-06,1 Month,6,70.17,91.46,0.1491,Very Low,0.8053,0.767,0.1491,Random Forest Classifier,0.7222,"Past Performance, Delivery Record, Quality Score, Market Conditions, Resource Availability",Standard monitoring,,,0.8016,3590,2026-01-03 04:24:47
PRED01512,VEN01852,PROJ00772,CONT00276,Budget Forecast,2026-01-07,2026-02-06,1 Month,24,79.24,89.12,0.1038,Very Low,0.757,0.899,0.1038,LSTM,0.83,"Seasonal Factors, Resource Availability, Technology Used, Team Experience, Project Complexity",Standard monitoring,,,0.9655,3592,2026-01-04 04:24:47
PRED01513,VEN01748,PROJ00257,,Schedule Forecast,2026-01-07,2026-02-06,1 Month,12,91.75,87.34,0.0,Very Low,1.0611,0.7587,0.2441,Logistic Regression,0.8506,"Market Conditions, Contract Value, Delivery Record, Resource Availability, Seasonal Factors",No action required,,,0.7554,683,2026-01-02 04:24:47
PRED01514,VEN00629,PROJ00737,,Quality Prediction,2026-01-07,2026-07-06,6 Months,24,59.87,82.93,0.4486,Medium,0.6805,0.8794,0.3405,Gradient Boosting,0.8966,"Team Experience, Project Complexity, Vendor Rating, Market Conditions, Resource Availability",Regular monitoring,,,0.8702,4784,2026-01-01 04:24:47
PRED01515,VEN01464,,CONT01791,Schedule Forecast,2026-01-07,2026-04-07,3 Months,6,80.53,71.04,0.0721,Very Low,0.8558,0.8403,0.4147,LSTM,0.9009,"Resource Availability, Project Complexity, Vendor Rating, Seasonal Factors, Market Conditions",Continue as planned,,,0.781,352,2026-01-06 04:24:47
PRED01516,VEN00929,PROJ00587,,Schedule Forecast,2026-01-07,2026-04-07,3 Months,3,19.7,81.05,0.2974,Low,0.4052,0.8728,0.132,Neural Network,0.7528,"Payment History, Market Conditions, Project Complexity, Past Performance, Quality Score",Continue as planned,Better than Expected,0.9501,0.8433,4013,2026-01-05 04:24:47
PRED01517,VEN00898,PROJ00983,,Budget Forecast,2026-01-07,2026-04-07,3 Months,36,62.1,84.48,0.1895,Very Low,0.744,0.8105,0.1895,Neural Network,0.8067,"Project Complexity, Technology Used, Seasonal Factors, Past Performance, Vendor Rating",Continue as planned,,,0.8518,971,2026-01-04 04:24:47
PRED01518,VEN01693,,,Schedule Forecast,2026-01-07,2026-02-06,1 Month,24,56.09,81.5,0.1626,Very Low,0.6747,0.849,0.4193,Gradient Boosting,0.7773,"Market Conditions, Technology Used, Contract Value, Delivery Record, Resource Availability",No action required,,,0.9053,3090,2026-01-06 04:24:47
PRED01519,VEN00766,PROJ00292,,Payment Prediction,2026-01-07,2026-07-06,6 Months,12,75.54,71.05,0.3876,Low,0.6351,0.6736,0.231,Gradient Boosting,0.8326,"Contract Value, Market Conditions, Seasonal Factors, Past Performance, Delivery Record",Standard monitoring,Slightly Worse,0.7989,0.9539,1645,2026-01-05 04:24:47
PRED01520,VEN00735,,CONT01209,Delivery Prediction,2026-01-07,2026-04-07,3 Months,36,68.86,68.24,0.5418,Medium,0.8119,0.8455,0.382,Random Forest Classifier,0.7207,"Quality Score, Payment History, Vendor Rating, Past Performance, Seasonal Factors",Preventive action,Slightly Worse,0.723,0.8068,3446,2025-12-31 04:24:47
PRED01521,VEN01644,,CONT01758,Contract Risk,2026-01-07,2026-02-06,1 Month,24,33.51,70.44,0.6649,High,0.5399,0.8268,0.4516,LSTM,0.8983,"Project Complexity, Vendor Rating, Team Experience, Technology Used, Seasonal Factors",Escalate to management,,,0.8201,1678,2025-12-31 04:24:47
PRED01522,VEN01477,PROJ00653,,Payment Prediction,2026-01-07,2026-07-06,6 Months,24,51.58,71.03,0.3378,Low,0.6936,0.678,0.1437,Ensemble Model,0.807,"Market Conditions, Vendor Rating, Payment History, Delivery Record, Quality Score",Continue as planned,,,0.9708,4045,2026-01-05 04:24:47
PRED01523,VEN00571,PROJ01101,CONT00447,Payment Prediction,2026-01-07,2026-02-06,1 Month,36,87.92,76.36,0.1271,Very Low,0.7376,0.7033,0.4005,Random Forest Classifier,0.797,"Contract Value, Delivery Record, Past Performance, Resource Availability, Technology Used",No action required,Slightly Worse,0.8069,0.8448,3084,2026-01-04 04:24:47
PRED01524,VEN01416,PROJ01178,CONT01092,Delivery Prediction,2026-01-07,2026-02-06,1 Month,12,77.02,72.43,0.5264,Medium,0.6186,0.8228,0.2866,LSTM,0.8019,"Payment History, Vendor Rating, Technology Used, Delivery Record, Past Performance",Regular monitoring,,,0.9722,4411,2026-01-07 04:24:47
PRED01525,VEN00109,PROJ00854,,Payment Prediction,2026-01-07,2026-02-06,1 Month,12,68.77,78.05,0.3945,Low,0.6635,0.8892,0.1484,Logistic Regression,0.8759,"Team Experience, Quality Score, Payment History, Vendor Rating, Technology Used",Continue as planned,Slightly Worse,0.7625,0.8828,4219,2026-01-07 04:24:47
PRED01526,VEN00212,,CONT01168,Schedule Forecast,2026-01-07,2026-02-06,1 Month,3,86.47,78.03,0.0501,Very Low,0.8998,0.7255,0.4616,Gradient Boosting,0.8827,"Seasonal Factors, Payment History, Team Experience, Vendor Rating, Market Conditions",No action required,,,0.8683,1620,2026-01-05 04:24:47
PRED01527,VEN00691,PROJ01684,,Payment Prediction,2026-01-07,2026-02-06,1 Month,24,77.23,72.0,0.3195,Low,0.7817,0.8915,0.1216,Logistic Regression,0.8555,"Past Performance, Market Conditions, Quality Score, Seasonal Factors, Technology Used",Continue as planned,Slightly Worse,0.7006,0.767,2963,2026-01-07 04:24:47
PRED01528,VEN00240,PROJ00564,CONT00606,Vendor Performance,2026-01-07,2026-04-07,3 Months,12,93.96,67.9,0.0604,Very Low,0.768,0.6513,0.2856,Logistic Regression,0.7451,"Resource Availability, Technology Used, Team Experience, Project Complexity, Quality Score",Standard monitoring,,,0.8571,300,2026-01-03 04:24:47
PRED01529,VEN01688,PROJ00089,CONT01936,Payment Prediction,2026-01-07,2027-01-07,12 Months,12,70.73,79.69,0.1943,Very Low,0.8096,0.8421,0.1722,LSTM,0.8732,"Vendor Rating, Technology Used, Quality Score, Payment History, Contract Value",Standard monitoring,,,0.8244,1673,2026-01-06 04:24:47
PRED01530,VEN01034,PROJ01898,,Delivery Prediction,2026-01-07,2026-02-06,1 Month,36,73.08,71.57,0.1733,Very Low,0.8262,0.8921,0.3476,XGBoost,0.9105,"Vendor Rating, Technology Used, Payment History, Past Performance, Seasonal Factors",No action required,,,0.8992,2463,2026-01-04 04:24:47
PRED01531,VEN01088,,CONT00834,Budget Forecast,2026-01-07,2026-04-07,3 Months,6,97.57,87.82,0.0121,Very Low,0.753,0.7691,0.0121,Random Forest Classifier,0.7508,"Contract Value, Project Complexity, Team Experience, Vendor Rating, Market Conditions",Standard monitoring,,,0.7547,1745,2026-01-05 04:24:47
PRED01532,VEN01630,,,Payment Prediction,2026-01-07,2026-07-06,6 Months,36,81.65,76.55,0.5695,Medium,0.8718,0.7933,0.3723,LSTM,0.7339,"Seasonal Factors, Technology Used, Market Conditions, Quality Score, Team Experience",Preventive action,Slightly Worse,0.7707,0.8243,2054,2026-01-07 04:24:47
PRED01533,VEN01258,PROJ01198,,Quality Prediction,2026-01-07,2027-01-07,12 Months,6,85.14,68.51,0.3369,Low,0.8875,0.6806,0.3845,Neural Network,0.9154,"Project Complexity, Resource Availability, Team Experience, Delivery Record, Technology Used",Continue as planned,,,0.9039,2161,2026-01-07 04:24:47
PRED01534,VEN01168,PROJ01654,CONT01875,Schedule Forecast,2026-01-07,2026-04-07,3 Months,6,49.94,82.23,0.1854,Very Low,0.6292,0.8496,0.4941,Gradient Boosting,0.9073,"Delivery Record, Past Performance, Quality Score, Market Conditions, Payment History",Standard monitoring,,,0.9182,214,2026-01-05 04:24:47
PRED01535,VEN00664,PROJ01022,CONT01360,Budget Forecast,2026-01-07,2027-01-07,12 Months,36,80.33,88.35,0.0983,Very Low,0.7133,0.8885,0.0,XGBoost,0.8003,"Team Experience, Quality Score, Resource Availability, Market Conditions, Technology Used",No action required,,,0.8416,4148,2026-01-02 04:24:47
PRED01536,VEN01465,PROJ00302,CONT01806,Vendor Performance,2026-01-07,2026-02-06,1 Month,3,69.01,71.11,0.3099,Low,0.6196,0.976,0.3875,Ensemble Model,0.9315,"Technology Used, Resource Availability, Past Performance, Delivery Record, Market Conditions",Standard monitoring,,,0.9135,901,2026-01-02 04:24:47
PRED01537,VEN00559,PROJ01715,,Schedule Forecast,2026-01-07,2027-01-07,12 Months,3,13.08,75.67,0.3219,Low,0.3561,0.8141,0.15,LSTM,0.8635,"Vendor Rating, Technology Used, Delivery Record, Market Conditions, Contract Value",Standard monitoring,As Predicted,0.9327,0.9742,1044,2026-01-07 04:24:47
PRED01538,VEN00706,,CONT00631,Budget Forecast,2026-01-07,2026-02-06,1 Month,24,98.65,80.39,0.0068,Very Low,0.8064,0.9441,0.0068,LSTM,0.8845,"Contract Value, Past Performance, Quality Score, Project Complexity, Delivery Record",Standard monitoring,,,0.8629,1223,2026-01-01 04:24:47
PRED01539,VEN00390,,,Delivery Prediction,2026-01-07,2027-01-07,12 Months,12,85.25,71.49,0.347,Low,0.7672,0.8433,0.3921,XGBoost,0.9085,"Delivery Record, Seasonal Factors, Resource Availability, Vendor Rating, Market Conditions",Continue as planned,,,0.7778,753,2026-01-01 04:24:47
PRED01540,VEN00045,,,Quality Prediction,2026-01-07,2027-01-07,12 Months,24,69.25,78.87,0.4705,Medium,0.7752,0.6633,0.2942,Logistic Regression,0.8084,"Resource Availability, Technology Used, Delivery Record, Seasonal Factors, Market Conditions",Review mitigation plan,,,0.8183,1952,2026-01-06 04:24:47
PRED01541,VEN01393,PROJ00388,CONT00783,Compliance Risk,2026-01-07,2026-02-06,1 Month,3,66.81,85.79,0.2014,Low,0.6537,0.9251,0.3838,Ensemble Model,0.8429,"Vendor Rating, Seasonal Factors, Contract Value, Market Conditions, Resource Availability",No action required,,,0.9532,3875,2026-01-02 04:24:47
PRED01542,VEN01242,PROJ01282,CONT00269,Compliance Risk,2026-01-07,2026-07-06,6 Months,3,59.1,85.15,0.4906,Medium,0.756,0.7562,0.3993,Logistic Regression,0.7359,"Project Complexity, Market Conditions, Seasonal Factors, Payment History, Resource Availability",Review mitigation plan,Slightly Worse,0.684,0.8964,474,2025-12-31 04:24:47
PRED01543,VEN01199,,CONT01260,Schedule Forecast,2026-01-07,2026-07-06,6 Months,3,89.11,87.1,0.0,Very Low,1.0806,0.8875,0.2199,Logistic Regression,0.8725,"Team Experience, Market Conditions, Delivery Record, Past Performance, Quality Score",No action required,,,0.9085,100,2026-01-01 04:24:47
PRED01544,VEN01958,PROJ00545,CONT00012,Delivery Prediction,2026-01-07,2026-07-06,6 Months,3,59.4,74.94,0.162,Very Low,0.8728,0.7646,0.1995,Logistic Regression,0.8842,"Payment History, Resource Availability, Market Conditions, Team Experience, Contract Value",Continue as planned,,,0.9178,1494,2025-12-31 04:24:47
PRED01545,VEN01450,,CONT01705,Delivery Prediction,2026-01-07,2027-01-07,12 Months,12,56.36,77.09,0.206,Low,0.8358,0.8894,0.3223,Random Forest Classifier,0.8564,"Payment History, Resource Availability, Contract Value, Team Experience, Market Conditions",Standard monitoring,As Predicted,0.905,0.8472,2366,2026-01-03 04:24:47
PRED01546,VEN01077,PROJ00808,,Delivery Prediction,2026-01-07,2026-02-06,1 Month,24,50.6,80.24,0.2274,Low,0.8845,0.7518,0.2782,Ensemble Model,0.7955,"Contract Value, Past Performance, Team Experience, Quality Score, Resource Availability",Continue as planned,Slightly Worse,0.7116,0.8493,2068,2026-01-03 04:24:47
PRED01547,VEN01554,PROJ00455,,Compliance Risk,2026-01-07,2026-04-07,3 Months,12,53.68,71.41,0.2381,Low,0.7992,0.8573,0.4459,XGBoost,0.7467,"Project Complexity, Past Performance, Seasonal Factors, Payment History, Technology Used",No action required,,,0.9236,499,2025-12-31 04:24:47
PRED01548,VEN01791,PROJ01579,,Quality Prediction,2026-01-07,2026-02-06,1 Month,6,80.45,68.39,0.5642,Medium,0.8909,0.7686,0.4033,Logistic Regression,0.7786,"Team Experience, Market Conditions, Quality Score, Contract Value, Payment History",Preventive action,Better than Expected,0.8696,0.9434,4441,2025-12-31 04:24:47
PRED01549,VEN01029,,CONT00064,Budget Forecast,2026-01-07,2026-04-07,3 Months,12,51.7,88.23,0.2415,Low,0.7288,0.8988,0.2415,Gradient Boosting,0.7541,"Delivery Record, Project Complexity, Market Conditions, Payment History, Past Performance",Continue as planned,,,0.9694,888,2026-01-02 04:24:47
PRED01550,VEN00955,PROJ00802,CONT01617,Contract Risk,2026-01-07,2026-07-06,6 Months,12,57.19,73.03,0.4281,Medium,0.739,0.8283,0.5405,Neural Network,0.7434,"Delivery Record, Team Experience, Past Performance, Resource Availability, Contract Value",Regular monitoring,,,0.9736,2874,2026-01-06 04:24:47
PRED01551,VEN00533,PROJ00740,,Compliance Risk,2026-01-07,2027-01-07,12 Months,12,72.51,79.81,0.4626,Medium,0.7663,0.8656,0.4081,Ensemble Model,0.8757,"Resource Availability, Quality Score, Vendor Rating, Past Performance, Team Experience",Preventive action,Better than Expected,0.9514,0.9518,4018,2026-01-04 04:24:47
PRED01552,VEN00934,,CONT00223,Compliance Risk,2026-01-07,2027-01-07,12 Months,3,70.1,73.71,0.1692,Very Low,0.7263,0.8517,0.111,Gradient Boosting,0.8961,"Vendor Rating, Delivery Record, Team Experience, Contract Value, Payment History",Standard monitoring,,,0.9618,2738,2026-01-07 04:24:47
PRED01553,VEN00255,PROJ01199,CONT00032,Contract Risk,2026-01-07,2026-02-06,1 Month,3,85.52,77.57,0.1448,Very Low,0.8477,0.7748,0.1197,LSTM,0.923,"Contract Value, Seasonal Factors, Team Experience, Past Performance, Resource Availability",No action required,,,0.9684,4645,2026-01-04 04:24:47
PRED01554,VEN00626,,,Vendor Performance,2026-01-07,2027-01-07,12 Months,3,64.89,79.25,0.3511,Low,0.9048,0.6717,0.2366,Ensemble Model,0.8216,"Seasonal Factors, Resource Availability, Past Performance, Project Complexity, Payment History",Standard monitoring,,,0.8357,4177,2026-01-05 04:24:47
PRED01555,VEN01363,,,Payment Prediction,2026-01-07,2026-07-06,6 Months,6,75.76,84.72,0.4798,Medium,0.6872,0.6917,0.2614,XGBoost,0.9381,"Market Conditions, Project Complexity, Past Performance, Payment History, Vendor Rating",Regular monitoring,,,0.7971,1362,2026-01-04 04:24:47
PRED01556,VEN00492,,,Vendor Performance,2026-01-07,2026-02-06,1 Month,36,52.01,88.26,0.4799,Medium,0.912,0.86,0.3212,Gradient Boosting,0.8074,"Vendor Rating, Project Complexity, Delivery Record, Quality Score, Contract Value",Regular monitoring,,,0.8162,3413,2026-01-06 04:24:47
PRED01557,VEN00580,PROJ00671,CONT01202,Compliance Risk,2026-01-07,2026-04-07,3 Months,6,65.01,88.78,0.2047,Low,0.6212,0.7989,0.3946,LSTM,0.8595,"Payment History, Technology Used, Quality Score, Past Performance, Team Experience",No action required,,,0.8273,1682,2026-01-03 04:24:47
PRED01558,VEN01001,,CONT01133,Vendor Performance,2026-01-07,2026-02-06,1 Month,24,65.17,66.74,0.3483,Low,0.7908,0.7926,0.2579,Neural Network,0.7773,"Quality Score, Delivery Record, Past Performance, Seasonal Factors, Vendor Rating",Continue as planned,,,0.9165,732,2026-01-03 04:24:47
PRED01559,VEN01563,,CONT01721,Quality Prediction,2026-01-07,2026-04-07,3 Months,3,79.84,68.5,0.2537,Low,0.6993,0.8719,0.1118,Logistic Regression,0.7421,"Project Complexity, Payment History, Seasonal Factors, Resource Availability, Vendor Rating",Continue as planned,,,0.7635,4529,2026-01-07 04:24:47
PRED01560,VEN00904,PROJ01778,CONT01375,Delivery Prediction,2026-01-07,2026-02-06,1 Month,36,57.32,80.96,0.438,Medium,0.6353,0.8908,0.2404,Ensemble Model,0.9397,"Quality Score, Past Performance, Project Complexity, Market Conditions, Seasonal Factors",Stakeholder communication,,,0.9412,3576,2026-01-05 04:24:47
PRED01561,VEN00839,,CONT01478,Payment Prediction,2026-01-07,2026-02-06,1 Month,12,77.38,69.15,0.3661,Low,0.6065,0.6536,0.201,Random Forest Classifier,0.9144,"Technology Used, Seasonal Factors, Past Performance, Resource Availability, Quality Score",Continue as planned,As Predicted,0.9407,0.9466,227,2025-12-31 04:24:47
PRED01562,VEN00883,PROJ00474,CONT01345,Compliance Risk,2026-01-07,2026-02-06,1 Month,3,71.25,76.7,0.1955,Very Low,0.883,0.8382,0.3725,Logistic Regression,0.7534,"Team Experience, Delivery Record, Past Performance, Resource Availability, Payment History",Standard monitoring,,,0.7715,4536,2026-01-04 04:24:47
PRED01563,VEN01931,PROJ01518,,Delivery Prediction,2026-01-07,2026-04-07,3 Months,3,53.15,79.15,0.2274,Low,0.7329,0.7736,0.2983,Gradient Boosting,0.7995,"Delivery Record, Contract Value, Team Experience, Resource Availability, Seasonal Factors",Standard monitoring,,,0.9092,1625,2026-01-03 04:24:47
PRED01564,VEN00365,PROJ00935,CONT01295,Payment Prediction,2026-01-07,2027-01-07,12 Months,6,88.03,70.49,0.1532,Very Low,0.6142,0.7802,0.2227,Ensemble Model,0.7601,"Seasonal Factors, Contract Value, Vendor Rating, Quality Score, Team Experience",Standard monitoring,,,0.9679,4254,2026-01-02 04:24:47
PRED01565,VEN00821,PROJ00170,,Schedule Forecast,2026-01-07,2026-07-06,6 Months,36,91.21,71.06,0.0,Very Low,1.0651,0.7017,0.3557,Gradient Boosting,0.8891,"Project Complexity, Contract Value, Resource Availability, Payment History, Vendor Rating",Continue as planned,,,0.8333,4822,2026-01-06 04:24:47
PRED01566,VEN00174,PROJ01515,CONT01590,Contract Risk,2026-01-07,2026-04-07,3 Months,24,23.3,78.87,0.767,Critical,0.8915,0.7961,0.2708,Ensemble Model,0.9065,"Resource Availability, Seasonal Factors, Vendor Rating, Market Conditions, Past Performance",Engage with vendor,Mitigated,0.8253,0.904,1144,2026-01-03 04:24:47
PRED01567,VEN01070,,CONT01304,Budget Forecast,2026-01-07,2027-01-07,12 Months,3,95.24,76.57,0.0238,Very Low,0.6982,0.8288,0.0,Gradient Boosting,0.7921,"Market Conditions, Payment History, Project Complexity, Team Experience, Vendor Rating",Continue as planned,As Predicted,0.9765,0.7718,4525,2026-01-05 04:24:47
PRED01568,VEN01102,PROJ01606,,Contract Risk,2026-01-07,2026-07-06,6 Months,12,65.15,86.56,0.3485,Low,0.5175,0.7983,0.5606,Neural Network,0.9209,"Project Complexity, Vendor Rating, Contract Value, Team Experience, Delivery Record",No action required,Slightly Worse,0.8028,0.8175,1202,2026-01-03 04:24:47
PRED01569,VEN00599,PROJ01515,CONT00357,Vendor Performance,2026-01-07,2027-01-07,12 Months,36,93.45,84.22,0.0655,Very Low,0.886,0.759,0.3622,Ensemble Model,0.8406,"Market Conditions, Team Experience, Seasonal Factors, Payment History, Past Performance",No action required,,,0.9201,3370,2025-12-31 04:24:47
PRED01570,VEN00330,,CONT00439,Payment Prediction,2026-01-07,2026-04-07,3 Months,12,54.19,88.71,0.332,Low,0.7539,0.6676,0.3796,Gradient Boosting,0.7835,"Project Complexity, Delivery Record, Quality Score, Resource Availability, Payment History",Continue as planned,,,0.9554,99,2026-01-03 04:24:47
PRED01571,VEN00858,,,Delivery Prediction,2026-01-07,2027-01-07,12 Months,6,83.34,80.22,0.1193,Very Low,0.7561,0.9217,0.3458,Random Forest Classifier,0.7699,"Past Performance, Technology Used, Quality Score, Project Complexity, Payment History",Continue as planned,,,0.9339,840,2026-01-05 04:24:47
PRED01572,VEN01800,PROJ01203,CONT00337,Payment Prediction,2026-01-07,2026-04-07,3 Months,6,82.08,76.52,0.3716,Low,0.6334,0.7729,0.2527,Logistic Regression,0.9273,"Vendor Rating, Project Complexity, Resource Availability, Market Conditions, Delivery Record",Continue as planned,,,0.8796,290,2026-01-03 04:24:47
PRED01573,VEN00944,PROJ00321,,Vendor Performance,2026-01-07,2026-04-07,3 Months,6,78.07,74.39,0.2193,Low,0.9079,0.6848,0.1297,XGBoost,0.7212,"Past Performance, Contract Value, Team Experience, Vendor Rating, Payment History",No action required,,,0.7744,2955,2026-01-05 04:24:47
PRED01574,VEN00285,,,Contract Risk,2026-01-07,2026-07-06,6 Months,3,81.72,81.03,0.1828,Very Low,0.8559,0.6001,0.4021,XGBoost,0.7956,"Past Performance, Quality Score, Team Experience, Delivery Record, Project Complexity",Standard monitoring,,,0.7716,2264,2026-01-07 04:24:47
PRED01575,VEN00050,PROJ00201,CONT00718,Budget Forecast,2026-01-07,2027-01-07,12 Months,3,91.83,85.08,0.0409,Very Low,0.8422,0.8209,0.0409,Neural Network,0.7777,"Technology Used, Past Performance, Resource Availability, Payment History, Delivery Record",Continue as planned,,,0.8897,2212,2025-12-31 04:24:47
PRED01576,VEN00818,PROJ01166,,Vendor Performance,2026-01-07,2026-02-06,1 Month,24,61.73,73.67,0.3827,Low,0.8425,0.7575,0.2453,Random Forest Classifier,0.8847,"Contract Value, Delivery Record, Vendor Rating, Team Experience, Past Performance",Standard monitoring,,,0.9485,2482,2026-01-06 04:24:47
PRED01577,VEN01300,PROJ01930,CONT01996,Payment Prediction,2026-01-07,2027-01-07,12 Months,36,91.4,75.31,0.1131,Very Low,0.6913,0.7586,0.3677,Neural Network,0.8618,"Market Conditions, Team Experience, Contract Value, Technology Used, Quality Score",Continue as planned,Slightly Worse,0.6751,0.9156,1678,2026-01-02 04:24:47
PRED01578,VEN00018,PROJ01904,CONT00723,Contract Risk,2026-01-07,2026-02-06,1 Month,6,17.78,75.2,0.8222,Critical,0.7049,0.7952,0.15,Gradient Boosting,0.8125,"Seasonal Factors, Market Conditions, Delivery Record, Vendor Rating, Past Performance",Review contract terms,,,0.8451,2782,2026-01-04 04:24:47
PRED01579,VEN00300,PROJ01319,,Compliance Risk,2026-01-07,2026-07-06,6 Months,24,65.74,76.67,0.586,Medium,0.7593,0.7542,0.3017,Gradient Boosting,0.8901,"Resource Availability, Team Experience, Quality Score, Contract Value, Technology Used",Review mitigation plan,As Predicted,0.8788,0.8796,1004,2026-01-07 04:24:47
PRED01580,VEN00267,PROJ01116,CONT00638,Vendor Performance,2026-01-07,2026-04-07,3 Months,36,72.42,71.97,0.2758,Low,0.7469,0.8627,0.0563,LSTM,0.8669,"Project Complexity, Contract Value, Seasonal Factors, Past Performance, Delivery Record",Standard monitoring,,,0.9473,1353,2026-01-02 04:24:47
PRED01581,VEN01073,,,Vendor Performance,2026-01-07,2027-01-07,12 Months,12,46.94,66.59,0.5306,Medium,0.7744,0.9257,0.3908,Random Forest Classifier,0.7595,"Quality Score, Project Complexity, Resource Availability, Market Conditions, Contract Value",Regular monitoring,Slightly Worse,0.7577,0.9794,485,2025-12-31 04:24:47
PRED01582,VEN00305,PROJ00498,,Delivery Prediction,2026-01-07,2026-07-06,6 Months,24,81.7,80.97,0.3378,Low,0.7668,0.7212,0.3968,XGBoost,0.7994,"Vendor Rating, Market Conditions, Quality Score, Contract Value, Technology Used",Standard monitoring,,,0.9298,103,2026-01-01 04:24:47
PRED01583,VEN00695,PROJ01043,,Payment Prediction,2026-01-07,2027-01-07,12 Months,6,71.98,86.03,0.2537,Low,0.8454,0.9156,0.3385,XGBoost,0.8214,"Technology Used, Quality Score, Market Conditions, Past Performance, Payment History",Continue as planned,,,0.8627,4932,2026-01-05 04:24:47
PRED01584,VEN00671,PROJ01076,CONT00902,Budget Forecast,2026-01-07,2026-07-06,6 Months,3,56.89,81.08,0.2156,Low,0.8785,0.8563,0.2156,Logistic Regression,0.7353,"Quality Score, Vendor Rating, Technology Used, Seasonal Factors, Resource Availability",Continue as planned,Slightly Worse,0.6343,0.8617,2901,2026-01-02 04:24:47
PRED01585,VEN01751,PROJ00136,,Delivery Prediction,2026-01-07,2026-04-07,3 Months,3,61.28,89.75,0.3973,Low,0.7783,0.7467,0.1386,XGBoost,0.8468,"Project Complexity, Contract Value, Delivery Record, Technology Used, Past Performance",Standard monitoring,,,0.916,3167,2026-01-02 04:24:47
PRED01586,VEN00539,PROJ01665,,Vendor Performance,2026-01-07,2027-01-07,12 Months,24,45.99,68.11,0.5401,Medium,0.6996,0.77,0.0788,Ensemble Model,0.865,"Seasonal Factors, Resource Availability, Delivery Record, Quality Score, Market Conditions",Review mitigation plan,,,0.9535,3753,2026-01-02 04:24:47
PRED01587,VEN01775,PROJ00615,CONT01379,Vendor Performance,2026-01-07,2027-01-07,12 Months,12,68.43,68.24,0.3157,Low,0.878,0.866,0.3232,XGBoost,0.7706,"Resource Availability, Payment History, Seasonal Factors, Delivery Record, Past Performance",Continue as planned,,,0.9485,4469,2026-01-02 04:24:47
PRED01588,VEN01295,,CONT00879,Vendor Performance,2026-01-07,2026-04-07,3 Months,3,93.08,93.3,0.0692,Very Low,0.8296,0.8465,0.1575,Ensemble Model,0.8028,"Payment History, Market Conditions, Quality Score, Contract Value, Delivery Record",No action required,,,0.8754,3929,2026-01-04 04:24:47
PRED01589,VEN00599,PROJ01844,CONT01135,Payment Prediction,2026-01-07,2026-04-07,3 Months,36,79.84,69.57,0.59,Medium,0.7424,0.7739,0.2541,Gradient Boosting,0.9102,"Project Complexity, Past Performance, Contract Value, Payment History, Seasonal Factors",Regular monitoring,,,0.9595,512,2026-01-01 04:24:47
