invoice_id,vendor_id,vendor_name,contract_id,po_number,invoice_date,due_date,category,description,base_amount,gst_rate,gst_amount,total_amount,tds_rate,tds_amount,discount_amount,late_penalty,net_payable,amount_paid,invoice_status,payment_status,payment_method,payment_date,days_to_payment,days_overdue,approval_date,verified_by,rejection_reason,num_line_items,three_way_match,fraud_risk_score,fraud_flag,outstanding_amount
INV01655,VEN01101,Vendor 1101,CONT01876,PO4078,2024-02-08,2024-05-08,Labor Charges,Labor Charges - As per contract terms,440178.84,18,79232.19,519411.03,5,22008.94,0,0.0,497402.08,497402.08,Paid,Paid,RTGS,2024-05-10,92.0,0,2024-02-14,Finance Manager,None,15,Matched,0.0283,No,0.0
INV01656,VEN01053,Vendor 1053,CONT00766,PO2948,2025-06-20,2025-08-19,Labor Charges,Professional services - Labor Charges,13017675.93,0,0.0,13017675.93,2,260353.52,0,520707.04,13278029.45,0.0,Under Review,Overdue,,,,141,,,None,11,Partial Match,0.2206,No,13278029.45
INV01657,VEN01796,Vendor 1796,CONT01276,PO2812,2024-04-12,2024-05-12,Overtime Charges,Professional services - Overtime Charges,1866148.52,0,0.0,1866148.52,1,18661.49,0,373229.7,2220716.74,0.0,Verified,Overdue,,,,605,,Site Engineer,None,6,Partial Match,0.2977,No,2220716.74
INV01658,VEN00365,Vendor 365,CONT00441,PO2065,2024-07-05,2024-08-19,Reimbursement,Work completion for Reimbursement,149152.66,28,41762.75,190915.41,10,14915.27,0,30546.47,206546.61,0.0,Approved,Overdue,,,,506,2024-07-06,Project Manager,None,12,Partial Match,0.2244,No,206546.61
INV01659,VEN00261,Vendor 261,CONT01441,,2024-04-25,2024-06-09,Retention Release,Services rendered - Retention Release,6541945.15,28,1831744.64,8373689.8,2,130838.9,0,0.0,8242850.89,0.0,Disputed,Under Review,,,,0,,,Work Not Completed,3,,0.4573,No,8242850.89
INV01660,VEN00396,Vendor 396,CONT00605,PO4109,2025-10-06,2025-11-05,Retention Release,Work completion for Retention Release,896544.83,5,44827.24,941372.07,0,0.0,0,0.0,941372.07,697864.45,Partially Paid,Partially Paid,Letter of Credit,2025-11-22,47.0,0,2025-10-12,,None,2,Matched,0.1617,No,243507.62
INV01661,VEN00608,Vendor 608,CONT00022,PO6239,2024-10-03,2025-01-01,Professional Services,Material supply and installation,370494.52,0,0.0,370494.52,10,37049.45,0,0.0,333445.07,0.0,Cancelled,Rejected,,,,0,,,None,11,,0.0913,No,333445.07
INV01662,VEN01519,Vendor 1519,CONT01720,,2024-01-13,2024-04-12,Advance Payment,Progress billing - Month 12,1874420.5,12,224930.46,2099350.97,0,0.0,0,440863.7,2540214.67,0.0,Verified,Overdue,,,,635,,Site Engineer,None,10,,0.2634,No,2540214.67
INV01663,VEN01854,Vendor 1854,CONT01225,PO2528,2025-04-08,2025-06-07,Final Payment,Equipment rental charges,188053.71,0,0.0,188053.71,10,18805.37,0,13163.76,182412.1,0.0,Approved,Overdue,,,,214,2025-04-15,Procurement Head,None,2,Matched,0.2566,No,182412.1
INV01664,VEN01721,Vendor 1721,CONT01741,PO3489,2024-01-18,2024-03-03,Final Payment,Equipment rental charges,1102989.28,0,0.0,1102989.28,5,55149.46,0,242657.64,1290497.46,0.0,Verified,Overdue,,,,675,,Site Engineer,None,14,Mismatch,0.469,No,1290497.46
INV01665,VEN01307,Vendor 1307,CONT00824,PO2414,2025-07-16,2025-10-14,Reimbursement,Material supply and installation,4005935.43,5,200296.77,4206232.2,0,0.0,0,84124.64,4290356.85,0.0,Verified,Overdue,,,,85,,Site Engineer,None,8,Mismatch,0.2698,No,4290356.85
INV01666,VEN00472,Vendor 472,CONT00285,,2024-02-29,2024-04-29,Equipment Rental,Progress billing - Month 3,109701.15,18,19746.21,129447.36,0,0.0,0,25889.47,155336.83,0.0,Under Review,Overdue,,,,618,,,None,1,,0.2572,No,155336.83
INV01667,VEN01732,Vendor 1732,CONT00548,PO4051,2024-06-13,2024-08-12,Maintenance Charges,Professional services - Maintenance Charges,1079680.46,5,53984.02,1133664.49,10,107968.05,0,0.0,1025696.44,0.0,Disputed,Under Review,,,,0,,,Incorrect Amount,2,Mismatch,0.9277,Yes,1025696.44
INV01668,VEN01812,Vendor 1812,CONT01896,PO3842,2024-03-20,2024-04-19,Emergency Work,Work completion for Emergency Work,18702912.62,28,5236815.53,23939728.16,5,935145.63,0,4787945.63,27792528.16,0.0,Submitted,Overdue,,,,628,,,None,5,Matched,0.2099,No,27792528.16
INV01669,VEN00735,Vendor 735,CONT01736,PO9235,2025-03-05,2025-06-03,Retention Release,Work completion for Retention Release,4120896.32,28,1153850.97,5274747.29,2,82417.93,0,369232.31,5561561.67,0.0,Submitted,Overdue,,,,218,,,None,5,Mismatch,0.5284,No,5561561.67
INV01670,VEN01409,Vendor 1409,CONT00532,PO9363,2025-06-11,2025-07-11,Milestone Payment,Labor charges for project work,9938433.58,12,1192612.03,11131045.6,5,496921.68,0,0.0,10634123.93,0.0,Rejected,Rejected,,,,0,,,Work Not Completed,9,,0.0886,No,10634123.93
INV01671,VEN01803,Vendor 1803,CONT00781,PO3261,2025-01-16,2025-04-16,Emergency Work,Equipment rental charges,98131682.05,28,27476870.97,125608553.02,1,981316.82,0,10048684.24,134675920.44,0.0,Approved,Overdue,,,,266,2025-01-17,Contract Administrator,None,11,Mismatch,0.333,No,134675920.44
INV01672,VEN01489,Vendor 1489,CONT01778,PO4396,2025-06-22,2025-09-20,Progress Payment,Work completion for Progress Payment,12229916.06,28,3424376.5,15654292.56,2,244598.32,0,0.0,15409694.24,0.0,Disputed,Under Review,,,,0,,,Incorrect Amount,4,Partial Match,0.4685,No,15409694.24
INV01673,VEN00526,Vendor 526,CONT01755,,2024-07-22,2024-09-20,Emergency Work,Labor charges for project work,125819.8,28,35229.54,161049.34,2,2516.4,0,0.0,158532.95,158532.95,Paid,Paid,Cheque,2024-09-19,59.0,0,2024-08-01,Procurement Head,None,13,,0.0723,No,0.0
INV01674,VEN00631,Vendor 631,CONT00903,PO4621,2025-08-28,2025-10-12,Maintenance Charges,Work completion for Maintenance Charges,918390.84,18,165310.35,1083701.19,5,45919.54,0,21674.02,1059455.68,0.0,Under Review,Overdue,,,,87,,,None,14,Matched,0.1315,No,1059455.68
INV01675,VEN00807,Vendor 807,CONT01011,PO3699,2025-12-29,2026-02-27,Reimbursement,Progress billing - Month 6,2826805.4,28,791505.51,3618310.92,5,141340.27,0,0.0,3476970.65,1703711.87,Partially Paid,Partially Paid,NEFT,2026-03-03,64.0,0,2026-01-01,,None,14,Mismatch,0.3076,No,1773258.7799999998
INV01676,VEN01565,Vendor 1565,CONT00227,PO7920,2024-07-16,2024-08-30,Final Payment,Equipment rental charges,144350.86,18,25983.15,170334.01,10,14435.09,0,27253.44,183152.37,0.0,Verified,Overdue,,,,495,,Procurement Head,None,9,Partial Match,0.3185,No,183152.37
INV01677,VEN01029,Vendor 1029,CONT00038,PO2329,2024-04-21,2024-07-20,Retention Release,Progress billing - Month 6,298248.83,18,53684.79,351933.62,2,5964.98,0,0.0,345968.64,345968.64,Paid,Paid,UPI,2024-08-20,121.0,0,2024-04-25,Accounts Head,None,2,Partial Match,0.0645,No,0.0
INV01678,VEN00706,Vendor 706,CONT01401,PO9627,2024-01-11,2024-03-11,Maintenance Charges,Services rendered - Maintenance Charges,4656945.99,28,1303944.88,5960890.86,5,232847.3,0,0.0,5728043.56,5728043.56,Paid,Paid,UPI,2024-05-08,118.0,0,2024-01-13,Procurement Head,None,11,Partial Match,0.1368,No,0.0
INV01679,VEN01902,Vendor 1902,CONT00321,PO7656,2024-10-25,2025-01-23,Material Supply,Professional services - Material Supply,17585456.98,0,0.0,17585456.98,10,1758545.7,0,0.0,15826911.28,0.0,Disputed,Under Review,,,,0,,,Unauthorized Work,4,Partial Match,0.4718,No,15826911.28
INV01680,VEN00734,Vendor 734,CONT01595,PO4384,2024-03-21,2024-06-19,Retention Release,Work completion for Retention Release,14170660.09,18,2550718.82,16721378.9,10,1417066.01,0,0.0,15304312.89,0.0,Cancelled,Rejected,,,,0,,,None,15,,0.0702,No,15304312.89
INV01681,VEN01033,Vendor 1033,CONT01676,PO9871,2025-07-02,2025-08-01,Reimbursement,Progress billing - Month 5,402927.52,0,0.0,402927.52,0,0.0,0,0.0,402927.52,236842.25,Partially Paid,Partially Paid,NEFT,2025-08-05,34.0,0,2025-07-11,,None,3,Mismatch,0.3975,No,166085.27000000002
INV01682,VEN01230,Vendor 1230,CONT00343,PO9292,2024-09-02,2024-12-01,Labor Charges,Work completion for Labor Charges,3054765.28,28,855334.28,3910099.56,2,61095.31,0,0.0,3849004.26,0.0,Cancelled,Rejected,,,,0,,,None,2,,0.1942,No,3849004.26
INV01683,VEN00563,Vendor 563,CONT00017,PO8962,2025-06-12,2025-07-27,Retention Release,Equipment rental charges,823952.61,12,98874.31,922826.92,1,8239.53,0,0.0,914587.39,0.0,Disputed,Under Review,,,,0,,,Work Not Completed,7,Matched,0.551,No,914587.39
INV01684,VEN00559,Vendor 559,CONT00854,PO7601,2025-12-21,2026-02-19,Advance Payment,Material supply and installation,4516233.04,0,0.0,4516233.04,10,451623.3,0,0.0,4064609.74,0.0,Cancelled,Rejected,,,,0,,,None,15,,0.1266,No,4064609.74
INV01685,VEN00283,Vendor 283,CONT01016,PO3515,2025-08-20,2025-09-19,Change Order Payment,Progress billing - Month 2,142794.56,12,17135.35,159929.91,10,14279.46,0,4797.9,150448.35,0.0,Approved,Overdue,,,,110,2025-08-29,Accounts Head,None,12,Mismatch,0.5734,No,150448.35
INV01686,VEN01802,Vendor 1802,CONT01805,PO6243,2025-01-06,2025-03-07,Emergency Work,Labor charges for project work,16770016.59,5,838500.83,17608517.42,10,1677001.66,0,1760851.74,17692367.5,0.0,Under Review,Overdue,,,,306,,,None,8,Mismatch,0.4964,No,17692367.5
INV01687,VEN00854,Vendor 854,CONT00533,PO6626,2025-05-29,2025-07-28,Labor Charges,Work completion for Labor Charges,2803993.25,12,336479.19,3140472.43,5,140199.66,0,157023.62,3157296.39,0.0,Submitted,Overdue,,,,163,,,None,14,Matched,0.3454,No,3157296.39
INV01688,VEN01428,Vendor 1428,CONT01167,PO5515,2025-09-26,2025-10-26,Equipment Rental,Progress billing - Month 5,2166463.81,5,108323.19,2274787.0,10,216646.38,0,0.0,2058140.62,2058140.62,Paid,Paid,Cheque,2025-11-23,58.0,0,2025-09-30,Procurement Head,None,6,Mismatch,0.4123,No,0.0
INV01689,VEN01379,Vendor 1379,CONT01557,PO5314,2025-05-01,2025-06-30,Change Order Payment,Work completion for Change Order Payment,1724509.87,18,310411.78,2034921.64,5,86225.49,0,0.0,1948696.15,954116.08,Partially Paid,Partially Paid,Bank Transfer,2025-07-15,75.0,0,2025-05-07,,None,6,Mismatch,0.4008,No,994580.07
INV01690,VEN01711,Vendor 1711,CONT00627,PO1880,2025-05-24,2025-08-22,Professional Services,Work completion for Professional Services,2716831.37,12,326019.76,3042851.14,5,135841.57,0,0.0,2907009.57,0.0,Rejected,Rejected,,,,0,,,Quality Issues,14,,0.0974,No,2907009.57
INV01691,VEN01939,Vendor 1939,CONT01945,,2024-01-27,2024-03-12,Retention Release,Work completion for Retention Release,10186613.3,12,1222393.6,11409006.9,10,1018661.33,0,0.0,10390345.57,0.0,Disputed,Under Review,,,,0,,,Duplicate Invoice,11,,0.8417,Yes,10390345.57
INV01692,VEN00932,Vendor 932,CONT01759,PO8672,2025-05-17,2025-07-16,Maintenance Charges,Progress billing - Month 8,39231354.99,0,0.0,39231354.99,2,784627.1,0,1961567.75,40408295.64,0.0,Verified,Overdue,,,,175,,Accounts Head,None,3,Mismatch,0.4375,No,40408295.64
INV01693,VEN00554,Vendor 554,CONT01328,PO3368,2024-03-28,2024-06-26,Retention Release,Professional services - Retention Release,290285.26,12,34834.23,325119.49,5,14514.26,0,58521.51,369126.73,0.0,Under Review,Overdue,,,,560,,,None,3,Mismatch,0.5212,No,369126.73
INV01694,VEN01709,Vendor 1709,CONT01588,PO9698,2024-02-16,2024-04-16,Equipment Rental,Equipment rental charges,1856353.43,18,334143.62,2190497.05,2,37127.07,0,460004.38,2613374.36,0.0,Verified,Overdue,,,,631,,Finance Manager,None,7,Partial Match,0.1863,No,2613374.36
INV01695,VEN00397,Vendor 397,CONT00841,PO7560,2025-07-19,2025-09-02,Advance Payment,Work completion for Advance Payment,3448404.84,12,413808.58,3862213.42,5,172420.24,0,154488.54,3844281.72,0.0,Submitted,Overdue,,,,127,,,None,8,Mismatch,0.6871,No,3844281.72
INV01696,VEN00522,Vendor 522,CONT01495,PO1683,2024-08-20,2024-11-18,Emergency Work,Professional services - Emergency Work,17307726.07,5,865386.3,18173112.38,2,346154.52,0,2362504.61,20189462.46,0.0,Approved,Overdue,,,,415,2024-08-26,Site Engineer,None,12,Mismatch,0.5492,No,20189462.46
INV01697,VEN01463,Vendor 1463,CONT01570,PO1511,2024-11-20,2024-12-20,Milestone Payment,Labor charges for project work,1359335.77,18,244680.44,1604016.21,0,0.0,0,192481.94,1796498.15,0.0,Submitted,Overdue,,,,383,,,None,6,Mismatch,0.6327,No,1796498.15
INV01698,VEN00073,Vendor 73,CONT01926,PO2603,2024-12-10,2025-03-10,Maintenance Charges,Progress billing - Month 7,9045654.82,0,0.0,9045654.82,5,452282.74,0,904565.48,9497937.56,0.0,Verified,Overdue,,,,303,,Accounts Head,None,9,Partial Match,0.2216,No,9497937.56
INV01699,VEN01535,Vendor 1535,CONT01635,PO8019,2024-12-29,2025-02-12,Change Order Payment,Change Order Payment - As per contract terms,4061575.19,28,1137241.05,5198816.25,5,203078.76,0,0.0,4995737.49,0.0,Disputed,Under Review,,,,0,,,Unauthorized Work,6,Partial Match,0.5736,No,4995737.49
INV01700,VEN01380,Vendor 1380,CONT01630,PO4776,2025-01-07,2025-04-07,Progress Payment,Material supply and installation,2545045.57,5,127252.28,2672297.85,10,254504.56,0,240506.81,2658300.1,0.0,Verified,Overdue,,,,275,,Finance Manager,None,13,Partial Match,0.3327,No,2658300.1
INV01701,VEN01254,Vendor 1254,CONT00015,PO4686,2025-10-22,2025-12-21,Advance Payment,Advance Payment - As per contract terms,260642.99,12,31277.16,291920.15,1,2606.43,0,0.0,289313.72,0.0,Disputed,Under Review,,,,0,,,Documentation Error,7,Partial Match,0.5503,No,289313.72
INV01702,VEN01163,Vendor 1163,CONT00848,PO8159,2024-10-11,2024-11-10,Emergency Work,Emergency Work - As per contract terms,483469.48,5,24173.47,507642.95,0,0.0,0,71070.01,578712.97,0.0,Submitted,Overdue,,,,423,,,None,13,Partial Match,0.1867,No,578712.97
INV01703,VEN01689,Vendor 1689,CONT00052,PO9570,2024-07-30,2024-09-13,Reimbursement,Services rendered - Reimbursement,476862.59,18,85835.27,562697.86,1,4768.63,0,0.0,557929.24,0.0,Disputed,Under Review,,,,0,,,Documentation Error,3,Partial Match,0.5025,No,557929.24
INV01704,VEN00182,Vendor 182,CONT01660,PO3404,2025-08-30,2025-10-14,Advance Payment,Labor charges for project work,7493704.94,12,899244.59,8392949.53,1,74937.05,0,0.0,8318012.48,6100169.12,Partially Paid,Partially Paid,Cheque,2025-11-02,64.0,0,2025-09-08,,None,13,Partial Match,0.162,No,2217843.3600000003
INV01705,VEN01772,Vendor 1772,CONT00627,PO2792,2024-11-29,2025-01-28,Equipment Rental,Professional services - Equipment Rental,70334156.53,12,8440098.78,78774255.31,5,3516707.83,0,0.0,75257547.49,48919907.1,Partially Paid,Partially Paid,Letter of Credit,2025-02-03,66.0,0,2024-12-04,,None,5,Mismatch,0.374,No,26337640.389999993
INV01706,VEN01091,Vendor 1091,CONT01364,,2024-01-25,2024-03-25,Milestone Payment,Professional services - Milestone Payment,464614.88,5,23230.74,487845.62,10,46461.49,0,102447.58,543831.71,0.0,Submitted,Overdue,,,,653,,,None,3,,0.2849,No,543831.71
INV01707,VEN01106,Vendor 1106,CONT00206,PO3204,2024-01-31,2024-03-16,Equipment Rental,Material supply and installation,15834155.61,28,4433563.57,20267719.19,2,316683.11,0,4458898.22,24409934.3,0.0,Approved,Overdue,,,,662,2024-02-08,Finance Manager,None,14,Matched,0.1177,No,24409934.3
INV01708,VEN01356,Vendor 1356,CONT01070,PO4204,2025-05-02,2025-06-16,Advance Payment,Advance Payment - As per contract terms,488649.9,0,0.0,488649.9,0,0.0,0,0.0,488649.9,0.0,Rejected,Rejected,,,,0,,,Duplicate Invoice,15,,0.4967,No,488649.9
INV01709,VEN01593,Vendor 1593,CONT00809,PO3365,2025-03-14,2025-06-12,Equipment Rental,Equipment Rental - As per contract terms,307854.48,18,55413.81,363268.29,5,15392.72,0,0.0,347875.56,0.0,Cancelled,Rejected,,,,0,,,None,13,,0.1481,No,347875.56
INV01710,VEN00765,Vendor 765,CONT00006,PO9456,2024-08-30,2024-11-28,Change Order Payment,Progress billing - Month 8,4272519.44,18,769053.5,5041572.94,1,42725.19,0,655404.48,5654252.22,0.0,Approved,Overdue,,,,405,2024-09-04,Site Engineer,None,1,Partial Match,0.2874,No,5654252.22
INV01711,VEN00211,Vendor 211,CONT01027,PO2365,2024-12-03,2025-01-17,Progress Payment,Equipment rental charges,422199.58,5,21109.98,443309.56,5,21109.98,0,0.0,422199.58,422199.58,Paid,Paid,Demand Draft,2025-02-18,77.0,0,2024-12-08,Finance Manager,None,8,Partial Match,0.0074,No,0.0
INV01712,VEN01471,Vendor 1471,CONT01856,,2024-02-05,2024-03-21,Maintenance Charges,Labor charges for project work,2241066.56,12,268927.99,2509994.54,10,224106.66,0,527098.85,2812986.74,0.0,Submitted,Overdue,,,,657,,,None,11,,0.1971,No,2812986.74
INV01713,VEN01356,Vendor 1356,CONT00235,PO1176,2024-01-15,2024-04-14,Change Order Payment,Equipment rental charges,298540.12,12,35824.81,334364.93,10,29854.01,0,70216.64,374727.56,0.0,Approved,Overdue,,,,633,2024-01-18,Site Engineer,None,9,Partial Match,0.1513,No,374727.56
INV01714,VEN00681,Vendor 681,CONT01889,PO1410,2025-04-29,2025-05-29,Maintenance Charges,Progress billing - Month 1,455597.7,5,22779.89,478377.59,2,9111.95,0,0.0,469265.64,0.0,Rejected,Rejected,,,,0,,,Unauthorized Work,3,,0.1101,No,469265.64
INV01715,VEN01045,Vendor 1045,CONT00933,PO5883,2024-12-27,2025-02-25,Professional Services,Professional Services - As per contract terms,439177.77,28,122969.77,562147.54,1,4391.78,0,56214.75,613970.52,0.0,Under Review,Overdue,,,,316,,,None,13,Matched,0.2926,No,613970.52
INV01716,VEN00170,Vendor 170,CONT00009,,2024-11-14,2025-01-13,Equipment Rental,Equipment Rental - As per contract terms,411546.73,0,0.0,411546.73,5,20577.34,0,0.0,390969.39,390969.39,Paid,Paid,IMPS,2025-02-15,93.0,0,2024-11-20,Finance Manager,None,13,,0.0326,No,0.0
INV01717,VEN00167,Vendor 167,CONT00624,PO9073,2025-11-19,2025-12-19,Final Payment,Professional services - Final Payment,8668152.19,0,0.0,8668152.19,10,866815.22,0,0.0,7801336.97,3774455.87,Partially Paid,Partially Paid,Bank Transfer,2026-01-13,55.0,0,2025-11-29,,None,13,Partial Match,0.0163,No,4026881.0999999996
INV01718,VEN00996,Vendor 996,CONT01433,PO5151,2025-12-10,2026-01-24,Progress Payment,Equipment rental charges,275142.66,0,0.0,275142.66,10,27514.27,0,0.0,247628.4,247628.4,Paid,Paid,NEFT,2026-01-23,44.0,0,2025-12-16,Finance Manager,None,1,Mismatch,0.514,No,0.0
INV01719,VEN01293,Vendor 1293,CONT01138,PO8136,2024-05-12,2024-07-11,Advance Payment,Equipment rental charges,223333.19,12,26799.98,250133.17,0,0.0,0,45023.97,295157.14,0.0,Verified,Overdue,,,,545,,Contract Administrator,None,8,Matched,0.1569,No,295157.14
INV01720,VEN00636,Vendor 636,CONT00665,PO7884,2024-03-06,2024-06-04,Change Order Payment,Change Order Payment - As per contract terms,4289157.99,0,0.0,4289157.99,5,214457.9,0,814940.02,4889640.11,0.0,Under Review,Overdue,,,,582,,,None,4,Mismatch,0.6049,No,4889640.11
INV01721,VEN01547,Vendor 1547,CONT01024,PO8189,2025-04-11,2025-06-10,Milestone Payment,Material supply and installation,9532920.11,12,1143950.41,10676870.52,10,953292.01,0,747380.94,10470959.45,0.0,Submitted,Overdue,,,,211,,,None,12,Mismatch,0.653,No,10470959.45
INV01722,VEN00706,Vendor 706,CONT00793,,2025-12-17,2026-02-15,Reimbursement,Services rendered - Reimbursement,267641.94,18,48175.55,315817.48,10,26764.19,0,0.0,289053.29,204885.08,Partially Paid,Partially Paid,UPI,2026-03-01,74.0,0,2025-12-19,,None,2,,0.1907,No,84168.20999999999
INV01723,VEN01180,Vendor 1180,CONT00969,PO9305,2024-12-01,2025-01-30,Equipment Rental,Progress billing - Month 3,3531249.12,12,423749.89,3954999.02,5,176562.46,0,0.0,3778436.56,2005092.94,Partially Paid,Partially Paid,UPI,2025-02-26,87.0,0,2024-12-11,,None,7,Partial Match,0.0537,No,1773343.62
INV01724,VEN01394,Vendor 1394,CONT00051,,2025-06-12,2025-07-12,Maintenance Charges,Progress billing - Month 7,4804872.17,18,864876.99,5669749.16,10,480487.22,0,0.0,5189261.94,3481068.46,Partially Paid,Partially Paid,Demand Draft,2025-07-07,25.0,0,2025-06-19,,None,15,,0.1039,No,1708193.4800000004
INV01725,VEN01908,Vendor 1908,CONT00840,PO7656,2024-06-24,2024-09-22,Progress Payment,Work completion for Progress Payment,4380359.61,18,788464.73,5168824.34,5,219017.98,0,0.0,4949806.36,0.0,Disputed,Under Review,,,,0,,,Price Mismatch,13,Matched,0.4747,No,4949806.36
INV01726,VEN01207,Vendor 1207,CONT00377,PO3751,2024-10-09,2024-11-08,Change Order Payment,Progress billing - Month 3,5827611.9,18,1048970.14,6876582.04,1,58276.12,0,0.0,6818305.93,2465508.64,Partially Paid,Partially Paid,Demand Draft,2024-12-08,60.0,0,2024-10-10,,None,11,Partial Match,0.0403,No,4352797.289999999
INV01727,VEN00475,Vendor 475,CONT00395,PO5236,2024-02-06,2024-03-22,Progress Payment,Equipment rental charges,8235126.91,28,2305835.54,10540962.45,1,82351.27,0,0.0,10458611.18,10458611.18,Paid,Paid,Demand Draft,2024-04-16,70.0,0,2024-02-07,Contract Administrator,None,14,Mismatch,0.4287,No,0.0
INV01728,VEN00817,Vendor 817,CONT01254,PO8903,2025-01-19,2025-03-05,Advance Payment,Progress billing - Month 2,291958.58,18,52552.54,344511.13,2,5839.17,0,0.0,338671.95,0.0,Rejected,Rejected,,,,0,,,Documentation Error,9,,0.1431,No,338671.95
INV01729,VEN00100,Vendor 100,CONT00068,PO9524,2024-12-11,2025-02-09,Retention Release,Professional services - Retention Release,4226125.99,12,507135.12,4733261.11,2,84522.52,0,520658.72,5169397.31,0.0,Verified,Overdue,,,,332,,Finance Manager,None,4,Matched,0.198,No,5169397.31
INV01730,VEN01973,Vendor 1973,CONT00637,PO8317,2025-08-13,2025-09-12,Material Supply,Equipment rental charges,249829.87,12,29979.58,279809.46,1,2498.3,0,0.0,277311.16,129368.62,Partially Paid,Partially Paid,UPI,2025-09-08,26.0,0,2025-08-22,,None,9,Mismatch,0.4151,No,147942.53999999998
INV01731,VEN00087,Vendor 87,CONT00469,PO3158,2024-05-12,2024-06-26,Final Payment,Professional services - Final Payment,449471.2,18,80904.82,530376.01,0,0.0,0,95467.68,625843.7,0.0,Approved,Overdue,,,,560,2024-05-19,Contract Administrator,None,9,Mismatch,0.6742,No,625843.7
INV01732,VEN00327,Vendor 327,CONT01884,PO2881,2024-07-24,2024-10-22,Advance Payment,Services rendered - Advance Payment,15495017.29,12,1859402.07,17354419.37,1,154950.17,0,0.0,17199469.19,17199469.19,Paid,Paid,Demand Draft,2024-11-27,126.0,0,2024-08-03,Contract Administrator,None,8,Partial Match,0.0017,No,0.0
INV01733,VEN00399,Vendor 399,CONT01557,,2025-07-03,2025-08-02,Equipment Rental,Material supply and installation,195881.63,0,0.0,195881.63,1,1958.82,0,9794.08,203716.89,0.0,Verified,Overdue,,,,158,,Procurement Head,None,6,,0.2233,No,203716.89
INV01734,VEN00327,Vendor 327,CONT01497,PO2116,2024-01-17,2024-02-16,Milestone Payment,Labor charges for project work,2700942.68,12,324113.12,3025055.8,2,54018.85,0,0.0,2971036.95,2971036.95,Paid,Paid,Demand Draft,2024-02-14,28.0,0,2024-01-20,Procurement Head,None,10,Matched,0.1737,No,0.0
INV01735,VEN00552,Vendor 552,CONT00832,PO7524,2024-11-07,2024-12-22,Reimbursement,Progress billing - Month 5,3426052.79,0,0.0,3426052.79,0,0.0,0,0.0,3426052.79,1320944.26,Partially Paid,Partially Paid,IMPS,2025-01-14,68.0,0,2024-11-08,,None,14,Matched,0.0963,No,2105108.5300000003
INV01736,VEN01861,Vendor 1861,CONT01571,PO3322,2025-01-22,2025-03-23,Emergency Work,Professional services - Emergency Work,4724830.49,5,236241.52,4961072.02,1,47248.3,0,446496.48,5360320.2,0.0,Submitted,Overdue,,,,290,,,None,9,Matched,0.2121,No,5360320.2
INV01737,VEN01096,Vendor 1096,CONT01449,PO5389,2024-03-18,2024-04-17,Labor Charges,Progress billing - Month 4,89566.04,12,10747.93,100313.97,2,1791.32,0,0.0,98522.65,0.0,Disputed,Under Review,,,,0,,,Quality Issues,7,Mismatch,0.8419,Yes,98522.65
INV01738,VEN01272,Vendor 1272,CONT01299,PO6740,2024-09-22,2024-10-22,Milestone Payment,Progress billing - Month 11,3750650.95,28,1050182.27,4800833.22,5,187532.55,0,0.0,4613300.67,0.0,Disputed,Under Review,,,,0,,,Duplicate Invoice,1,Matched,0.9932,Yes,4613300.67
INV01739,VEN00317,Vendor 317,CONT01126,PO6578,2025-01-10,2025-02-24,Advance Payment,Advance Payment - As per contract terms,117227.57,28,32823.72,150051.29,5,5861.38,0,15005.13,159195.04,0.0,Submitted,Overdue,,,,317,,,None,13,Mismatch,0.492,No,159195.04
INV01740,VEN01976,Vendor 1976,CONT01921,PO8645,2024-03-31,2024-05-30,Material Supply,Progress billing - Month 5,6159879.99,5,307994.0,6467873.99,10,615988.0,0,0.0,5851885.99,0.0,Disputed,Under Review,,,,0,,,Incorrect Amount,1,Partial Match,0.558,No,5851885.99
INV01741,VEN01426,Vendor 1426,CONT01760,PO2306,2025-09-15,2025-11-14,Final Payment,Equipment rental charges,414816.21,5,20740.81,435557.02,10,41481.62,0,0.0,394075.4,0.0,Cancelled,Rejected,,,,0,,,None,3,,0.1034,No,394075.4
INV01742,VEN01118,Vendor 1118,CONT00487,PO8864,2024-01-28,2024-02-27,Final Payment,Equipment rental charges,308797.15,18,55583.49,364380.63,5,15439.86,0,80163.74,429104.52,0.0,Under Review,Overdue,,,,680,,,None,12,Matched,0.2398,No,429104.52
INV01743,VEN00392,Vendor 392,CONT01302,PO2807,2025-02-27,2025-04-13,Change Order Payment,Progress billing - Month 8,17898919.21,28,5011697.38,22910616.58,5,894945.96,0,1832849.33,23848519.95,0.0,Verified,Overdue,,,,269,,Contract Administrator,None,10,Partial Match,0.3409,No,23848519.95
INV01744,VEN01744,Vendor 1744,CONT00630,PO7860,2025-05-23,2025-06-22,Reimbursement,Material supply and installation,462105.28,0,0.0,462105.28,1,4621.05,0,0.0,457484.22,457484.22,Paid,Paid,Bank Transfer,2025-08-19,88.0,0,2025-05-28,Contract Administrator,None,3,Matched,0.1253,No,0.0
INV01745,VEN01477,Vendor 1477,CONT00103,PO3749,2024-06-04,2024-08-03,Progress Payment,Equipment rental charges,2385275.92,12,286233.11,2671509.03,5,119263.8,0,454156.54,3006401.77,0.0,Under Review,Overdue,,,,522,,,None,3,Partial Match,0.294,No,3006401.77
