rfq_id,vendor_id,vendor_name,item_category,item_description,quantity,unit,rfq_date,submission_deadline,response_date,is_late_submission,quoted_price_per_unit,total_quoted_amount,gst_rate,gst_amount,total_with_gst,delivery_timeline_days,delivery_terms,payment_terms,warranty_months,technical_score,commercial_score,overall_score,response_status,rejection_reason,compliance_status,evaluation_date,award_date,rank,num_competitors,anomaly_score,is_anomaly,validity_days,contact_person,notes,market_avg_price,price_deviation_pct
RFQ01807,VEN01557,Vendor 1557,Escalators,Escalators - Grade Standard,582,Bags,2024-10-31,2024-11-15,2024-11-19,True,742941.92,432392195.9,5,21619609.79,454011805.69,67,DAP,Net 90 days,60,85.76,99.38,91.21,Rejected,Late Submission,Fully Compliant,,,,4,0.2241,No,120,Director,Fast delivery timeline,2867885.52,-74.094435959215
RFQ01808,VEN01272,Vendor 1272,Ventilation Systems,Ventilation Systems - Grade C,8437,Cubic Meter,2025-08-18,2025-09-02,2025-09-02,False,1616.47,13638151.67,0,0.0,13638151.67,41,Ex-Works,Cash on Delivery,18,51.05,56.3,53.15,Rejected,Poor Quality,Non-Compliant,,,,13,0.1402,No,90,Senior Manager,Price negotiable,4332.14,-62.68657060944475
RFQ01809,VEN01021,Vendor 1021,Lighting Fixtures,Lighting Fixtures - Grade B,959,Loads,2025-02-07,2025-03-06,2025-02-22,False,741.59,711186.22,0,0.0,711186.22,178,Door Delivery,Bank Guarantee,18,55.86,75.62,63.76,Under Evaluation,None,Non-Compliant,2025-03-02,,,12,0.0952,No,90,Business Development Head,Premium quality offered,4422.845,-83.2327382035771
RFQ01810,VEN01980,Vendor 1980,Ventilation Systems,Ventilation Systems - Grade Standard,46,MT,2025-06-24,2025-07-12,2025-07-06,False,5289.77,243329.36,18,43799.28,287128.64,178,FCA,Net 30 days,12,74.54,61.42,69.29,Under Evaluation,None,Partially Compliant,2025-07-12,,,8,0.0331,No,30,Business Development Head,,4332.14,22.105241289524347
RFQ01811,VEN01600,Vendor 1600,Elevators,Elevators - Grade B,3001,Units,2025-02-26,2025-03-23,2025-03-24,True,2424851.24,7276978586.19,12,873237430.34,8150216016.53,25,Delivered to Site,Against Delivery,24,61.03,73.24,65.92,Under Evaluation,None,Partially Compliant,2025-03-31,,,16,0.0431,No,120,Director,Good technical compliance,3174096.675,-23.604997317858935
RFQ01812,VEN00150,Vendor 150,Sand,Sand - Grade A,75,Ton,2025-08-16,2025-08-28,2025-08-17,False,3297.34,247300.35,5,12365.02,259665.37,78,Delivered to Site,Net 30 days,0,64.57,80.74,71.04,Under Evaluation,None,Partially Compliant,2025-08-20,,,3,0.2593,No,60,Senior Manager,Good technical compliance,5310.355,-37.90735270994123
RFQ01813,VEN00540,Vendor 540,Escalators,Escalators - Grade C,1408,Liters,2025-11-22,2025-12-11,2025-11-24,False,4026354.32,5669106886.43,28,1587349928.2,7256456814.64,18,Ex-Works,Bank Guarantee,18,56.06,60.4,57.79,Under Evaluation,None,Non-Compliant,2025-12-01,,,4,0.0461,No,60,Director,,2867885.52,40.394527324089275
RFQ01814,VEN01685,Vendor 1685,Marble,Marble - Grade B,131,Nos,2025-10-08,2025-11-05,2025-11-12,True,308.53,40416.9,12,4850.03,45266.93,138,Delivered to Site,Bank Guarantee,48,88.66,88.99,88.79,Under Evaluation,None,Fully Compliant,2025-11-18,,,16,0.1842,No,30,Director,,253.56,21.67928695377819
RFQ01815,VEN01035,Vendor 1035,Wiring,Wiring - Grade A,12,Liters,2024-10-09,2024-10-24,2024-10-18,False,3182.42,38189.07,0,0.0,38189.07,37,Ex-Works,Net 60 days,36,92.35,68.25,82.71,Under Evaluation,None,Fully Compliant,2024-10-31,,,10,0.067,No,90,Business Development Head,Good technical compliance,4583.610000000001,-30.56957289123639
RFQ01816,VEN01784,Vendor 1784,Granite,Granite - Grade B,522,Quintal,2024-09-11,2024-10-03,2024-09-26,False,298.0,155554.32,18,27999.78,183554.1,9,FOB,Net 30 days,36,79.92,77.05,78.77,Shortlisted,None,Partially Compliant,2024-10-04,,3.0,11,0.1499,No,45,Regional Manager,,280.635,6.187752774956798
RFQ01817,VEN01955,Vendor 1955,Granite,Granite - Grade C,75,Cubic Meter,2024-11-28,2024-12-23,2024-12-11,False,584.39,43829.05,0,0.0,43829.05,71,Door Delivery,Net 30 days,0,75.17,51.12,65.55,Rejected,Insufficient Experience,Partially Compliant,,,,13,0.5197,Yes,30,Regional Manager,Established vendor,280.635,108.23845920858055
RFQ01818,VEN01507,Vendor 1507,Cranes,Cranes - Grade Standard,751,Nos,2025-04-19,2025-05-08,2025-04-30,False,294.49,221161.36,28,61925.18,283086.53,76,CIF,Progress Payment,24,58.85,46.77,54.02,Withdrawn,None,Non-Compliant,,,,11,0.2972,No,90,Sales Manager,,4284.32,-93.12633043283415
RFQ01819,VEN01765,Vendor 1765,Elevators,Elevators - Grade B,39,Units,2025-01-01,2025-01-14,2025-01-07,False,2080348.96,81133609.57,28,22717410.68,103851020.24,32,CIF,Against Delivery,0,76.7,66.35,72.56,Shortlisted,None,Partially Compliant,2025-01-19,,8.0,17,0.0941,No,120,Regional Manager,Competitive pricing,3174096.675,-34.45855079382545
RFQ01820,VEN00890,Vendor 890,Construction Equipment,Construction Equipment - Grade A,48,Meters,2024-12-09,2024-12-28,2024-12-30,True,1077.2,51705.54,28,14477.55,66183.09,12,FOB,Bank Guarantee,36,75.13,49.13,64.73,Rejected,Late Submission,Partially Compliant,,,,10,0.0067,No,90,Director,,5167.01,-79.15235310169712
RFQ01821,VEN00406,Vendor 406,Construction Equipment,Construction Equipment - Grade Premium,157,Truckloads,2024-11-15,2024-12-10,2024-12-07,False,4568.94,717322.8,12,86078.74,803401.53,42,DAP,"Advance 30%, Balance 70%",24,89.93,68.78,81.47,Accepted,None,Fully Compliant,2024-12-19,,3.0,8,0.0086,No,120,Regional Manager,Meets all specifications,5167.01,-11.57477922434833
RFQ01822,VEN01585,Vendor 1585,MCBs,MCBs - Grade Standard,7864,Ton,2024-09-22,2024-10-10,2024-09-30,False,2525.16,19857876.13,0,0.0,19857876.13,87,DDP,"Advance 20%, Balance 80%",18,96.07,88.4,93.0,Shortlisted,None,Fully Compliant,2024-10-04,,8.0,8,0.2807,No,90,Regional Manager,Premium quality offered,3775.88,-33.12393402332702
RFQ01823,VEN00097,Vendor 97,Sanitary Ware,Sanitary Ware - Grade Standard,6127,Kg,2025-10-07,2025-10-26,2025-10-10,False,9413.88,57678820.92,0,0.0,57678820.92,10,Ex-Works,Net 30 days,60,93.59,68.74,83.65,Negotiation,None,Fully Compliant,2025-10-17,,,17,0.2271,No,60,Sales Manager,Additional clarifications needed,6706.465,40.3702248502005
RFQ01824,VEN00136,Vendor 136,Doors,Doors - Grade C,91,MT,2025-10-06,2025-10-20,2025-10-20,False,9282.1,844671.5,0,0.0,844671.5,15,DAP,Net 30 days,6,54.68,64.63,58.66,Rejected,Failed Pre-Qualification,Non-Compliant,,,,8,0.0327,No,120,Account Manager,Additional clarifications needed,4952.02,87.44068077269476
RFQ01825,VEN00308,Vendor 308,Escalators,Escalators - Grade Premium,2023,Bags,2025-02-10,2025-03-01,2025-02-20,False,2610176.86,5280387785.66,0,0.0,5280387785.66,58,DDP,LC at Sight,36,81.05,68.86,76.18,Negotiation,None,Fully Compliant,2025-02-22,,,6,0.0875,No,90,Account Manager,Fast delivery timeline,2867885.52,-8.986016289799467
RFQ01826,VEN01236,Vendor 1236,Tiles,Tiles - Grade Standard,6825,Cubic Meter,2024-12-18,2025-01-05,2025-01-03,False,340.4,2323209.08,28,650498.54,2973707.62,47,Delivered to Site,LC at Sight,48,84.18,57.41,73.47,Negotiation,None,Fully Compliant,2025-01-18,,,8,0.4457,No,90,Senior Manager,Delivery timeline tight,260.9,30.47144499808356
RFQ01827,VEN01663,Vendor 1663,LED Lights,LED Lights - Grade Premium,7428,Units,2024-12-22,2025-01-17,2025-01-13,False,10399.96,77250930.47,18,13905167.48,91156097.95,22,FOB,Bank Guarantee,36,51.7,76.3,61.54,Negotiation,None,Non-Compliant,2025-01-18,,,10,0.2341,No,45,Business Development Head,Premium quality offered,4739.14,119.44825432462427
RFQ01828,VEN00958,Vendor 958,Electrical Cables,Electrical Cables - Grade A,9085,Truckloads,2024-11-18,2024-12-05,2024-12-03,False,2984.41,27113380.98,12,3253605.72,30366986.7,72,Ex-Works,Net 45 days,60,99.75,68.17,87.12,Awarded,None,Fully Compliant,2024-12-08,2025-01-05,1.0,13,0.4028,No,90,Account Manager,Good technical compliance,5397.135,-44.70381044758006
RFQ01829,VEN01637,Vendor 1637,LED Lights,LED Lights - Grade Standard,6281,Meters,2025-01-30,2025-02-21,2025-02-06,False,684.23,4297661.46,5,214883.07,4512544.53,94,CIF,Cash on Delivery,0,70.87,63.77,68.03,Negotiation,None,Partially Compliant,2025-02-09,,,14,0.2223,No,45,Director,,4739.14,-85.56214840667295
RFQ01830,VEN00162,Vendor 162,Insulation Material,Insulation Material - Grade Premium,501,Feet,2024-08-25,2024-09-04,2024-09-02,False,6913.39,3463607.7,28,969810.16,4433417.85,164,DDP,"Advance 20%, Balance 80%",18,71.12,87.46,77.66,Accepted,None,Partially Compliant,2024-09-17,,1.0,11,0.0313,No,45,Account Manager,Partial compliance issues,3726.55,85.5171673531819
RFQ01831,VEN01975,Vendor 1975,Escalators,Escalators - Grade B,105,Loads,2025-11-09,2025-11-18,2025-11-22,True,1016898.08,106774298.86,18,19219373.79,125993672.65,20,Door Delivery,Bank Guarantee,6,73.24,85.11,77.99,Under Evaluation,None,Partially Compliant,2025-12-05,,,8,0.2149,No,30,Senior Manager,Delivery timeline tight,2867885.52,-64.54188729262805
RFQ01832,VEN01775,Vendor 1775,False Ceiling,False Ceiling - Grade Standard,111,Quintal,2024-11-25,2024-12-03,2024-11-29,False,9232.53,1024810.64,0,0.0,1024810.64,101,DAP,Net 45 days,24,70.39,78.88,73.78,Negotiation,None,Partially Compliant,2024-12-06,,,5,0.242,No,45,Business Development Head,Meets all specifications,5538.555,66.69564534431815
RFQ01833,VEN00746,Vendor 746,Gypsum Boards,Gypsum Boards - Grade A,654,Units,2024-11-17,2024-11-30,2024-11-21,False,3659.41,2393253.92,18,430785.7,2824039.62,76,FOB,Net 30 days,60,96.86,78.93,89.69,Accepted,None,Fully Compliant,2024-12-05,,6.0,3,0.0193,No,120,Sales Manager,Established vendor,3335.015,9.726942757378902
RFQ01834,VEN00815,Vendor 815,Copper Pipes,Copper Pipes - Grade Premium,2782,Loads,2024-08-05,2024-09-01,2024-08-12,False,2649.05,7369644.22,12,884357.31,8254001.53,125,DAP,30-60-90 days,6,84.25,79.75,82.45,Shortlisted,None,Fully Compliant,2024-08-14,,10.0,3,0.2006,No,45,Director,Fast delivery timeline,7467.32,-64.52475586957569
RFQ01835,VEN01707,Vendor 1707,Windows,Windows - Grade C,293,Nos,2024-11-19,2024-12-07,2024-11-26,False,1582.87,463782.36,0,0.0,463782.36,8,Ex-Works,LC at Sight,24,98.96,64.71,85.26,Accepted,None,Fully Compliant,2024-12-10,,8.0,3,0.2199,No,120,Sales Manager,Good technical compliance,4248.57,-62.74346427150782
RFQ01836,VEN01326,Vendor 1326,Steel Bars,Steel Bars - Grade C,410,Cubic Meter,2025-05-02,2025-05-21,2025-05-21,False,7206.73,2954760.84,28,827333.04,3782093.88,20,Ex-Works,Cash on Delivery,24,98.93,86.15,93.82,Awarded,None,Fully Compliant,2025-06-04,2025-06-23,1.0,3,0.1283,No,45,Regional Manager,,4073.785,76.905015851352
RFQ01837,VEN00434,Vendor 434,Street Lights,Street Lights - Grade Standard,1474,Kg,2024-08-19,2024-09-09,2024-09-07,False,4629.51,6823893.94,0,0.0,6823893.94,45,DDP,Net 90 days,36,78.25,64.98,72.94,Shortlisted,None,Partially Compliant,2024-09-12,,2.0,14,0.0742,No,90,Business Development Head,Delivery timeline tight,5569.405000000001,-16.87603972058057
RFQ01838,VEN01758,Vendor 1758,Escalators,Escalators - Grade B,857,MT,2025-04-22,2025-05-02,2025-04-30,False,3094943.7,2652366752.27,18,477426015.41,3129792767.68,35,CIF,Progress Payment,12,64.51,90.79,75.02,Shortlisted,None,Partially Compliant,2025-05-03,,7.0,9,0.1126,No,120,Senior Manager,,2867885.52,7.917267911028755
RFQ01839,VEN01072,Vendor 1072,Ventilation Systems,Ventilation Systems - Grade C,456,Cubic Meter,2025-07-24,2025-08-06,2025-08-09,True,3096.49,1411998.89,5,70599.94,1482598.84,117,Door Delivery,Cash on Delivery,6,57.93,47.54,53.77,Rejected,Late Submission,Non-Compliant,,,,7,0.4868,No,90,Regional Manager,,4332.14,-28.522854755386497
RFQ01840,VEN00712,Vendor 712,Lighting Fixtures,Lighting Fixtures - Grade A,2159,Units,2025-02-21,2025-03-06,2025-02-23,False,139.1,300312.77,12,36037.53,336350.3,61,Ex-Works,"Advance 30%, Balance 70%",18,58.83,64.93,61.27,Under Evaluation,None,Non-Compliant,2025-03-01,,,11,0.1988,No,45,Director,Fast delivery timeline,4422.845,-96.85496552558364
RFQ01841,VEN01182,Vendor 1182,Gypsum Boards,Gypsum Boards - Grade C,3253,Loads,2025-02-15,2025-03-02,2025-02-27,False,4925.73,16023403.5,12,1922808.42,17946211.92,144,Ex-Works,"Advance 30%, Balance 70%",0,55.18,91.43,69.68,Under Evaluation,None,Non-Compliant,2025-03-01,,,12,0.0586,No,90,Senior Manager,Premium quality offered,3335.015,47.69738666842577
RFQ01842,VEN01255,Vendor 1255,Electrical Cables,Electrical Cables - Grade Standard,7050,Cubic Meter,2024-10-24,2024-11-03,2024-11-02,False,9809.59,69157635.74,5,3457881.79,72615517.52,40,FOB,Progress Payment,0,75.44,40.64,61.52,Negotiation,None,Partially Compliant,2024-11-12,,,3,0.1782,No,120,Business Development Head,,5397.135,81.75550546725253
RFQ01843,VEN00074,Vendor 74,Gypsum Boards,Gypsum Boards - Grade B,5032,Nos,2025-08-12,2025-08-25,2025-08-23,False,2868.87,14436136.52,5,721806.83,15157943.34,53,FOB,Net 60 days,36,54.35,60.31,56.73,Rejected,Poor Quality,Non-Compliant,,,,8,0.1438,No,120,Business Development Head,Price negotiable,3335.015,-13.977298452930498
RFQ01844,VEN01172,Vendor 1172,Insulation Material,Insulation Material - Grade Standard,226,Square Meter,2024-10-22,2024-10-30,2024-10-25,False,3282.35,741810.97,18,133525.98,875336.95,50,Ex-Factory,Progress Payment,6,74.54,75.74,75.02,Shortlisted,None,Partially Compliant,2024-11-02,,9.0,13,0.0445,No,90,Sales Manager,Delivery timeline tight,3726.55,-11.919872267915371
RFQ01845,VEN01631,Vendor 1631,Gypsum Boards,Gypsum Boards - Grade C,5409,Bundles,2025-09-09,2025-09-27,2025-09-15,False,1777.78,9616005.86,18,1730881.05,11346886.91,92,DAP,30-60-90 days,24,95.92,43.08,74.78,Negotiation,None,Fully Compliant,2025-09-22,,,4,0.3469,No,60,Regional Manager,Established vendor,3335.015,-46.69349313271454
RFQ01846,VEN00966,Vendor 966,Reinforcement Steel,Reinforcement Steel - Grade C,88,Cubic Meter,2025-02-17,2025-03-15,2025-03-06,False,3225.41,283836.23,12,34060.35,317896.58,162,Door Delivery,Against Delivery,48,81.44,42.23,65.75,Under Evaluation,None,Fully Compliant,2025-03-18,,,8,0.2428,No,120,Account Manager,Meets all specifications,5155.35,-37.43567362060772
RFQ01847,VEN01379,Vendor 1379,Lighting Fixtures,Lighting Fixtures - Grade Standard,541,Sets,2024-08-16,2024-08-24,2024-08-18,False,5337.32,2887491.93,0,0.0,2887491.93,118,DDP,"Advance 30%, Balance 70%",12,55.72,99.0,73.03,Shortlisted,None,Non-Compliant,2024-08-24,,1.0,13,0.226,No,30,Director,Delivery timeline tight,4422.845,20.676171107058906
RFQ01848,VEN01323,Vendor 1323,Ventilation Systems,Ventilation Systems - Grade Premium,156,Sets,2025-11-10,2025-11-29,2025-11-21,False,3709.51,578683.44,0,0.0,578683.44,88,DAP,30-60-90 days,6,81.2,61.76,73.42,Negotiation,None,Fully Compliant,2025-12-03,,,13,0.3235,No,45,Business Development Head,Partial compliance issues,4332.14,-14.372342537406457
RFQ01849,VEN00867,Vendor 867,Wiring,Wiring - Grade Standard,1361,Nos,2025-12-14,2026-01-13,2025-12-17,False,4987.53,6788021.71,0,0.0,6788021.71,30,Door Delivery,Net 60 days,12,63.69,89.07,73.84,Shortlisted,None,Partially Compliant,2025-12-24,,5.0,13,0.0241,No,120,Regional Manager,Delivery timeline tight,4583.610000000001,8.8122680594553
RFQ01850,VEN00247,Vendor 247,Street Lights,Street Lights - Grade Standard,834,Kg,2024-10-03,2024-10-29,2024-10-13,False,8827.74,7362331.71,28,2061452.88,9423784.59,80,FCA,30-60-90 days,24,76.69,71.89,74.77,Shortlisted,None,Partially Compliant,2024-10-19,,10.0,11,0.0148,No,30,Regional Manager,Competitive pricing,5569.405000000001,58.504184917419344
RFQ01851,VEN01958,Vendor 1958,Cement,Cement - Grade Premium,85,Liters,2025-06-28,2025-07-11,2025-07-06,False,5625.0,478124.74,18,86062.45,564187.19,39,FOB,Bank Guarantee,36,50.15,56.92,52.85,Rejected,Non-Compliant,Non-Compliant,,,,16,0.3556,No,120,Sales Manager,,3749.62,50.01520154042277
RFQ01852,VEN00917,Vendor 917,Structural Steel,Structural Steel - Grade A,726,Quintal,2025-12-19,2026-01-05,2025-12-20,False,5346.96,3881891.66,18,698740.5,4580632.15,68,Door Delivery,Net 90 days,18,54.25,80.46,64.74,Rejected,Missing Documents,Non-Compliant,,,,15,0.2199,No,60,Director,Established vendor,5883.03,-9.112141192548732
RFQ01853,VEN00524,Vendor 524,Escalators,Escalators - Grade Standard,9236,Truckloads,2025-09-01,2025-09-08,2025-09-08,False,3580033.57,33065190009.86,18,5951734201.77,39016924211.64,50,FOB,Net 45 days,60,51.99,76.31,61.72,Under Evaluation,None,Non-Compliant,2025-09-20,,,19,0.0362,No,90,Business Development Head,,2867885.52,24.83181581111368
RFQ01854,VEN01472,Vendor 1472,Tiles,Tiles - Grade C,5695,Quintal,2025-07-21,2025-08-20,2025-08-04,False,93.86,534519.3,0,0.0,534519.3,74,DAP,Net 60 days,24,69.45,81.52,74.28,Under Evaluation,None,Partially Compliant,2025-08-06,,,4,0.0762,No,45,Director,Partial compliance issues,260.9,-64.02453047144499
RFQ01855,VEN00647,Vendor 647,Sanitary Ware,Sanitary Ware - Grade A,7867,Bags,2024-10-12,2024-11-06,2024-10-24,False,974.63,7667437.03,12,920092.44,8587529.48,25,CIF,Against Delivery,24,51.4,77.57,61.87,Shortlisted,None,Non-Compliant,2024-10-31,,5.0,12,0.0934,No,120,Senior Manager,,6706.465,-85.46730654674258
RFQ01856,VEN01523,Vendor 1523,Generators,Generators - Grade B,9519,Sets,2025-05-29,2025-06-23,2025-06-24,True,2588066.41,24635804134.52,18,4434444744.21,29070248878.73,82,DAP,Net 60 days,0,98.37,64.81,84.95,Under Evaluation,None,Fully Compliant,2025-07-08,,,13,0.1442,No,120,Senior Manager,,3172694.88,-18.42687343448544
RFQ01857,VEN01887,Vendor 1887,Transformers,Transformers - Grade Standard,18,Loads,2024-10-15,2024-11-08,2024-10-23,False,88402.17,1591239.08,28,445546.94,2036786.03,20,Ex-Works,Net 60 days,60,55.99,63.29,58.91,Rejected,Poor Quality,Non-Compliant,,,,10,0.1074,No,90,Sales Manager,,132760.91999999998,-33.41250572834234
RFQ01858,VEN01289,Vendor 1289,Elevators,Elevators - Grade B,275,Cubic Meter,2024-10-18,2024-10-28,2024-10-23,False,5569625.57,1531647030.65,0,0.0,1531647030.65,51,DDP,Net 90 days,12,82.18,67.21,76.19,Shortlisted,None,Fully Compliant,2024-10-30,,4.0,4,0.3551,No,90,Senior Manager,Competitive pricing,3174096.675,75.47120142457541
RFQ01859,VEN01600,Vendor 1600,Escalators,Escalators - Grade A,494,Pieces,2025-09-13,2025-09-22,2025-09-18,False,3411226.1,1685145695.36,18,303326225.16,1988471920.52,161,FCA,Net 90 days,6,88.83,78.88,84.85,Accepted,None,Fully Compliant,2025-10-03,,4.0,10,0.1136,No,120,Business Development Head,,2867885.52,18.945685809662308
RFQ01860,VEN00308,Vendor 308,Excavators,Excavators - Grade Standard,4896,Kg,2024-12-15,2025-01-03,2024-12-22,False,6731.29,32956408.02,5,1647820.4,34604228.42,12,Ex-Factory,Net 30 days,6,75.59,88.04,80.57,Shortlisted,None,Partially Compliant,2025-01-04,,6.0,13,0.1468,No,30,Business Development Head,Meets all specifications,5410.12,24.420345574589845
RFQ01861,VEN00206,Vendor 206,Tiles,Tiles - Grade A,597,MT,2025-10-19,2025-11-10,2025-10-22,False,307.82,183767.27,12,22052.07,205819.35,150,Delivered to Site,30-60-90 days,48,57.53,78.02,65.73,Negotiation,None,Non-Compliant,2025-10-25,,,6,0.1457,No,45,Sales Manager,,260.9,17.983901878114228
RFQ01862,VEN01998,Vendor 1998,Generators,Generators - Grade Premium,562,Feet,2025-01-19,2025-02-14,2025-01-25,False,1224670.76,688264967.41,5,34413248.37,722678215.78,39,Ex-Factory,Net 45 days,48,99.57,89.67,95.61,Negotiation,None,Fully Compliant,2025-02-06,,,9,0.2208,No,60,Sales Manager,Additional clarifications needed,3172694.88,-61.39966790629422
RFQ01863,VEN01271,Vendor 1271,Elevators,Elevators - Grade B,6093,Square Meter,2024-10-11,2024-10-18,2024-10-16,False,5071790.62,30902420243.23,0,0.0,30902420243.23,75,Ex-Works,Net 30 days,6,86.38,61.87,76.58,Accepted,None,Fully Compliant,2024-10-31,,4.0,5,0.012,No,30,Regional Manager,Competitive pricing,3174096.675,59.786898110152876
RFQ01864,VEN01958,Vendor 1958,Scaffolding,Scaffolding - Grade C,118,Ton,2025-02-22,2025-03-19,2025-03-07,False,9570.09,1129270.23,18,203268.64,1332538.87,41,Door Delivery,30-60-90 days,36,60.53,73.71,65.8,Under Evaluation,None,Partially Compliant,2025-03-16,,,19,0.069,No,120,Business Development Head,Competitive pricing,5843.41,63.77577476165459
RFQ01865,VEN00342,Vendor 342,MCBs,MCBs - Grade B,9454,MT,2024-08-21,2024-09-10,2024-09-04,False,3775.88,35697176.77,18,6425491.82,42122668.59,66,Ex-Works,Progress Payment,6,62.82,64.72,63.58,Under Evaluation,None,Partially Compliant,2024-09-19,,,12,0.1027,No,45,Director,Additional clarifications needed,3775.88,0.0
RFQ01866,VEN01441,Vendor 1441,Scaffolding,Scaffolding - Grade A,517,Sets,2025-09-05,2025-09-29,2025-09-11,False,2513.34,1299394.25,12,155927.31,1455321.56,85,Ex-Factory,Against Delivery,24,76.79,55.76,68.38,Rejected,Insufficient Experience,Partially Compliant,,,,12,0.0904,No,60,Sales Manager,Good technical compliance,5843.41,-56.98847077305887
RFQ01867,VEN00242,Vendor 242,LED Lights,LED Lights - Grade C,69,Nos,2025-08-24,2025-09-12,2025-09-09,False,685.11,47272.65,28,13236.34,60508.99,38,Ex-Factory,LC at Sight,24,83.16,76.73,80.59,Under Evaluation,None,Fully Compliant,2025-09-14,,,14,0.0968,No,60,Account Manager,Good technical compliance,4739.14,-85.54357963681174
RFQ01868,VEN01836,Vendor 1836,MCBs,MCBs - Grade Standard,1707,Sets,2024-10-12,2024-11-08,2024-11-12,True,765.05,1305934.05,18,235068.13,1541002.18,30,DAP,LC at Sight,48,58.04,74.29,64.54,Rejected,Late Submission,Non-Compliant,,,,9,0.1689,No,120,Sales Manager,Additional clarifications needed,3775.88,-79.73849804548873
RFQ01869,VEN01950,Vendor 1950,Marble,Marble - Grade Standard,30,Truckloads,2025-06-05,2025-07-05,2025-06-20,False,164.14,4924.24,28,1378.79,6303.03,27,FCA,Net 30 days,48,75.47,66.91,72.05,Under Evaluation,None,Partially Compliant,2025-06-26,,,16,0.0399,No,120,Director,Partial compliance issues,253.56,-35.265814797286644
RFQ01870,VEN00330,Vendor 330,Sand,Sand - Grade Premium,4792,Square Meter,2025-02-23,2025-03-09,2025-03-09,False,1596.36,7649741.85,12,917969.02,8567710.87,18,DAP,30-60-90 days,60,67.15,59.51,64.09,Under Evaluation,None,Partially Compliant,2025-03-15,,,15,0.6499,Yes,120,Director,Premium quality offered,5310.355,-69.93873290957008
RFQ01871,VEN00684,Vendor 684,Cement,Cement - Grade A,5601,Truckloads,2024-08-10,2024-08-26,2024-08-17,False,1238.34,6935921.03,12,832310.52,7768231.56,37,FOB,30-60-90 days,12,82.69,45.56,67.84,Rejected,High Price,Fully Compliant,,,,8,0.6435,No,30,Senior Manager,Additional clarifications needed,3749.62,-66.97425339101028
RFQ01872,VEN00899,Vendor 899,Concrete,Concrete - Grade Premium,6301,Square Meter,2024-12-15,2025-01-13,2024-12-25,False,1049.52,6613011.2,0,0.0,6613011.2,151,DDP,"Advance 30%, Balance 70%",24,79.02,52.29,68.32,Under Evaluation,None,Partially Compliant,2025-01-09,,,14,0.6182,Yes,45,Sales Manager,,3375.25,-68.90541441374714
RFQ01873,VEN00681,Vendor 681,Marble,Marble - Grade A,182,Units,2025-04-17,2025-05-06,2025-04-25,False,264.56,48150.41,12,5778.05,53928.46,39,CIF,"Advance 20%, Balance 80%",12,59.17,61.48,60.1,Rejected,Technical Issues,Non-Compliant,,,,18,0.0542,No,60,Director,Established vendor,253.56,4.338223694589051
RFQ01874,VEN00334,Vendor 334,TMT Bars,TMT Bars - Grade Premium,898,Meters,2025-02-16,2025-02-23,2025-02-23,False,7160.95,6430531.12,12,771663.73,7202194.86,41,Delivered to Site,Net 30 days,60,57.95,89.78,70.68,Negotiation,None,Non-Compliant,2025-03-09,,,9,0.2883,No,120,Business Development Head,Delivery timeline tight,3136.985,128.27492002671352
RFQ01875,VEN01299,Vendor 1299,Waterproofing Membrane,Waterproofing Membrane - Grade Premium,59,MT,2024-11-23,2024-12-20,2024-12-18,False,10145.79,598601.47,28,167608.41,766209.88,39,FOB,"Advance 30%, Balance 70%",12,83.01,62.4,74.77,Negotiation,None,Fully Compliant,2024-12-24,,,6,0.1297,No,45,Account Manager,Price negotiable,6534.49,55.26521580108014
RFQ01876,VEN01307,Vendor 1307,Paint,Paint - Grade Premium,43,Meters,2025-11-13,2025-11-25,2025-11-18,False,350.76,15082.65,18,2714.88,17797.52,167,Ex-Factory,Cash on Delivery,6,52.36,88.94,66.99,Under Evaluation,None,Non-Compliant,2025-11-21,,,14,0.2317,No,30,Account Manager,Premium quality offered,264.31,32.70780522870871
RFQ01877,VEN00350,Vendor 350,Electrical Cables,Electrical Cables - Grade Standard,644,Quintal,2025-02-26,2025-03-20,2025-03-25,True,171.78,110625.94,28,30975.26,141601.2,86,CIF,"Advance 30%, Balance 70%",48,80.49,76.6,78.94,Rejected,Late Submission,Fully Compliant,,,,6,0.2805,No,45,Senior Manager,Additional clarifications needed,5397.135,-96.8172002367923
RFQ01878,VEN00070,Vendor 70,LED Lights,LED Lights - Grade A,768,Loads,2024-11-19,2024-12-18,2024-11-20,False,8820.31,6773998.65,28,1896719.62,8670718.27,16,DAP,Net 45 days,36,82.72,64.31,75.36,Shortlisted,None,Fully Compliant,2024-11-30,,5.0,7,0.1402,No,90,Senior Manager,Price negotiable,4739.14,86.11625738003094
RFQ01879,VEN00570,Vendor 570,TMT Bars,TMT Bars - Grade Premium,2821,Feet,2024-10-12,2024-11-05,2024-10-26,False,2019.09,5695865.59,18,1025255.81,6721121.4,16,CIF,LC at Sight,36,79.38,67.43,74.6,Under Evaluation,None,Partially Compliant,2024-11-01,,,5,0.2717,No,30,Senior Manager,Premium quality offered,3136.985,-35.635968931952185
