project_id,project_name,project_type,location,client_name,contract_id,project_start_date,planned_end_date,actual_end_date,planned_duration_months,actual_duration_months,delay_months,project_status,current_phase,progress_pct,planned_budget,actual_cost,remaining_budget,budget_utilization_pct,team_size,num_vendors,num_purchase_orders,num_contracts,num_change_orders,total_milestones,achieved_milestones,open_issues,resolved_issues,risk_level,risk_score,quality_score,safety_score,stakeholder_satisfaction,resource_utilization_pct,schedule_performance_index,cost_performance_index,env_compliance_score,project_manager,sponsor,last_updated,notes,milestone_completion_pct,schedule_variance,cost_variance_pct
PROJ01519,Highway Construction - Lucknow Phase 1,Highway Construction,"Kolkata, West Bengal",Client Corporation,,2025-05-08,2027-09-25,,29,,,Mobilization,Foundation,16.59,1487970717.08,249757411.01,1238213306.07,16.79,211,32,347,9,6,29,4,18,56,Low,0.5984,83.63,98.95,66.03,97.56,0.995,1.138,87.91,Vikram Reddy,General Manager,2026-01-01,Environmental clearance pending,13.79,-0.5,13.8
PROJ01520,Office Tower - Ahmedabad Phase 1,Office Tower,"Nagpur, Maharashtra",Client Corporation,,2023-11-24,2025-09-14,2025-10-19,22,23.2,1.2,Closed,Warranty,95.64,968634715.78,990263517.39,-21628801.61,102.23,135,47,52,5,18,25,23,0,65,High,0.8662,77.56,70.43,84.28,78.72,1.003,0.877,78.2,Suresh Patel,Director - Projects,2026-01-05,Budget constraints,92.0,0.3,-12.3
PROJ01521,Infrastructure - Kochi Phase 1,Infrastructure,"Lucknow, Uttar Pradesh",Client Group,,2025-05-31,2027-05-21,,24,,,On Hold,Structural Work,35.75,1369490616.71,529348513.54,840142103.17,38.65,194,41,64,4,2,27,9,15,56,High,0.6331,63.12,76.43,31.25,73.08,0.977,0.991,75.05,Suresh Patel,Regional Head,2026-01-06,On track,33.33,-2.3,-0.9
PROJ01522,Power Plant - Pune Phase 1,Power Plant,"Nagpur, Maharashtra",Client Group,,2024-10-18,2027-02-05,,28,,,Cancelled,Structural Work,35.45,49830191099.14,16954156504.98,32876034594.16,34.02,650,9,359,2,5,21,7,10,67,Critical,0.9788,71.42,97.54,56.85,94.87,1.066,0.992,98.1,Rajesh Sharma,Regional Head,2026-01-05,Weather delays,33.33,6.6,-0.8
PROJ01523,Power Plant - Delhi NCR Phase 2,Power Plant,"Indore, Madhya Pradesh",Client Developers,CONT01975,2025-03-24,2027-01-13,,22,,,In Progress,Structural Work,57.69,47596641026.61,28524018748.35,19072622278.26,59.93,943,21,224,9,8,13,7,14,81,Medium,0.1208,87.88,97.59,62.13,90.26,1.016,1.053,72.56,Neha Gupta,General Manager,2026-01-05,Weather delays,53.85,1.6,5.3
PROJ01524,Power Plant - Jaipur Phase 3,Power Plant,"Hyderabad, Telangana",Client Pvt Ltd,CONT00660,2024-08-15,2027-03-03,,31,,,Delayed,Foundation,36.01,48485771451.24,16877038232.95,31608733218.29,34.81,428,31,288,5,3,17,6,9,67,Critical,0.6245,63.01,93.91,42.75,75.3,0.623,1.05,77.79,Amit Kumar,Managing Director,2026-01-07,Quality issues resolved,35.29,-37.7,5.0
PROJ01525,IT Park - Indore Phase 2,IT Park,"Hyderabad, Telangana",Client Pvt Ltd,,2023-06-23,2025-06-12,,24,,,Delayed,Warranty,89.54,1406189742.96,1313562659.18,92627083.78,93.41,135,13,354,7,10,13,11,10,35,Critical,0.8958,85.62,74.55,52.18,85.79,0.867,1.06,96.56,Rajesh Sharma,General Manager,2025-12-31,Weather delays,84.62,-13.3,6.0
PROJ01526,Data Center - Visakhapatnam Phase 3,Data Center,"Ahmedabad, Gujarat",Client Group,CONT00530,2025-12-08,2027-08-30,,21,,,Design,Pre-Construction,6.38,1766342491.87,114750002.63,1651592489.24,6.5,105,25,459,1,8,24,1,13,16,Low,0.2955,63.08,68.93,74.71,65.03,0.945,1.017,80.37,Suresh Patel,General Manager,2026-01-01,Environmental clearance pending,4.17,-5.5,1.7
PROJ01527,Warehouse - Mumbai Phase 3,Warehouse,"Chennai, Tamil Nadu",Client Pvt Ltd,CONT00729,2025-09-02,2027-05-25,,21,,,Mobilization,Foundation,13.93,206824109.07,29576861.9,177247247.16,14.3,185,25,132,9,6,16,2,15,75,Medium,0.193,63.48,72.35,71.62,97.34,0.984,1.087,80.94,Suresh Patel,CEO,2026-01-06,Environmental clearance pending,12.5,-1.6,8.7
PROJ01528,Office Tower - Visakhapatnam Phase 2,Office Tower,"Ahmedabad, Gujarat",Client Corporation,CONT01049,2023-10-27,2026-03-15,,29,,,Near Completion,Finishing Work,93.34,4947127969.67,4543759220.73,403368748.94,91.85,197,31,150,7,30,20,18,6,57,Low,0.1883,74.92,67.69,78.43,83.88,0.933,1.145,88.16,Suresh Patel,Regional Head,2026-01-02,On track,90.0,-6.7,14.5
PROJ01529,Shopping Mall - Lucknow Phase 3,Shopping Mall,"Surat, Gujarat",Client Infrastructure Ltd,CONT01595,2025-04-18,2027-07-07,,27,,,Delayed,Structural Work,37.06,3230329808.46,1268715671.6,1961614136.86,39.28,200,14,316,6,9,28,10,10,38,Critical,0.8083,68.3,80.63,38.18,88.19,0.679,1.132,80.69,Rajesh Sharma,CEO,2026-01-03,On track,35.71,-32.1,13.2
PROJ01530,Sports Complex - Ahmedabad Phase 2,Sports Complex,"Kochi, Kerala",Client Developers,,2025-03-20,2026-11-10,,20,,,Delayed,Structural Work,37.85,1902106027.89,723932877.01,1178173150.88,38.06,191,49,298,8,3,29,10,6,67,High,0.6603,67.54,81.17,45.21,79.54,0.623,1.079,87.48,Arun Mehta,General Manager,2026-01-01,,34.48,-37.7,7.9
PROJ01531,Wind Farm - Indore Phase 1,Wind Farm,"Jaipur, Rajasthan",Client Group,,2025-01-24,2027-01-14,,24,,,In Progress,Structural Work,58.52,788848842.53,441431449.81,347417392.72,55.96,50,50,429,2,9,10,5,9,21,Low,0.1249,64.59,70.3,51.84,60.17,0.996,1.021,71.92,Suresh Patel,General Manager,2026-01-06,Resource shortage,50.0,-0.4,2.1
PROJ01532,Office Tower - Chennai Phase 3,Office Tower,"Kochi, Kerala",Client Developers,,2025-09-16,2028-02-03,,29,,,Mobilization,Foundation,16.44,2768081816.62,479708303.27,2288373513.35,17.33,27,21,363,8,4,16,2,12,27,Low,0.34,83.1,75.97,82.49,68.43,1.086,1.105,95.53,Neha Gupta,VP - Infrastructure,2026-01-03,Quality issues resolved,12.5,8.6,10.5
PROJ01533,Solar Farm - Delhi NCR Phase 3,Solar Farm,"Visakhapatnam, Andhra Pradesh",Client Pvt Ltd,CONT00596,2024-11-23,2026-11-13,,24,,,In Progress,Foundation,38.84,323267445.73,134237159.77,189030285.96,41.53,123,47,444,5,10,25,9,15,41,Medium,0.5289,67.89,85.36,57.05,87.31,1.035,1.075,75.83,Anita Desai,Director - Projects,2026-01-03,,36.0,3.5,7.5
PROJ01534,Warehouse - Hyderabad Phase 3,Warehouse,"Lucknow, Uttar Pradesh",Client Pvt Ltd,CONT01441,2023-06-22,2024-07-16,,13,,,Delayed,Warranty,97.27,289757545.95,303708800.97,-13951255.01,104.81,60,10,460,7,7,26,25,8,58,High,0.8654,79.95,84.91,68.46,64.54,0.625,0.901,70.82,Arun Mehta,Regional Head,2026-01-07,Budget constraints,96.15,-37.5,-9.9
PROJ01535,Airport Development - Visakhapatnam Phase 3,Airport Development,"Surat, Gujarat",Client Corporation,CONT01183,2023-04-30,2025-04-19,,24,,,Delayed,Testing & Commissioning,96.97,21014517994.51,21216970984.22,-202452989.71,100.96,524,20,450,6,26,15,14,3,54,Critical,0.6929,79.78,96.62,54.23,80.93,0.675,0.945,91.04,Anita Desai,Managing Director,2026-01-05,Resource shortage,93.33,-32.5,-5.5
PROJ01536,Residential Building - Lucknow Phase 1,Residential Building,"Hyderabad, Telangana",Client Infrastructure Ltd,CONT01983,2025-03-18,2026-03-13,,12,,,In Progress,Structural Work,74.25,243075950.42,180135535.18,62940415.24,74.11,175,7,357,1,17,28,20,11,40,Medium,0.1956,80.25,91.85,54.85,98.03,1.046,1.126,72.69,Vikram Reddy,VP - Infrastructure,2026-01-01,Vendor performance issues,71.43,4.6,12.6
PROJ01537,Airport Development - Hyderabad Phase 1,Airport Development,"Visakhapatnam, Andhra Pradesh",Client Infrastructure Ltd,,2023-11-12,2027-06-24,,44,,,In Progress,Structural Work,46.21,13010228024.06,5981559049.17,7028668974.89,45.98,598,30,316,10,5,13,6,7,13,Medium,0.4522,67.06,84.51,69.17,99.28,1.025,1.131,97.74,Rajesh Sharma,Director - Projects,2026-01-02,,46.15,2.5,13.1
PROJ01538,Power Plant - Chennai Phase 2,Power Plant,"Surat, Gujarat",Client Group,CONT00290,2025-12-29,2028-08-15,,32,,,Approval Pending,Pre-Construction,0.57,37751663975.89,226513506.84,37525150469.05,0.6,677,5,146,3,0,30,0,11,54,Very Low,0.1513,79.55,80.97,71.54,83.88,1.099,0.998,72.23,Anita Desai,Regional Head,2026-01-04,Budget constraints,0.0,9.9,-0.2
PROJ01539,Residential Building - Nagpur Phase 2,Residential Building,Delhi NCR,Client Pvt Ltd,CONT00997,2025-04-13,2026-12-04,,20,,,In Progress,Foundation,59.62,1774540467.82,1077075856.37,697464611.45,60.7,172,26,468,8,19,29,17,4,92,Low,0.5968,86.54,69.0,65.1,77.05,1.082,1.081,76.35,Amit Kumar,Managing Director,2026-01-07,Budget constraints,58.62,8.2,8.1
PROJ01540,Bridge Construction - Pune Phase 1,Bridge Construction,"Kolkata, West Bengal",Client Developers,CONT01712,2023-01-12,2025-11-27,,35,,,Near Completion,Finishing Work,94.89,1887885672.45,1757728960.97,130156711.48,93.11,97,28,345,6,16,15,14,6,30,Medium,0.1885,78.68,77.86,63.93,83.92,1.031,1.119,70.99,Rajesh Sharma,General Manager,2026-01-03,Resource shortage,93.33,3.1,11.9
PROJ01541,Industrial Facility - Indore Phase 2,Industrial Facility,"Kolkata, West Bengal",Client Group,CONT01559,2023-07-22,2026-02-06,,31,,,Near Completion,Testing & Commissioning,97.61,9811723466.26,9350152042.1,461571424.17,95.3,313,23,444,9,23,25,24,5,94,Low,0.3717,87.29,99.83,65.29,79.44,0.851,0.974,82.21,Vikram Reddy,Regional Head,2026-01-02,On track,96.0,-14.9,-2.6
PROJ01542,Water Treatment Plant - Kolkata Phase 3,Water Treatment Plant,"Nagpur, Maharashtra",Client Infrastructure Ltd,CONT00574,2024-02-16,2025-03-12,2025-05-03,13,14.7,1.7,Completed,Handover,93.79,1759661248.29,2042658510.63,-282997262.34,116.08,125,37,283,1,24,22,20,0,15,Critical,0.8618,82.74,78.23,84.41,76.29,0.851,0.938,81.69,Amit Kumar,CEO,2026-01-05,Stakeholder concerns,90.91,-14.9,-6.2
PROJ01543,Wind Farm - Mumbai Phase 3,Wind Farm,"Chennai, Tamil Nadu",Client Pvt Ltd,CONT01563,2023-05-31,2024-10-22,2024-12-29,17,19.3,2.3,Completed,Warranty,94.59,442978912.86,440186071.59,2792841.27,99.37,67,19,337,1,17,20,18,0,73,Very Low,0.3904,90.16,74.86,88.0,98.25,0.869,1.124,85.34,Neha Gupta,VP - Infrastructure,2026-01-03,Environmental clearance pending,90.0,-13.1,12.4
PROJ01544,Hotel & Resort - Lucknow Phase 1,Hotel & Resort,"Pune, Maharashtra",Client Pvt Ltd,,2024-03-04,2025-06-27,2025-08-20,16,17.8,1.8,Closed,Warranty,93.97,524847657.27,581539741.58,-56692084.31,110.8,78,26,306,5,25,14,13,0,86,High,0.73,80.42,98.04,96.89,82.0,0.945,0.87,72.38,Vikram Reddy,VP - Infrastructure,2026-01-07,Environmental clearance pending,92.86,-5.5,-13.0
PROJ01545,Data Center - Mumbai Phase 1,Data Center,"Surat, Gujarat",Client Pvt Ltd,CONT00619,2023-06-15,2025-07-04,2025-08-30,25,26.9,1.9,Completed,Testing & Commissioning,86.19,498905544.02,580053848.1,-81148304.08,116.27,164,39,362,2,24,30,25,0,91,High,0.6944,70.09,88.54,90.05,78.09,0.98,0.767,70.84,Rajesh Sharma,General Manager,2026-01-02,Environmental clearance pending,83.33,-2.0,-23.3
PROJ01546,Hotel & Resort - Pune Phase 3,Hotel & Resort,"Hyderabad, Telangana",Client Group,CONT00596,2024-01-05,2025-09-26,,21,,,Delayed,Handover,87.52,669406586.96,558041464.02,111365122.94,83.36,150,23,466,2,6,20,17,8,80,High,0.7636,87.79,79.25,40.86,73.16,0.812,1.012,80.04,Arun Mehta,VP - Infrastructure,2026-01-06,Environmental clearance pending,85.0,-18.8,1.2
PROJ01547,Commercial Complex - Jaipur Phase 1,Commercial Complex,"Kolkata, West Bengal",Client Group,CONT01555,2023-05-28,2024-05-22,2024-05-07,12,11.5,-0.5,Closed,Warranty,99.93,1729469064.59,1816773918.84,-87304854.25,105.05,191,32,350,5,13,20,19,0,36,High,0.6634,80.95,68.52,92.69,99.13,1.007,0.847,80.93,Neha Gupta,General Manager,2026-01-05,Vendor performance issues,95.0,0.7,-15.3
PROJ01548,Office Tower - Nagpur Phase 1,Office Tower,"Nagpur, Maharashtra",Client Developers,CONT01734,2025-04-12,2026-12-03,,20,,,Delayed,Foundation,54.62,3527690835.46,2087999919.38,1439690916.08,59.19,173,6,272,1,16,29,15,5,94,High,0.7492,63.73,65.38,58.47,90.51,0.678,1.149,91.25,Priya Singh,Director - Projects,2026-01-01,Environmental clearance pending,51.72,-32.2,14.9
PROJ01549,Infrastructure - Pune Phase 2,Infrastructure,"Hyderabad, Telangana",Client Group,CONT01804,2024-12-04,2026-07-27,,20,,,Delayed,Finishing Work,79.81,1005645833.77,830783297.97,174862535.8,82.61,151,49,419,5,20,12,9,2,24,High,0.6728,76.22,81.57,58.27,64.8,0.669,1.109,88.3,Rajesh Sharma,Regional Head,2026-01-05,Awaiting approvals,75.0,-33.1,10.9
PROJ01550,Metro Rail - Delhi NCR Phase 2,Metro Rail,"Hyderabad, Telangana",Client Corporation,CONT01290,2023-07-16,2025-07-05,,24,,,Delayed,Handover,98.17,11504816018.31,11582616041.92,-77800023.61,100.68,990,43,263,4,21,11,10,1,34,High,0.8237,74.56,93.45,55.84,93.22,0.881,0.745,71.63,Priya Singh,VP - Infrastructure,2026-01-03,Stakeholder concerns,90.91,-11.9,-25.5
PROJ01551,Power Plant - Lucknow Phase 3,Power Plant,"Hyderabad, Telangana",Client Group,,2023-04-07,2026-01-21,,34,,,Near Completion,Testing & Commissioning,98.81,26411491893.33,27935400058.33,-1523908165.0,105.77,235,23,122,6,10,11,10,2,45,High,0.6045,83.45,87.12,67.89,88.26,0.985,0.895,94.88,Rajesh Sharma,Managing Director,2026-01-04,,90.91,-1.5,-10.5
PROJ01552,Infrastructure - Hyderabad Phase 2,Infrastructure,"Kolkata, West Bengal",Client Group,CONT00072,2024-10-04,2025-09-29,2025-10-16,12,12.6,0.6,Closed,Warranty,95.01,1633008683.58,1588460633.68,44548049.9,97.27,77,19,175,6,7,25,23,0,52,Medium,0.1576,82.26,70.72,66.49,84.65,0.961,1.15,82.12,Priya Singh,General Manager,2026-01-06,Minor delays expected,92.0,-3.9,15.0
PROJ01553,Water Treatment Plant - Kolkata Phase 1,Water Treatment Plant,"Lucknow, Uttar Pradesh",Client Pvt Ltd,CONT00090,2023-02-19,2024-04-14,2024-06-29,14,16.5,2.5,Completed,Testing & Commissioning,89.02,817234288.32,834493922.51,-17259634.19,102.11,182,45,222,4,28,17,15,0,15,Critical,0.6457,87.25,69.07,87.84,70.83,1.035,0.794,97.57,Rajesh Sharma,Director - Projects,2026-01-02,On track,88.24,3.5,-20.6
PROJ01554,Sports Complex - Bangalore Phase 3,Sports Complex,Delhi NCR,Client Infrastructure Ltd,CONT01927,2024-07-30,2025-12-22,2026-03-18,17,19.9,2.9,Completed,Handover,99.11,934437984.73,969900090.02,-35462105.29,103.8,139,14,387,1,8,28,27,0,56,Critical,0.7468,93.61,75.73,65.02,70.29,0.85,0.766,81.53,Neha Gupta,VP - Infrastructure,2026-01-06,Resource shortage,96.43,-15.0,-23.4
PROJ01555,Power Plant - Chennai Phase 2,Power Plant,"Ahmedabad, Gujarat",Client Group,CONT01059,2025-08-20,2027-11-08,,27,,,Mobilization,Pre-Construction,16.34,28022821799.14,4701250068.15,23321571730.99,16.78,882,30,202,7,4,19,3,11,20,Low,0.5323,86.54,86.36,81.33,66.21,0.909,1.069,76.71,Arun Mehta,General Manager,2026-01-01,Environmental clearance pending,15.79,-9.1,6.9
PROJ01556,IT Park - Kolkata Phase 2,IT Park,"Chennai, Tamil Nadu",Client Infrastructure Ltd,CONT00440,2023-04-14,2024-11-04,,19,,,Cancelled,Testing & Commissioning,36.89,1997410330.09,727796735.3,1269613594.78,36.44,58,15,181,2,3,13,4,14,96,Critical,0.8328,69.52,91.69,77.85,67.44,0.969,0.986,99.24,Suresh Patel,CEO,2025-12-31,Budget constraints,30.77,-3.1,-1.4
PROJ01557,Commercial Complex - Kolkata Phase 2,Commercial Complex,"Visakhapatnam, Andhra Pradesh",Client Pvt Ltd,CONT00708,2024-10-20,2026-05-13,,19,,,In Progress,Finishing Work,61.56,406270423.13,259939693.45,146330729.68,63.98,174,40,389,9,5,24,14,11,53,Low,0.569,66.29,98.46,55.58,74.63,1.021,1.059,93.56,Suresh Patel,Regional Head,2026-01-05,Quality issues resolved,58.33,2.1,5.9
PROJ01558,Airport Development - Bangalore Phase 1,Airport Development,"Surat, Gujarat",Client Infrastructure Ltd,CONT01579,2023-12-12,2026-05-30,,30,,,Near Completion,Structural Work,76.7,27833003143.79,22541657852.13,5291345291.66,80.99,792,38,413,2,10,27,20,10,25,Medium,0.1612,62.99,98.4,71.71,69.41,0.884,1.079,82.35,Arun Mehta,Regional Head,2026-01-04,Awaiting approvals,74.07,-11.6,7.9
PROJ01559,Manufacturing Unit - Visakhapatnam Phase 3,Manufacturing Unit,"Nagpur, Maharashtra",Client Group,CONT01661,2024-04-14,2025-07-08,2025-06-28,15,14.7,-0.3,Completed,Handover,93.46,1232000565.12,1209706971.44,22293593.68,98.19,23,22,75,10,25,24,22,0,13,Medium,0.5717,75.56,70.19,91.01,69.0,0.925,0.994,78.8,Rajesh Sharma,Regional Head,2026-01-04,On track,91.67,-7.5,-0.6
PROJ01560,Manufacturing Unit - Surat Phase 3,Manufacturing Unit,"Indore, Madhya Pradesh",Client Developers,CONT00350,2024-04-20,2025-08-13,2025-07-24,16,15.3,-0.7,Closed,Warranty,88.59,1023285424.9,1201234216.96,-177948792.06,117.39,41,15,237,8,8,15,13,0,74,Critical,0.8804,99.54,66.74,72.13,99.86,0.908,0.856,75.29,Priya Singh,Managing Director,2026-01-07,Vendor performance issues,86.67,-9.2,-14.4
PROJ01561,Water Treatment Plant - Jaipur Phase 3,Water Treatment Plant,"Lucknow, Uttar Pradesh",Client Pvt Ltd,CONT01672,2024-11-01,2025-11-26,2025-12-18,13,13.7,0.7,Completed,Warranty,91.95,909833902.65,945835417.15,-36001514.5,103.96,34,11,500,9,19,14,12,0,59,High,0.6158,78.28,99.07,90.06,68.89,0.928,0.785,84.14,Amit Kumar,Director - Projects,2026-01-06,On track,85.71,-7.2,-21.5
PROJ01562,Commercial Complex - Mumbai Phase 1,Commercial Complex,"Ahmedabad, Gujarat",Client Developers,CONT00715,2023-05-17,2024-09-08,,16,,,Cancelled,Warranty,49.69,549872811.46,270621691.9,279251119.56,49.22,135,45,468,2,1,13,6,11,39,Critical,0.949,76.4,93.07,62.81,66.96,1.051,1.057,75.76,Amit Kumar,VP - Infrastructure,2026-01-04,Vendor performance issues,46.15,5.1,5.7
PROJ01563,Highway Construction - Pune Phase 1,Highway Construction,Delhi NCR,Client Corporation,CONT01068,2025-11-03,2028-11-17,,37,,,Planning,Pre-Construction,0.53,3092275947.08,15547010.83,3076728936.25,0.5,118,29,450,8,2,22,0,18,30,Medium,0.2474,81.68,71.1,62.27,73.47,1.054,1.091,78.36,Vikram Reddy,CEO,2026-01-01,Awaiting approvals,0.0,5.4,9.1
PROJ01564,Industrial Facility - Ahmedabad Phase 3,Industrial Facility,Delhi NCR,Client Group,CONT01842,2025-09-19,2027-09-09,,24,,,Cancelled,Foundation,46.27,9004356991.79,4057180447.43,4947176544.36,45.06,204,33,131,5,2,12,5,11,99,Critical,0.8874,73.56,78.44,79.58,79.72,1.011,1.068,78.32,Arun Mehta,Managing Director,2026-01-02,Weather delays,41.67,1.1,6.8
PROJ01565,Bridge Construction - Indore Phase 1,Bridge Construction,"Chennai, Tamil Nadu",Client Corporation,CONT00738,2023-08-16,2026-11-28,,40,,,In Progress,MEP Installation,68.67,1473388659.8,1002428260.37,470960399.43,68.04,143,10,366,7,24,23,15,10,38,Very Low,0.4473,65.67,94.77,78.13,61.86,0.937,1.119,77.04,Rajesh Sharma,Director - Projects,2026-01-02,Budget constraints,65.22,-6.3,11.9
PROJ01566,Industrial Facility - Delhi NCR Phase 3,Industrial Facility,"Lucknow, Uttar Pradesh",Client Group,CONT00376,2024-08-02,2026-01-24,,18,,,Near Completion,Testing & Commissioning,90.23,2923087191.33,2758533214.89,164553976.44,94.37,412,8,410,9,21,18,16,5,55,Low,0.5189,60.8,93.16,58.43,72.83,1.008,1.04,92.97,Suresh Patel,Managing Director,2025-12-31,Environmental clearance pending,88.89,0.8,4.0
PROJ01567,Sports Complex - Indore Phase 3,Sports Complex,"Kolkata, West Bengal",Client Group,,2024-05-18,2025-07-12,,14,,,Delayed,Warranty,94.72,1560446342.17,1471377271.31,89069070.86,94.29,118,38,135,8,21,30,28,5,17,Critical,0.7211,67.67,99.28,65.45,94.96,0.872,1.046,75.44,Arun Mehta,General Manager,2026-01-02,Awaiting approvals,93.33,-12.8,4.6
PROJ01568,Commercial Complex - Indore Phase 3,Commercial Complex,Delhi NCR,Client Group,CONT01113,2023-10-02,2025-04-24,,19,,,Delayed,Warranty,96.67,596924623.91,557546003.64,39378620.27,93.4,174,19,397,3,23,16,15,2,69,Critical,0.7238,62.13,89.99,52.51,77.56,0.632,1.125,91.72,Vikram Reddy,VP - Infrastructure,2026-01-02,Environmental clearance pending,93.75,-36.8,12.5
PROJ01569,Warehouse - Ahmedabad Phase 1,Warehouse,"Pune, Maharashtra",Client Pvt Ltd,CONT01146,2023-04-17,2024-09-08,2024-08-19,17,16.3,-0.7,Closed,Testing & Commissioning,90.49,1464823315.05,1529374587.18,-64551272.13,104.41,76,48,373,1,24,11,9,0,30,High,0.6866,94.21,74.58,98.61,68.45,0.949,0.833,70.43,Anita Desai,Director - Projects,2026-01-04,Budget constraints,81.82,-5.1,-16.7
PROJ01570,Data Center - Nagpur Phase 3,Data Center,"Surat, Gujarat",Client Infrastructure Ltd,CONT00146,2025-07-03,2028-02-18,,32,,,In Progress,Pre-Construction,27.69,1904254569.43,539305735.53,1364948833.91,28.32,178,34,101,9,3,28,7,14,37,Low,0.3061,73.77,67.0,66.28,91.79,0.962,1.072,84.71,Rajesh Sharma,Managing Director,2026-01-01,On track,25.0,-3.8,7.2
PROJ01571,Industrial Facility - Mumbai Phase 1,Industrial Facility,"Ahmedabad, Gujarat",Client Infrastructure Ltd,CONT01669,2023-07-15,2026-03-31,2026-02-25,33,31.9,-1.1,Completed,Finishing Work,90.02,5622706181.84,5527492886.06,95213295.78,98.31,422,48,402,7,21,10,9,0,41,Low,0.4718,72.14,65.3,63.75,79.99,1.016,0.97,97.58,Arun Mehta,Director - Projects,2026-01-05,Budget constraints,90.0,1.6,-3.0
PROJ01572,Infrastructure - Bangalore Phase 3,Infrastructure,"Ahmedabad, Gujarat",Client Infrastructure Ltd,CONT01790,2025-10-13,2027-03-07,,17,,,Cancelled,Pre-Construction,3.83,1837476510.53,72673078.07,1764803432.47,3.96,37,29,339,4,7,11,0,15,88,Critical,0.9579,81.79,68.92,77.4,93.55,0.877,1.073,72.38,Arun Mehta,Director - Projects,2026-01-01,Awaiting approvals,0.0,-12.3,7.3
PROJ01573,Bridge Construction - Surat Phase 1,Bridge Construction,"Nagpur, Maharashtra",Client Corporation,CONT01163,2023-11-18,2027-03-02,,40,,,In Progress,Finishing Work,88.11,4475312278.37,4001789910.0,473522368.38,89.42,57,11,82,8,30,11,9,10,59,Very Low,0.5338,64.68,76.44,79.88,98.88,1.027,1.135,74.7,Vikram Reddy,CEO,2026-01-06,Stakeholder concerns,81.82,2.7,13.5
PROJ01574,Manufacturing Unit - Indore Phase 1,Manufacturing Unit,"Visakhapatnam, Andhra Pradesh",Client Group,CONT00540,2023-01-28,2024-01-23,2024-04-04,12,14.4,2.4,Closed,Warranty,92.0,724501274.55,866300103.14,-141798828.59,119.57,63,23,122,5,26,26,23,0,90,High,0.7257,77.35,78.12,69.09,77.71,1.039,0.911,98.85,Vikram Reddy,CEO,2026-01-05,On track,88.46,3.9,-8.9
PROJ01575,Highway Construction - Mumbai Phase 2,Highway Construction,Delhi NCR,Client Corporation,CONT01306,2025-04-15,2027-04-05,,24,,,In Progress,Foundation,53.34,4827803540.87,2729384924.57,2098418616.3,56.53,336,22,207,9,11,29,15,13,17,Very Low,0.1889,82.37,84.41,67.46,77.3,0.858,1.066,81.6,Amit Kumar,CEO,2026-01-01,Vendor performance issues,51.72,-14.2,6.6
PROJ01576,Shopping Mall - Bangalore Phase 3,Shopping Mall,"Ahmedabad, Gujarat",Client Pvt Ltd,CONT01941,2023-08-01,2025-11-18,2026-03-16,28,31.9,3.9,Completed,Handover,95.98,1656583138.29,1869773281.79,-213190143.5,112.87,51,31,202,10,13,24,23,0,62,Critical,0.8595,99.62,98.95,85.52,88.68,0.874,0.872,97.01,Vikram Reddy,Managing Director,2025-12-31,Minor delays expected,95.83,-12.6,-12.8
PROJ01577,Wind Farm - Hyderabad Phase 2,Wind Farm,"Bangalore, Karnataka",Client Developers,CONT01192,2024-10-30,2026-08-21,,22,,,In Progress,Finishing Work,87.27,508460669.05,483919464.34,24541204.71,95.17,64,34,442,7,9,19,16,8,49,Low,0.5804,67.71,90.68,72.11,73.71,0.919,0.962,96.77,Anita Desai,Managing Director,2026-01-07,On track,84.21,-8.1,-3.8
PROJ01578,Highway Construction - Lucknow Phase 1,Highway Construction,"Kochi, Kerala",Client Group,CONT00852,2024-03-09,2029-02-11,,60,,,Delayed,Structural Work,56.97,9910591885.28,5509949734.95,4400642150.34,55.6,210,13,177,5,10,25,14,6,77,Critical,0.817,66.55,78.57,50.59,86.83,0.691,1.13,74.46,Neha Gupta,CEO,2026-01-07,Awaiting approvals,56.0,-30.9,13.0
PROJ01579,Data Center - Jaipur Phase 3,Data Center,"Mumbai, Maharashtra",Client Pvt Ltd,CONT01658,2023-05-27,2025-11-12,,30,,,Near Completion,Handover,90.78,968171898.39,962948321.62,5223576.78,99.46,45,24,498,2,17,17,15,2,37,Very Low,0.5627,70.68,92.02,53.78,84.38,0.89,0.965,80.75,Rajesh Sharma,CEO,2025-12-31,Quality issues resolved,88.24,-11.0,-3.5
PROJ01580,Solar Farm - Mumbai Phase 3,Solar Farm,"Indore, Madhya Pradesh",Client Pvt Ltd,CONT01840,2023-07-03,2025-04-23,2025-08-14,22,25.8,3.8,Closed,Testing & Commissioning,90.54,1531089697.72,1745333290.49,-214243592.76,113.99,50,28,82,1,5,17,15,0,27,High,0.6186,89.33,94.92,71.8,65.53,0.853,0.794,81.91,Arun Mehta,Managing Director,2026-01-03,Budget constraints,88.24,-14.7,-20.6
PROJ01581,Office Tower - Lucknow Phase 2,Office Tower,"Lucknow, Uttar Pradesh",Client Corporation,CONT01709,2023-01-25,2024-09-16,2025-01-09,20,23.8,3.8,Closed,Testing & Commissioning,99.01,2377316402.75,2392963136.59,-15646733.83,100.66,184,11,94,5,21,18,17,0,20,High,0.6237,71.84,76.89,94.38,94.02,1.043,0.808,96.86,Anita Desai,Director - Projects,2026-01-05,Environmental clearance pending,94.44,4.3,-19.2
