contract_id,vendor_id,vendor_name,contract_type,project_name,project_type,contract_value_lakhs,duration_months,start_date,planned_end_date,actual_end_date,status,percentage_complete,delivery_status,quality_rating,payment_terms,amount_paid_rs,retention_money_rs,penalty_amount_rs,penalty_reason,num_change_orders,change_order_value_lakhs,compliance_status,risk_level,signed_date,last_inspection_date,total_value_lakhs
CONT01613,VEN00837,Vendor 837,Cost Plus,Road Construction - Phase 4,Road Construction,4420.55,12,2023-07-05,2024-06-29,,Active,95.0,Delayed,Good,Milestone Based,379805227.47,37980522.75,2501110.99,Delay in completion,3,900.19,Compliant,Medium,2023-04-24,2025-12-18,5320.74
CONT01614,VEN00690,Vendor 690,Design & Build,Shopping Mall - Phase 3,Shopping Mall,755.11,6,2024-01-15,2024-07-13,2024-10-29,Completed,100.0,Critical Delay,Average,Progress Payment,68384800.48,3775530.32,3832069.31,Delay in completion,3,60.39,Minor Issues,Medium,2023-12-08,2025-12-05,815.5
CONT01615,VEN00582,Vendor 582,Cost Plus,Airport - Phase 3,Airport,675.7,19,2023-01-14,2024-08-06,,Under Review,11.31,Not Started,Poor,"Advance 10%, Balance on completion",5448269.48,0.0,0.0,None,5,113.86,Minor Issues,Medium,2022-11-08,,789.5600000000001
CONT01616,VEN01755,Vendor 1755,Cost Plus,Stadium - Phase 2,Stadium,379.78,10,2024-06-15,2025-04-11,,In Progress,95.0,Delayed,Good,Milestone Based,32921462.0,3292146.2,748002.71,Labor shortage,4,77.61,Compliant,Medium,2024-05-27,2025-12-15,457.39
CONT01617,VEN00677,Vendor 677,Construction,Bus Terminal - Phase 2,Bus Terminal,884.16,21,2023-07-16,2025-04-06,,In Progress,95.0,Delayed,Below Average,"Advance 10%, Balance on completion",79449538.99,7944953.9,1832838.75,Delay in completion,3,68.39,Compliant,High,2023-04-19,2025-11-30,952.55
CONT01618,VEN01554,Vendor 1554,Cost Plus,Hospital - Phase 5,Hospital,3684.69,18,2024-02-16,2025-08-09,,In Execution,95.0,Delayed,Excellent,Net 45 days,349244918.91,34924491.89,9673736.01,Delay in completion,0,0.0,Compliant,Medium,2023-12-15,2025-10-16,3684.69
CONT01619,VEN00683,Vendor 683,Supply,Smart City - Phase 5,Smart City,101.38,15,2023-02-11,2024-05-06,,Under Review,20.32,Not Started,Below Average,As per milestones,1563572.47,0.0,0.0,None,1,10.8,Compliant,Medium,2022-12-31,,112.17999999999999
CONT01620,VEN00794,Vendor 794,Annual Maintenance Contract,Hospital - Phase 2,Hospital,27.49,9,2024-09-23,2025-06-20,,Terminated,31.28,Not Started,Good,30-60-90 day terms,696301.72,0.0,0.0,None,1,5.49,Compliant,Low,2024-08-08,,32.98
CONT01621,VEN00477,Vendor 477,Supply,Hotel - Phase 1,Hotel,235.49,13,2023-11-10,2024-12-04,,Signed,57.57,Not Started,Excellent,As per milestones,11574527.27,0.0,0.0,None,5,29.0,Compliant,Low,2023-10-11,,264.49
CONT01622,VEN01815,Vendor 1815,Turnkey,Sewage Treatment Plant - Phase 3,Sewage Treatment Plant,2843.94,25,2024-12-19,2027-01-08,,Awarded,72.31,Not Started,Good,Progress Payment,193013668.8,0.0,0.0,None,1,83.79,Compliant,Low,2024-09-25,,2927.73
CONT01623,VEN01874,Vendor 1874,Unit Rate,Shopping Mall - Phase 4,Shopping Mall,54.62,8,2024-05-29,2025-01-24,,Terminated,55.5,Not Started,Below Average,Letter of Credit,2642362.6,0.0,0.0,None,0,0.0,Compliant,Medium,2024-04-20,,54.62
CONT01624,VEN00914,Vendor 914,Cost Plus,School - Phase 3,School,4476.85,36,2024-08-04,2027-07-20,,Signed,37.25,Not Started,Good,Milestone Based,154167604.67,0.0,0.0,None,1,244.29,Non-Compliant,Medium,2024-05-20,,4721.14
CONT01625,VEN00863,Vendor 863,Turnkey,Solar Farm - Phase 1,Solar Farm,500.64,12,2024-04-07,2025-04-02,2025-03-22,Completed,100.0,On Time,Good,Milestone Based,46226158.26,2503184.71,0.0,None,3,33.96,Compliant,Low,2024-03-16,2025-12-27,534.6
CONT01626,VEN01318,Vendor 1318,Cost Plus,Commercial Complex - Phase 5,Commercial Complex,3953.9,25,2023-11-06,2025-11-25,,Awarded,34.99,Not Started,Good,Net 90 days,108914632.89,0.0,0.0,None,3,391.37,Compliant,Low,2023-09-10,,4345.27
CONT01627,VEN01341,Vendor 1341,Time & Material,Hospital - Phase 3,Hospital,95.84,6,2025-03-17,2025-09-13,,Awarded,40.09,Not Started,Excellent,30-60-90 day terms,2964900.87,0.0,0.0,None,3,2.21,Non-Compliant,Medium,2025-01-28,,98.05
CONT01628,VEN00956,Vendor 956,Construction,Bus Terminal - Phase 5,Bus Terminal,1280.56,35,2024-07-24,2027-06-09,,Terminated,50.94,Not Started,Average,"Advance 20%, Balance 80%",54678922.7,0.0,0.0,None,0,0.0,Compliant,Low,2024-05-06,,1280.56
CONT01629,VEN01163,Vendor 1163,Unit Rate,IT Park - Phase 4,IT Park,4974.47,14,2025-05-14,2026-07-08,,Under Review,45.17,Not Started,Average,Milestone Based,185504171.28,0.0,0.0,None,1,587.33,Compliant,Low,2025-03-21,,5561.8
CONT01630,VEN00964,Vendor 964,Turnkey,Hospital - Phase 1,Hospital,787.7,19,2023-01-27,2024-08-19,,Signed,56.83,Not Started,Good,Milestone Based,38986819.31,0.0,0.0,None,1,137.36,Minor Issues,Low,2022-11-24,,925.0600000000001
CONT01631,VEN01122,Vendor 1122,Service,Refinery - Phase 5,Refinery,43.56,5,2023-11-14,2024-04-12,,Awarded,34.02,Not Started,Average,"Advance 20%, Balance 80%",1474376.99,0.0,0.0,None,2,1.55,Minor Issues,Low,2023-10-01,,45.11
CONT01632,VEN01417,Vendor 1417,Consultancy,Residential Building - Phase 2,Residential Building,267.34,19,2024-05-02,2025-11-23,,Active,95.0,Delayed,Average,30-60-90 day terms,24750626.38,2475062.64,415938.42,Labor shortage,5,9.47,Compliant,Medium,2024-04-09,2025-12-04,276.81
CONT01633,VEN01794,Vendor 1794,Supply,Hotel - Phase 4,Hotel,377.49,15,2023-05-30,2024-08-22,,On Hold,24.92,Not Started,Average,Net 45 days,8452730.52,0.0,0.0,None,3,50.99,Compliant,Low,2023-03-18,,428.48
CONT01634,VEN00613,Vendor 613,Maintenance,Railway Station - Phase 2,Railway Station,39.46,7,2024-05-10,2024-12-06,2024-11-10,Completed,100.0,On Time,Below Average,As per milestones,3601058.0,197291.46,0.0,None,0,0.0,Minor Issues,Medium,2024-02-21,2025-10-31,39.46
CONT01635,VEN01322,Vendor 1322,Consultancy,Railway Station - Phase 3,Railway Station,29177.18,50,2023-08-14,2027-09-22,,Terminated,74.8,Not Started,Below Average,Milestone Based,2094119357.1,0.0,0.0,None,1,7088.77,Minor Issues,Medium,2023-07-21,,36265.95
CONT01636,VEN01036,Vendor 1036,Time & Material,Airport - Phase 1,Airport,56.27,6,2024-06-09,2024-12-06,,Awarded,64.07,Not Started,Good,Net 45 days,3408788.7,0.0,0.0,None,6,13.23,Minor Issues,Low,2024-04-09,,69.5
CONT01637,VEN01307,Vendor 1307,Service,Refinery - Phase 1,Refinery,642.09,16,2025-08-12,2026-12-05,,In Execution,26.91,At Risk,Below Average,Net 45 days,11389551.52,1138955.15,0.0,None,7,94.66,Compliant,Medium,2025-06-12,2025-10-26,736.75
CONT01638,VEN01720,Vendor 1720,Supply,Wind Farm - Phase 4,Wind Farm,658.75,12,2024-10-14,2025-10-09,2026-02-06,Completed,100.0,Critical Delay,Good,Letter of Credit,60854004.21,3293751.47,1800759.05,Labor shortage,4,129.15,Minor Issues,Medium,2024-09-04,2025-10-24,787.9
CONT01639,VEN00134,Vendor 134,Maintenance,Bus Terminal - Phase 4,Bus Terminal,21.44,12,2024-12-19,2025-12-14,,Terminated,74.03,Not Started,Excellent,Bank Guarantee,1399486.51,0.0,0.0,None,2,4.1,Compliant,Low,2024-11-28,,25.54
CONT01640,VEN01722,Vendor 1722,Unit Rate,IT Park - Phase 1,IT Park,56.35,5,2023-04-16,2023-09-13,,On Hold,30.66,Not Started,Poor,"Advance 10%, Balance on completion",1320085.55,0.0,0.0,None,0,0.0,Compliant,Medium,2023-02-18,,56.35
CONT01641,VEN01808,Vendor 1808,Time & Material,Solar Farm - Phase 3,Solar Farm,14.86,4,2024-02-21,2024-06-20,,On Hold,12.73,Not Started,Excellent,"Advance 10%, Balance on completion",145026.6,0.0,0.0,None,1,2.12,Compliant,Low,2024-01-25,,16.98
CONT01642,VEN01831,Vendor 1831,Construction,Warehouse - Phase 4,Warehouse,594.13,16,2024-02-23,2025-06-17,,Signed,38.47,Not Started,Average,Progress Payment,21448325.87,0.0,0.0,None,4,56.37,Minor Issues,Low,2024-01-24,,650.5
CONT01643,VEN01604,Vendor 1604,Lump Sum,IT Park - Phase 2,IT Park,188.45,19,2024-06-10,2026-01-01,,Under Review,20.69,Not Started,Good,30-60-90 day terms,3744309.74,0.0,0.0,None,2,35.57,Compliant,Low,2024-04-03,,224.01999999999998
CONT01644,VEN01991,Vendor 1991,Supply,Refinery - Phase 4,Refinery,22124.09,29,2025-11-03,2028-03-22,,Active,15.37,On Time,Good,"Advance 10%, Balance on completion",310505419.8,31050541.98,0.0,None,3,2500.79,Compliant,Low,2025-08-16,2025-12-15,24624.88
CONT01645,VEN00312,Vendor 312,Time & Material,Industrial Plant - Phase 4,Industrial Plant,674.23,11,2023-10-20,2024-09-14,,Awarded,76.82,Not Started,Excellent,Net 90 days,47538796.1,0.0,0.0,None,2,137.49,Minor Issues,Low,2023-10-05,,811.72
CONT01646,VEN00023,Vendor 23,Annual Maintenance Contract,Stadium - Phase 2,Stadium,81.97,8,2023-03-06,2023-11-01,,In Progress,95.0,Delayed,Average,Milestone Based,7746740.06,774674.01,73341.69,Quality issues,0,0.0,Non-Compliant,High,2022-12-22,2025-11-27,81.97
CONT01647,VEN01145,Vendor 1145,Annual Maintenance Contract,Warehouse - Phase 4,Warehouse,2016.35,18,2023-05-05,2024-10-26,2024-11-02,Completed,100.0,Delayed,Average,Net 45 days,195682335.53,10081772.63,5549852.37,Quality issues,4,193.92,Non-Compliant,High,2023-04-18,2025-12-13,2210.27
CONT01648,VEN01871,Vendor 1871,Time & Material,Office Tower - Phase 4,Office Tower,44.21,7,2025-10-11,2026-05-09,,In Progress,47.73,On Time,Good,Progress Payment,1763902.64,176390.26,0.0,None,4,9.9,Compliant,Low,2025-08-06,2025-10-15,54.11
CONT01649,VEN01979,Vendor 1979,Annual Maintenance Contract,Commercial Complex - Phase 5,Commercial Complex,88.36,11,2023-02-08,2024-01-04,,Under Review,40.5,Not Started,Poor,"Advance 10%, Balance on completion",3397582.39,0.0,0.0,None,0,0.0,Compliant,Medium,2022-12-10,,88.36
CONT01650,VEN00884,Vendor 884,Service,Port Development - Phase 5,Port Development,577.76,22,2023-06-16,2025-04-06,,Awarded,34.33,Not Started,Average,Bank Guarantee,16233420.92,0.0,0.0,None,1,38.93,Compliant,Low,2023-05-26,,616.6899999999999
CONT01651,VEN00854,Vendor 854,Time & Material,Bridge Construction - Phase 2,Bridge Construction,1092.12,14,2025-05-22,2026-07-16,,On Hold,48.92,Not Started,Excellent,"Advance 10%, Balance on completion",48163532.24,0.0,0.0,None,2,188.98,Compliant,Low,2025-04-27,,1281.1
CONT01652,VEN01544,Vendor 1544,Unit Rate,Warehouse - Phase 1,Warehouse,11.5,8,2025-04-04,2025-11-30,,Terminated,69.98,Not Started,Good,"Advance 20%, Balance 80%",720875.92,0.0,0.0,None,2,2.74,Compliant,Low,2025-02-09,,14.24
CONT01653,VEN00151,Vendor 151,Unit Rate,Refinery - Phase 1,Refinery,82.8,3,2023-11-29,2024-02-27,,On Hold,31.53,Not Started,Excellent,Net 90 days,2123676.83,0.0,0.0,None,4,19.89,Compliant,Low,2023-10-18,,102.69
CONT01654,VEN01310,Vendor 1310,Construction,Railway Station - Phase 5,Railway Station,298.96,18,2023-03-04,2024-08-25,,Active,95.0,Delayed,Good,Letter of Credit,26131363.54,2613136.35,758372.06,Non-compliance,2,58.94,Minor Issues,Medium,2023-01-06,2025-11-13,357.9
CONT01655,VEN01411,Vendor 1411,Time & Material,Bridge Construction - Phase 5,Bridge Construction,2470.24,33,2024-11-23,2027-08-10,,In Progress,41.92,On Time,Average,Net 30 days,84787323.22,8478732.32,0.0,None,0,0.0,Compliant,Low,2024-10-08,2025-11-14,2470.24
CONT01656,VEN00430,Vendor 430,Construction,Hospital - Phase 5,Hospital,484.38,15,2023-07-27,2024-10-19,,Signed,73.47,Not Started,Average,Letter of Credit,35496004.37,0.0,0.0,None,5,40.72,Minor Issues,Low,2023-06-14,,525.1
CONT01657,VEN00983,Vendor 983,Maintenance,IT Park - Phase 3,IT Park,847.86,21,2024-01-23,2025-10-14,,In Progress,95.0,Delayed,Good,Net 90 days,79858173.95,7985817.4,1107251.4,Non-compliance,1,170.48,Compliant,Medium,2023-12-19,2025-10-28,1018.34
CONT01658,VEN01434,Vendor 1434,Unit Rate,Shopping Mall - Phase 3,Shopping Mall,511.62,14,2025-06-13,2026-08-07,2027-01-04,Completed,100.0,Critical Delay,Average,Letter of Credit,49188180.29,2558093.01,2777239.13,Quality issues,1,24.39,Minor Issues,Medium,2025-05-14,2025-10-14,536.01
CONT01659,VEN01268,Vendor 1268,Turnkey,Hospital - Phase 3,Hospital,341.4,19,2023-12-11,2025-07-03,,Under Review,15.04,Not Started,Good,30-60-90 day terms,3645319.4,0.0,0.0,None,4,54.83,Compliant,Low,2023-10-03,,396.22999999999996
CONT01660,VEN00487,Vendor 487,Cost Plus,Residential Building - Phase 1,Residential Building,285.89,22,2024-11-27,2026-09-18,,Active,68.22,Ahead of Schedule,Average,Net 30 days,19256989.55,1925698.96,0.0,None,3,43.57,Compliant,Low,2024-10-24,2025-12-09,329.46
CONT01661,VEN01889,Vendor 1889,Maintenance,Bridge Construction - Phase 2,Bridge Construction,783.39,12,2024-03-23,2025-03-18,,In Progress,95.0,Delayed,Good,Net 30 days,69974731.19,6997473.12,1892464.23,Labor shortage,1,140.74,Non-Compliant,High,2024-01-04,2025-12-27,924.13
CONT01662,VEN00563,Vendor 563,Construction,Smart City - Phase 2,Smart City,37.0,3,2025-07-14,2025-10-12,,Under Review,70.93,Not Started,Good,Net 90 days,2485933.36,0.0,0.0,None,4,4.14,Non-Compliant,Medium,2025-04-28,,41.14
CONT01663,VEN00214,Vendor 214,Annual Maintenance Contract,Power Plant - Phase 3,Power Plant,89.27,8,2024-07-25,2025-03-22,,In Progress,95.0,Delayed,Excellent,Progress Payment,8047871.33,804787.13,252492.31,Safety violations,4,10.06,Minor Issues,Medium,2024-05-08,2025-12-14,99.33
CONT01664,VEN00099,Vendor 99,Time & Material,Power Plant - Phase 2,Power Plant,727.09,15,2025-08-02,2026-10-26,2027-02-26,Completed,100.0,Critical Delay,Average,As per milestones,68849987.39,3635437.73,3831856.2,Safety violations,3,169.31,Compliant,Medium,2025-05-15,2025-11-15,896.4000000000001
CONT01665,VEN01512,Vendor 1512,Construction,Metro Rail - Phase 1,Metro Rail,4797.01,22,2024-09-19,2026-07-11,,In Execution,66.89,At Risk,Excellent,Milestone Based,299082848.59,29908284.86,0.0,None,4,701.68,Compliant,Low,2024-08-15,2025-11-12,5498.6900000000005
CONT01666,VEN00374,Vendor 374,Design & Build,Water Treatment Plant - Phase 2,Water Treatment Plant,2483.12,27,2023-01-25,2025-04-14,,Terminated,30.2,Not Started,Good,Milestone Based,61055522.94,0.0,0.0,None,3,62.44,Compliant,Low,2022-11-28,,2545.56
CONT01667,VEN00169,Vendor 169,Time & Material,Smart City - Phase 5,Smart City,944.34,22,2025-07-29,2027-05-20,,Signed,43.83,Not Started,Good,Net 60 days,35982613.22,0.0,0.0,None,3,83.82,Minor Issues,Low,2025-06-23,,1028.16
CONT01668,VEN00695,Vendor 695,Consultancy,Manufacturing Facility - Phase 1,Manufacturing Facility,348.03,23,2024-12-09,2026-10-30,,In Execution,62.29,On Time,Good,30-60-90 day terms,20507768.21,2050776.82,0.0,None,2,28.74,Compliant,Low,2024-10-11,2025-11-13,376.77
CONT01669,VEN01598,Vendor 1598,Annual Maintenance Contract,Stadium - Phase 1,Stadium,425.48,15,2024-06-17,2025-09-10,,On Hold,54.71,Not Started,Good,Progress Payment,20991008.93,0.0,0.0,None,3,18.48,Minor Issues,Low,2024-03-22,,443.96000000000004
CONT01670,VEN00358,Vendor 358,Service,IT Park - Phase 1,IT Park,2062.53,31,2025-08-20,2028-03-07,,Signed,38.34,Not Started,Below Average,Net 90 days,72929869.06,0.0,0.0,None,0,0.0,Compliant,Medium,2025-05-22,,2062.53
CONT01671,VEN00950,Vendor 950,Turnkey,Road Construction - Phase 1,Road Construction,198.81,16,2024-07-10,2025-11-02,,Signed,41.84,Not Started,Good,"Advance 10%, Balance on completion",7096389.42,0.0,0.0,None,1,34.3,Minor Issues,Low,2024-05-23,,233.11
CONT01672,VEN01422,Vendor 1422,Lump Sum,Shopping Mall - Phase 2,Shopping Mall,94.83,10,2023-02-18,2023-12-15,,Under Review,38.09,Not Started,Excellent,"Advance 20%, Balance 80%",3355814.67,0.0,0.0,None,6,15.72,Compliant,Low,2022-12-15,,110.55
CONT01673,VEN01094,Vendor 1094,Annual Maintenance Contract,Data Center - Phase 3,Data Center,657.62,16,2025-02-01,2026-05-27,,On Hold,70.25,Not Started,Good,"Advance 20%, Balance 80%",43898606.75,0.0,0.0,None,0,0.0,Minor Issues,Low,2024-11-04,,657.62
CONT01674,VEN01610,Vendor 1610,Annual Maintenance Contract,Shopping Mall - Phase 5,Shopping Mall,539.02,22,2025-05-22,2027-03-13,,Awarded,38.17,Not Started,Good,Letter of Credit,16406403.8,0.0,0.0,None,1,90.16,Minor Issues,Low,2025-03-16,,629.18
CONT01675,VEN00344,Vendor 344,Consultancy,Airport - Phase 3,Airport,370.52,20,2025-05-14,2027-01-04,,Terminated,38.03,Not Started,Average,Milestone Based,11743898.13,0.0,0.0,None,0,0.0,Minor Issues,Low,2025-02-25,,370.52
CONT01676,VEN01372,Vendor 1372,Unit Rate,Shopping Mall - Phase 2,Shopping Mall,10601.85,46,2024-02-23,2027-12-04,,Under Review,79.63,Not Started,Good,Net 90 days,791273768.52,0.0,0.0,None,1,1952.79,Compliant,Low,2024-01-24,,12554.64
CONT01677,VEN00946,Vendor 946,Construction,Airport - Phase 5,Airport,1403.09,14,2023-05-11,2024-07-04,,Under Review,53.1,Not Started,Excellent,Net 30 days,63874971.84,0.0,0.0,None,1,39.44,Compliant,Low,2023-02-12,,1442.53
CONT01678,VEN01620,Vendor 1620,Time & Material,Water Treatment Plant - Phase 5,Water Treatment Plant,58.87,12,2024-12-09,2025-12-04,,In Execution,95.0,Delayed,Average,Progress Payment,5060513.73,506051.37,45600.71,Quality issues,3,9.01,Minor Issues,Medium,2024-09-15,2025-10-18,67.88
CONT01679,VEN00869,Vendor 869,Turnkey,Wind Farm - Phase 2,Wind Farm,278.15,19,2023-03-18,2024-10-08,,On Hold,35.76,Not Started,Average,"Advance 20%, Balance 80%",7990819.75,0.0,0.0,None,2,8.47,Compliant,Low,2023-02-15,,286.62
CONT01680,VEN00273,Vendor 273,Lump Sum,Hotel - Phase 2,Hotel,17.68,6,2024-08-23,2025-02-19,,Under Review,67.42,Not Started,Average,Bank Guarantee,1190929.81,0.0,0.0,None,1,0.55,Compliant,Low,2024-06-30,,18.23
CONT01681,VEN00338,Vendor 338,Turnkey,Data Center - Phase 3,Data Center,15201.99,49,2024-09-04,2028-09-13,,Under Review,43.58,Not Started,Average,Bank Guarantee,599633867.56,0.0,0.0,None,3,3396.44,Non-Compliant,Medium,2024-07-17,,18598.43
CONT01682,VEN01066,Vendor 1066,Construction,Airport - Phase 1,Airport,922.76,13,2023-11-24,2024-12-18,,Awarded,69.04,Not Started,Average,Net 60 days,60113236.48,0.0,0.0,None,0,0.0,Compliant,Low,2023-09-27,,922.76
CONT01683,VEN00372,Vendor 372,Time & Material,Hospital - Phase 2,Hospital,2883.5,30,2024-06-15,2026-12-02,2026-12-08,Completed,100.0,Delayed,Below Average,Letter of Credit,277094752.09,14417511.05,2189199.78,Labor shortage,4,503.49,Non-Compliant,High,2024-05-10,2025-12-22,3386.99
CONT01684,VEN00541,Vendor 541,Time & Material,Manufacturing Facility - Phase 2,Manufacturing Facility,243.16,18,2025-06-22,2026-12-14,2027-04-12,Completed,100.0,Critical Delay,Good,30-60-90 day terms,22987001.41,1215800.14,2126000.42,Quality issues,4,53.25,Compliant,Medium,2025-04-28,2025-11-04,296.40999999999997
CONT01685,VEN01974,Vendor 1974,Maintenance,Data Center - Phase 3,Data Center,435.07,12,2024-12-03,2025-11-28,,Under Review,58.05,Not Started,Good,"Advance 10%, Balance on completion",21233881.74,0.0,0.0,None,0,0.0,Compliant,Low,2024-09-11,,435.07
CONT01686,VEN01364,Vendor 1364,Cost Plus,Power Plant - Phase 1,Power Plant,92.92,6,2023-01-27,2023-07-26,,Active,95.0,Delayed,Excellent,Net 90 days,8314174.59,831417.46,69754.32,Labor shortage,2,11.36,Non-Compliant,High,2022-11-19,2025-10-27,104.28
CONT01687,VEN00617,Vendor 617,Supply,Hotel - Phase 3,Hotel,4756.4,20,2023-10-18,2025-06-09,,In Progress,95.0,Delayed,Below Average,"Advance 10%, Balance on completion",420376404.72,42037640.47,4736496.17,Quality issues,1,1161.51,Minor Issues,High,2023-09-19,2025-12-08,5917.91
CONT01688,VEN00908,Vendor 908,Service,Hotel - Phase 2,Hotel,1045.67,12,2023-02-02,2024-01-28,,Signed,71.49,Not Started,Good,"Advance 10%, Balance on completion",69855418.5,0.0,0.0,None,2,197.04,Compliant,Low,2022-11-26,,1242.71
CONT01689,VEN01355,Vendor 1355,Time & Material,Shopping Mall - Phase 4,Shopping Mall,58.91,10,2023-10-28,2024-08-23,,In Progress,95.0,Delayed,Good,Milestone Based,5348551.3,534855.13,130937.52,Non-compliance,0,0.0,Compliant,Medium,2023-10-01,2025-10-29,58.91
CONT01690,VEN00302,Vendor 302,Construction,Sewage Treatment Plant - Phase 5,Sewage Treatment Plant,564.53,23,2025-08-29,2027-07-20,,Terminated,17.21,Not Started,Good,Bank Guarantee,8459360.65,0.0,0.0,None,1,118.68,Compliant,Low,2025-07-07,,683.21
CONT01691,VEN01341,Vendor 1341,Annual Maintenance Contract,Smart City - Phase 4,Smart City,48.65,7,2025-04-29,2025-11-25,2026-02-05,Completed,100.0,Critical Delay,Excellent,As per milestones,4423764.12,243229.88,334383.13,Quality issues,0,0.0,Minor Issues,Medium,2025-03-13,2025-10-20,48.65
CONT01692,VEN00068,Vendor 68,Unit Rate,IT Park - Phase 4,IT Park,306.52,10,2024-01-20,2024-11-15,2025-04-14,Completed,100.0,Critical Delay,Poor,Milestone Based,28559574.93,1532606.26,1967403.9,Delay in completion,3,32.48,Compliant,High,2023-12-12,2025-11-11,339.0
CONT01693,VEN01116,Vendor 1116,Service,Stadium - Phase 4,Stadium,109.7,14,2024-12-15,2026-02-08,2026-04-04,Completed,100.0,Critical Delay,Below Average,Net 45 days,10313332.84,548485.91,858819.66,Non-compliance,3,10.8,Compliant,High,2024-11-30,2025-12-14,120.5
CONT01694,VEN00357,Vendor 357,Supply,Hospital - Phase 5,Hospital,4026.92,29,2023-01-29,2025-06-17,,Signed,35.68,Not Started,Good,Net 30 days,137974702.61,0.0,0.0,None,4,639.48,Compliant,Low,2022-11-28,,4666.4
CONT01695,VEN01117,Vendor 1117,Consultancy,SEZ Development - Phase 5,SEZ Development,1768.5,31,2025-06-22,2028-01-08,,Active,19.56,At Risk,Good,"Advance 20%, Balance 80%",19542048.78,1954204.88,0.0,None,2,172.88,Compliant,Low,2025-03-26,2025-12-04,1941.38
CONT01696,VEN01581,Vendor 1581,Cost Plus,Refinery - Phase 3,Refinery,88.85,4,2024-03-25,2024-07-23,,Active,95.0,Delayed,Average,Net 60 days,7631204.72,763120.47,86492.54,Quality issues,2,9.29,Non-Compliant,High,2023-12-27,2025-10-31,98.13999999999999
CONT01697,VEN01160,Vendor 1160,Unit Rate,Residential Building - Phase 2,Residential Building,782.53,20,2025-05-18,2027-01-08,,Signed,75.03,Not Started,Excellent,Milestone Based,53238430.78,0.0,0.0,None,0,0.0,Compliant,Low,2025-02-28,,782.53
CONT01698,VEN00926,Vendor 926,Construction,Stadium - Phase 3,Stadium,32.83,9,2025-11-29,2026-08-26,,Under Review,16.53,Not Started,Good,Letter of Credit,276877.37,0.0,0.0,None,3,5.42,Compliant,Low,2025-10-19,,38.25
CONT01699,VEN00490,Vendor 490,Turnkey,Wind Farm - Phase 5,Wind Farm,78.04,10,2023-09-04,2024-06-30,,Signed,42.54,Not Started,Average,Net 30 days,3312324.12,0.0,0.0,None,1,7.13,Minor Issues,Low,2023-06-06,,85.17
CONT01700,VEN01637,Vendor 1637,Cost Plus,School - Phase 2,School,3556.21,27,2024-08-11,2026-10-30,,Active,58.01,At Risk,Good,Bank Guarantee,178156467.98,17815646.8,0.0,None,3,662.13,Compliant,Low,2024-05-25,2025-11-28,4218.34
CONT01701,VEN01779,Vendor 1779,Annual Maintenance Contract,Road Construction - Phase 1,Road Construction,352.82,23,2025-09-11,2027-08-02,,Terminated,59.06,Not Started,Poor,As per milestones,18009023.97,0.0,0.0,None,4,50.99,Non-Compliant,Medium,2025-07-09,,403.81
CONT01702,VEN00041,Vendor 41,Annual Maintenance Contract,Bus Terminal - Phase 3,Bus Terminal,14.63,12,2023-12-02,2024-11-26,,Terminated,66.19,Not Started,Good,Net 45 days,953120.53,0.0,0.0,None,0,0.0,Non-Compliant,Medium,2023-09-05,,14.63
CONT01703,VEN00969,Vendor 969,Design & Build,Sewage Treatment Plant - Phase 4,Sewage Treatment Plant,706.25,17,2023-08-05,2024-12-27,,Under Review,42.29,Not Started,Good,Milestone Based,28798341.69,0.0,0.0,None,1,107.79,Compliant,Low,2023-06-08,,814.04
CONT01704,VEN00550,Vendor 550,Time & Material,Residential Building - Phase 2,Residential Building,647.97,14,2023-10-22,2024-12-15,,In Execution,95.0,Delayed,Average,Net 30 days,56095690.87,5609569.09,1496104.87,Non-compliance,3,40.08,Minor Issues,Medium,2023-08-16,2025-12-23,688.0500000000001
CONT01705,VEN00448,Vendor 448,Lump Sum,Bridge Construction - Phase 4,Bridge Construction,2905.43,31,2023-06-16,2026-01-01,,Signed,72.33,Not Started,Good,"Advance 20%, Balance 80%",196529391.99,0.0,0.0,None,3,195.18,Compliant,Low,2023-04-10,,3100.6099999999997
CONT01706,VEN00296,Vendor 296,Design & Build,Port Development - Phase 4,Port Development,265.36,20,2025-07-19,2027-03-11,2027-02-23,Completed,100.0,On Time,Below Average,Net 90 days,23913646.8,1326819.32,0.0,None,0,0.0,Compliant,Medium,2025-05-12,2025-12-09,265.36
CONT01707,VEN00384,Vendor 384,Time & Material,Smart City - Phase 1,Smart City,970.15,11,2024-04-29,2025-03-25,,On Hold,21.48,Not Started,Good,Net 90 days,20333016.74,0.0,0.0,None,0,0.0,Compliant,Low,2024-03-16,,970.15
CONT01708,VEN00517,Vendor 517,Maintenance,Wind Farm - Phase 1,Wind Farm,4257.58,12,2023-10-27,2024-10-21,,Terminated,59.54,Not Started,Average,Net 30 days,236517117.8,0.0,0.0,None,1,212.96,Compliant,Low,2023-08-05,,4470.54
CONT01709,VEN01803,Vendor 1803,Design & Build,Power Plant - Phase 2,Power Plant,181.31,22,2024-01-05,2025-10-26,,On Hold,43.77,Not Started,Average,Net 30 days,6511351.32,0.0,0.0,None,4,14.67,Compliant,Low,2023-10-11,,195.98
