change_order_id,co_number,project_id,contract_id,change_type,change_description,initiator,date_raised,review_start_date,approval_date,rejection_date,implementation_date,closure_date,status,priority,original_contract_value,change_order_value,co_percentage,is_increase,schedule_impact_days,impact_areas,justification,approver,num_revisions,num_documents,rejection_reason,risk_level,contingency_used_pct,notes,processing_days
CO01725,27,PROJ01648,CONT00697,Site Condition,Site Condition - Interior,Contractor,2025-05-10,2025-05-15,2025-05-22,,2025-06-14,,Implemented,High,1196610719.35,81868611.11,6.84,True,75,"Cost, Schedule, Resources, Risk",Regulatory compliance,Client Representative,5,10,,High,72.93,Approved with conditions,12
CO01726,12,PROJ01455,CONT00420,Unforeseen Condition,Unforeseen Condition - Interior,Client,2025-03-27,2025-03-28,2025-05-05,,,,Approved,Medium,731397891.9,-19331714.27,2.64,False,17,"Cost, Schedule",Schedule optimization,Project Manager,1,4,,Low,0.0,Schedule impact being assessed,39
CO01727,42,PROJ00716,CONT00941,Quantity Decrease,Quantity Decrease - Facade,Regulatory Authority,2025-01-01,2025-01-02,2025-01-19,,,,Approved,Medium,3128859466.56,-3004620.79,0.1,False,39,"Cost, Schedule",Unforeseen circumstances,Project Director,0,6,,Low,0.0,Design team reviewing,18
CO01728,13,PROJ01851,CONT01032,Scope Reduction,Scope Reduction - MEP System,Client,2024-08-29,2024-08-30,2024-10-02,,,,Approved,Medium,2447760829.22,-45048794.42,1.84,False,-7,"Cost, Schedule, Scope",Client requirement,Client Representative,1,3,,Medium,0.0,,34
CO01729,13,PROJ00589,CONT00695,Value Engineering,Value Engineering - Building Wing,Site Engineer,2024-10-06,2024-10-07,2024-10-21,,2024-11-07,,Implemented,Medium,1272113164.78,75155921.83,5.91,True,-13,"Cost, Schedule, Resources, Risk",Regulatory compliance,Client Representative,3,8,,High,34.6,Urgent approval required,15
CO01730,13,PROJ00360,CONT00454,Regulatory Requirement,Regulatory Requirement - Building Wing,Regulatory Authority,2025-01-07,2025-01-11,2025-02-03,,,,Approved,Medium,1764787647.13,-46674401.22,2.64,False,33,"Cost, Schedule",Quality enhancement,Commercial Manager,1,2,,Low,0.0,Approved with conditions,27
CO01731,31,PROJ01289,CONT01827,Scope Reduction,Scope Reduction - Foundation Work,Vendor,2025-02-19,2025-02-23,,2025-03-13,,,Rejected,Low,652399617.72,-2369774.3,0.36,False,-8,"Cost, Schedule, Scope",Client requirement,Project Director,2,9,Cost too high,Low,0.0,Client approval pending,22
CO01732,34,PROJ00171,CONT01430,Design Change,Design Change - External Works,Regulatory Authority,2024-09-29,2024-10-02,,,,,Cancelled,Medium,4360552270.5,39824244.23,0.91,True,28,"Cost, Schedule, Resources",Unforeseen circumstances,CEO,1,2,,Medium,0.0,Schedule impact being assessed,
CO01733,47,PROJ01085,CONT00578,Method Change,Method Change - Building Wing,Regulatory Authority,2025-02-02,2025-02-04,2025-02-18,,2025-03-20,2025-03-31,Closed,Medium,2418093717.89,-41590243.32,1.72,False,13,"Cost, Schedule",Client requirement,Client Representative,3,6,,Medium,0.0,Design team reviewing,16
CO01734,44,PROJ01287,CONT01903,Method Change,Method Change - Interior,Contractor,2025-12-12,2025-12-13,,,,,Commercial Review,Medium,799154024.81,-44821808.52,5.61,False,-11,"Cost, Schedule, Risk",Technical necessity,Project Director,2,3,,Medium,0.0,Cost analysis in progress,
CO01735,26,PROJ00390,CONT00583,Site Condition,Site Condition - Interior,Project Manager,2025-05-22,2025-05-26,2025-06-21,,,,Approved,Medium,4904553941.95,-19537592.57,0.4,False,35,"Cost, Schedule",Regulatory compliance,Project Director,0,10,,Medium,0.0,Under technical review,30
CO01736,17,PROJ00831,CONT01580,Quality Downgrade,Quality Downgrade - Structure,Vendor,2025-12-04,2025-12-07,,,,,Under Review,Medium,3234958786.29,-9042675.89,0.28,False,35,"Cost, Schedule, Quality",Client requirement,Client Representative,2,4,,Low,0.0,Cost analysis in progress,
CO01737,41,PROJ01886,CONT01867,Unforeseen Condition,Unforeseen Condition - Building Wing,Vendor,2024-12-19,2024-12-22,2024-12-28,,2025-01-11,2025-02-23,Closed,High,1965342982.81,-33733891.56,1.72,False,53,"Cost, Schedule, Resources",Schedule optimization,Client Representative,5,5,,Low,0.0,Under technical review,9
CO01738,23,PROJ00118,CONT01405,Site Condition,Site Condition - External Works,Contractor,2024-12-15,2024-12-16,2025-01-22,,2025-02-12,2025-03-02,Closed,Medium,3072220508.52,32229434.17,1.05,True,36,"Cost, Schedule",Technical necessity,Project Director,4,6,,Medium,13.02,Design team reviewing,38
CO01739,41,PROJ01443,CONT01470,Quantity Decrease,Quantity Decrease - External Works,Design Team,2025-08-07,2025-08-10,,2025-08-26,,,Rejected,Medium,4897672736.1,-18034349.76,0.37,False,-3,"Cost, Schedule, Resources",Schedule optimization,Commercial Manager,2,2,Scope creep,Medium,0.0,Approved with conditions,19
CO01740,1,PROJ00369,CONT01781,Unforeseen Condition,Unforeseen Condition - Facade,Design Team,2024-10-28,2024-11-02,2024-11-14,,2024-11-30,,Implemented,Critical,821304061.99,91268800.26,11.11,True,28,"Cost, Schedule, Resources, Risk",Design improvement,CEO,5,8,,High,18.49,Approved with conditions,17
CO01741,2,PROJ01050,CONT01763,Specification Change,Specification Change - Building Wing,Project Manager,2024-10-17,2024-10-22,2024-10-24,,2024-11-22,2025-01-01,Closed,Medium,4208342716.22,38145254.53,0.91,True,-11,"Cost, Schedule",Schedule optimization,Client Representative,1,9,,Medium,56.67,Urgent approval required,7
CO01742,43,PROJ00706,CONT01903,Technical Issue,Technical Issue - Structure,Vendor,2024-08-22,2024-08-27,2024-09-27,,2024-10-04,,Implemented,Low,4270572108.25,67734215.84,1.59,True,-10,"Cost, Schedule",Risk mitigation,Project Director,0,7,,Medium,55.32,Approved with conditions,36
CO01743,2,PROJ00627,CONT00889,Unforeseen Condition,Unforeseen Condition - Structure,Project Manager,2025-02-15,2025-02-20,2025-03-04,,2025-03-11,2025-03-18,Closed,High,4812599887.06,4302546.82,0.09,True,77,"Cost, Schedule, Resources",Site conditions,Project Manager,3,5,,Medium,65.8,Client approval pending,17
CO01744,4,PROJ00721,CONT00092,Unforeseen Condition,Unforeseen Condition - MEP System,Contractor,2024-10-29,2024-11-02,2024-11-17,,2024-12-01,,Implemented,Critical,2388180391.94,-10147425.67,0.42,False,72,"Cost, Schedule",Risk mitigation,Project Director,3,9,,Medium,0.0,,19
CO01745,32,PROJ01934,CONT00578,Value Engineering,Value Engineering - Facade,Project Manager,2024-12-20,2024-12-23,2025-01-31,,2025-02-12,2025-03-02,Closed,Medium,4330250368.46,42132812.29,0.97,True,24,"Cost, Schedule",Quality enhancement,Technical Head,4,9,,Low,22.42,Client approval pending,42
CO01746,6,PROJ01584,CONT00074,Quality Upgrade,Quality Upgrade - Building Wing,Regulatory Authority,2025-04-21,2025-04-25,2025-05-05,,2025-05-26,,Implemented,Medium,2186350199.12,88799833.34,4.06,True,-6,"Cost, Schedule, Quality",Unforeseen circumstances,Technical Head,4,5,,Low,35.87,Urgent approval required,14
CO01747,5,PROJ00436,CONT01285,Quality Downgrade,Quality Downgrade - External Works,Vendor,2025-05-30,2025-06-03,2025-06-29,,,,Approved,Critical,294067209.01,-32786916.99,11.15,False,18,"Cost, Schedule, Quality, Risk",Regulatory compliance,Project Manager,1,8,,High,0.0,Urgent approval required,30
CO01748,44,PROJ00279,CONT01226,Quantity Increase,Quantity Increase - External Works,Vendor,2025-04-22,2025-04-26,2025-06-05,,2025-07-05,2025-08-21,Closed,Medium,2452266984.21,22964062.74,0.94,True,-4,"Cost, Schedule, Resources",Technical necessity,Project Director,3,5,,Low,66.05,Client approval pending,44
CO01749,6,PROJ01186,CONT00453,Value Engineering,Value Engineering - Interior,Vendor,2024-08-02,2024-08-07,2024-08-26,,2024-09-19,2024-11-09,Closed,Low,2214357144.72,85849817.39,3.88,True,-15,"Cost, Schedule, Resources",Quality enhancement,CEO,5,2,,Medium,32.8,,24
CO01750,32,PROJ01419,CONT01353,Unforeseen Condition,Unforeseen Condition - External Works,Contractor,2024-09-24,2024-09-26,2024-10-20,,2024-11-12,2024-12-07,Closed,Medium,1573212391.13,-38875383.98,2.47,False,21,"Cost, Schedule",Quality enhancement,CEO,0,3,,Medium,0.0,,26
CO01751,38,PROJ00721,CONT00065,Material Substitution,Material Substitution - Structure,Consultant,2025-11-16,2025-11-19,2025-12-21,,,,Approved,Low,3132614359.49,27335384.9,0.87,True,-18,"Cost, Schedule",Cost optimization,Technical Head,2,5,,Low,50.36,Approved with conditions,35
CO01752,30,PROJ01098,CONT00774,Scope Addition,Scope Addition - External Works,Design Team,2025-02-08,2025-02-13,2025-03-04,,,,Approved,High,181206275.96,88031357.75,48.58,True,39,"Cost, Schedule, Scope, Risk",Site conditions,CEO,0,2,,Critical,20.21,,24
CO01753,38,PROJ01597,CONT01534,Unforeseen Condition,Unforeseen Condition - MEP System,Project Manager,2025-01-14,2025-01-15,,2025-01-22,,,Rejected,Medium,1464185021.25,37680445.03,2.57,True,19,"Cost, Schedule",Risk mitigation,CEO,4,8,Scope creep,Low,0.0,Cost analysis in progress,8
CO01754,49,PROJ01965,CONT00319,Quality Downgrade,Quality Downgrade - MEP System,Vendor,2025-02-12,2025-02-13,,2025-02-20,,,Rejected,Medium,1129672315.65,-16720939.68,1.48,False,17,"Cost, Schedule, Quality, Resources",Quality enhancement,Project Director,1,6,Alternative solution available,Medium,0.0,Approved with conditions,8
CO01755,6,PROJ00109,CONT01317,Client Request,Client Request - MEP System,Consultant,2024-12-09,2024-12-12,,2024-12-27,,,Rejected,High,1018144455.4,74825464.5,7.35,True,6,"Cost, Schedule, Resources, Risk",Client requirement,Project Director,1,7,Budget constraints,High,0.0,Approved with conditions,18
CO01756,45,PROJ01276,CONT01453,Schedule Change,Schedule Change - Foundation Work,Project Manager,2025-03-21,2025-03-23,2025-04-15,,2025-04-25,2025-05-17,Closed,High,119433508.83,75480027.34,63.2,True,-10,"Cost, Schedule, Resources, Risk",Cost optimization,Technical Head,2,6,,Critical,57.96,Urgent approval required,25
CO01757,16,PROJ00855,CONT00104,Technical Issue,Technical Issue - External Works,Contractor,2025-11-15,2025-11-17,2025-12-13,,,,Approved,Medium,2263334727.53,99281897.52,4.39,True,7,"Cost, Schedule",Site conditions,CEO,0,4,,Low,73.88,Client approval pending,28
CO01758,7,PROJ00597,CONT01297,Unforeseen Condition,Unforeseen Condition - MEP System,Regulatory Authority,2025-10-30,2025-11-02,2025-11-11,,2025-11-30,,Implemented,High,1976551803.36,-43759227.28,2.21,False,82,"Cost, Schedule",Technical necessity,Client Representative,5,5,,Medium,0.0,Approved with conditions,12
CO01759,1,PROJ00737,CONT01497,Material Substitution,Material Substitution - Facade,Design Team,2025-10-30,2025-11-03,2025-11-12,,2025-12-06,2026-01-03,Closed,Low,1710821947.7,14664170.92,0.86,True,-10,"Cost, Schedule",Risk mitigation,Project Director,5,7,,Low,61.64,Schedule impact being assessed,13
CO01760,11,PROJ01214,CONT00366,Design Change,Design Change - External Works,Contractor,2025-09-23,2025-09-26,,2025-10-14,,,Rejected,Critical,3287008299.58,-25995141.75,0.79,False,79,"Cost, Schedule",Technical necessity,Project Director,0,5,Client disapproval,Medium,0.0,Approved with conditions,21
CO01761,38,PROJ01846,CONT01183,Quality Upgrade,Quality Upgrade - Facade,Contractor,2025-03-21,2025-03-22,2025-04-07,,,,Approved,Medium,4288131310.98,64767262.65,1.51,True,-6,"Cost, Schedule, Quality",Site conditions,Project Director,1,2,,Medium,59.13,Approved with conditions,17
CO01762,33,PROJ01267,CONT01031,Technical Issue,Technical Issue - Structure,Regulatory Authority,2024-12-30,2025-01-03,2025-01-17,,2025-02-14,,Implemented,Medium,3158782453.51,31563869.57,1.0,True,29,"Cost, Schedule",Regulatory compliance,Commercial Manager,5,7,,Low,73.92,Schedule impact being assessed,18
CO01763,45,PROJ01960,CONT00560,Specification Change,Specification Change - MEP System,Project Manager,2025-08-06,2025-08-07,,2025-08-17,,,Rejected,Medium,3624682968.53,33961967.37,0.94,True,-14,"Cost, Schedule",Risk mitigation,Client Representative,1,3,Not justified,Medium,0.0,Client approval pending,11
CO01764,16,PROJ01818,CONT01976,Quantity Decrease,Quantity Decrease - Foundation Work,Site Engineer,2025-12-25,2025-12-28,,,,,Commercial Review,Medium,3663603690.37,-9082470.49,0.25,False,31,"Cost, Schedule, Resources",Design improvement,Commercial Manager,0,5,,Low,0.0,Urgent approval required,
CO01765,16,PROJ00286,CONT00642,Quantity Increase,Quantity Increase - Foundation Work,Project Manager,2024-10-29,2024-10-30,2024-11-24,,2024-12-21,,Implemented,Medium,2260955920.96,10706411.4,0.47,True,13,"Cost, Schedule, Resources",Unforeseen circumstances,Client Representative,5,10,,Medium,54.79,Approved with conditions,26
CO01766,31,PROJ01451,CONT00810,Quantity Decrease,Quantity Decrease - Building Wing,Vendor,2024-08-26,2024-08-28,2024-09-20,,2024-10-19,2024-12-07,Closed,Medium,4329964553.99,-5601860.54,0.13,False,13,"Cost, Schedule",Client requirement,Client Representative,5,2,,Medium,0.0,Under technical review,25
CO01767,44,PROJ00039,CONT01409,Unforeseen Condition,Unforeseen Condition - Foundation Work,Site Engineer,2024-09-20,2024-09-23,2024-10-15,,,,Approved,High,4041201915.41,-29364624.61,0.73,False,40,"Cost, Schedule, Resources",Cost optimization,CEO,4,5,,Low,0.0,,25
CO01768,49,PROJ01729,CONT00890,Quality Downgrade,Quality Downgrade - Facade,Design Team,2025-07-01,2025-07-06,2025-08-13,,2025-08-22,2025-09-20,Closed,High,1175699180.53,-33563086.67,2.85,False,36,"Cost, Schedule, Quality, Resources",Design improvement,Commercial Manager,4,8,,Low,0.0,,43
CO01769,3,PROJ01812,CONT01511,Quantity Increase,Quantity Increase - Foundation Work,Project Manager,2025-01-11,2025-01-16,2025-02-25,,,,Approved,Low,4528556817.61,71208198.27,1.57,True,26,"Cost, Schedule",Unforeseen circumstances,Project Director,5,8,,Low,57.21,Cost analysis in progress,45
CO01770,20,PROJ00653,CONT00511,Value Engineering,Value Engineering - Interior,Client,2025-01-17,2025-01-18,,,,,Cancelled,High,133499080.64,20392440.99,15.28,True,39,"Cost, Schedule, Risk",Schedule optimization,CEO,4,10,,Critical,0.0,Schedule impact being assessed,
CO01771,40,PROJ01349,CONT01184,Regulatory Requirement,Regulatory Requirement - Foundation Work,Design Team,2024-09-26,2024-09-27,2024-10-18,,,,Approved,Medium,1951635454.39,12422291.23,0.64,True,11,"Cost, Schedule, Resources",Quality enhancement,Project Manager,0,6,,Medium,61.79,Schedule impact being assessed,22
CO01772,11,PROJ01533,CONT00351,Site Condition,Site Condition - Facade,Design Team,2025-01-27,2025-01-30,2025-02-07,,2025-02-21,2025-03-16,Closed,Critical,594025953.57,72569754.55,12.22,True,29,"Cost, Schedule, Risk",Unforeseen circumstances,CEO,5,7,,High,74.45,Under technical review,11
CO01773,27,PROJ00054,CONT01222,Unforeseen Condition,Unforeseen Condition - MEP System,Design Team,2025-09-19,2025-09-22,2025-11-03,,,,Approved,High,3395369459.16,96599048.22,2.85,True,59,"Cost, Schedule, Resources",Quality enhancement,Project Manager,0,9,,Low,44.76,Client approval pending,45
CO01774,17,PROJ00289,CONT00486,Material Substitution,Material Substitution - Structure,Vendor,2024-08-10,2024-08-12,,,,,Cancelled,Medium,3955545232.21,19918278.83,0.5,True,-28,"Cost, Schedule",Regulatory compliance,Technical Head,0,4,,Low,0.0,,
CO01775,34,PROJ00130,CONT01817,Quality Downgrade,Quality Downgrade - MEP System,Site Engineer,2024-10-10,2024-10-11,,2024-10-17,,,Rejected,Medium,3734445540.92,-42877238.66,1.15,False,5,"Cost, Schedule, Quality, Resources",Schedule optimization,Technical Head,3,5,Client disapproval,Medium,0.0,Cost analysis in progress,7
CO01776,20,PROJ00145,CONT00180,Quality Upgrade,Quality Upgrade - Foundation Work,Contractor,2025-12-21,2025-12-22,,,,,Under Review,Low,4981926847.41,78060946.68,1.57,True,-5,"Cost, Schedule, Quality, Resources",Quality enhancement,Technical Head,2,2,,Low,0.0,Cost analysis in progress,
CO01777,35,PROJ01668,CONT01901,Specification Change,Specification Change - Facade,Client,2025-05-02,2025-05-03,2025-05-11,,2025-05-15,,Implemented,High,3554422682.86,-5323955.92,0.15,False,45,"Cost, Schedule",Site conditions,Project Manager,0,6,,Low,0.0,Under technical review,9
CO01778,9,PROJ00917,CONT00094,Technical Issue,Technical Issue - MEP System,Regulatory Authority,2025-11-03,2025-11-05,2025-11-21,,2025-12-18,,Implemented,Medium,2180598132.38,32522919.55,1.49,True,19,"Cost, Schedule",Technical necessity,Technical Head,3,2,,Low,56.53,Urgent approval required,18
CO01779,42,PROJ00574,CONT00385,Quantity Decrease,Quantity Decrease - Interior,Vendor,2025-04-20,2025-04-21,2025-05-23,,,,Approved,Low,1143921261.64,-11836677.66,1.03,False,4,"Cost, Schedule, Resources",Site conditions,Project Director,2,8,,Low,0.0,Under technical review,33
CO01780,19,PROJ00025,CONT01289,Specification Change,Specification Change - Foundation Work,Contractor,2025-05-11,2025-05-14,2025-05-26,,2025-05-30,,Implemented,Medium,1747517934.41,93710.01,0.01,True,32,"Cost, Schedule",Design improvement,Client Representative,5,5,,Medium,39.63,,15
CO01781,6,PROJ00268,CONT01346,Unforeseen Condition,Unforeseen Condition - Structure,Contractor,2024-07-20,2024-07-25,,2024-08-09,,,Rejected,High,4023613705.82,39986485.12,0.99,True,76,"Cost, Schedule",Schedule optimization,CEO,3,7,Client disapproval,Low,0.0,Cost analysis in progress,20
CO01782,30,PROJ01025,CONT00984,Design Change,Design Change - Foundation Work,Project Manager,2025-10-12,2025-10-14,2025-10-21,,2025-11-01,,Implemented,High,2711852308.79,36064110.2,1.33,True,83,"Cost, Schedule",Regulatory compliance,Project Manager,0,6,,Medium,33.91,Approved with conditions,9
CO01783,6,PROJ01904,CONT01045,Value Engineering,Value Engineering - External Works,Project Manager,2025-03-25,2025-03-30,2025-04-26,,,,Approved,Medium,655999164.57,33328089.0,5.08,True,28,"Cost, Schedule, Risk",Client requirement,CEO,0,7,,High,66.34,Design team reviewing,32
CO01784,37,PROJ01270,CONT00395,Specification Change,Specification Change - External Works,Design Team,2025-05-07,2025-05-10,2025-06-02,,2025-06-24,,Implemented,Medium,3342206923.79,58043901.03,1.74,True,-13,"Cost, Schedule",Regulatory compliance,Commercial Manager,0,7,,Medium,12.18,Approved with conditions,26
CO01785,21,PROJ00467,CONT01058,Client Request,Client Request - Structure,Client,2025-08-16,2025-08-19,2025-09-04,,,,Approved,Low,4887893646.71,60832233.13,1.24,True,25,"Cost, Schedule",Risk mitigation,Client Representative,0,7,,Medium,57.77,Design team reviewing,19
CO01786,49,PROJ01473,CONT00690,Quality Downgrade,Quality Downgrade - Interior,Design Team,2025-04-08,2025-04-13,2025-05-22,,2025-06-15,,Implemented,Low,1483836138.93,-38447413.51,2.59,False,-13,"Cost, Schedule, Quality",Schedule optimization,Technical Head,4,10,,Low,0.0,Client approval pending,44
CO01787,7,PROJ01997,CONT01994,Scope Reduction,Scope Reduction - Interior,Client,2024-09-27,2024-09-28,,2024-10-26,,,Rejected,Low,3920167426.65,-34598543.64,0.88,False,-30,"Cost, Schedule, Scope, Resources",Schedule optimization,Project Director,0,4,Not justified,Medium,0.0,Under technical review,29
CO01788,24,PROJ01410,CONT00909,Unforeseen Condition,Unforeseen Condition - Facade,Client,2025-03-26,2025-03-30,2025-05-02,,2025-05-07,2025-06-14,Closed,High,564413956.69,83158480.03,14.73,True,44,"Cost, Schedule, Resources, Risk",Technical necessity,Client Representative,3,4,,Critical,31.04,,37
CO01789,17,PROJ00122,CONT01425,Safety Requirement,Safety Requirement - Structure,Vendor,2025-10-14,2025-10-18,2025-10-21,,2025-10-31,,Implemented,High,663403841.45,-47649251.69,7.18,False,-8,"Cost, Schedule, Risk",Design improvement,Project Director,5,6,,High,0.0,Cost analysis in progress,7
CO01790,2,PROJ01610,CONT01546,Value Engineering,Value Engineering - Foundation Work,Consultant,2025-02-25,2025-03-02,2025-04-03,,2025-04-27,,Implemented,Medium,4216526474.38,48911053.42,1.16,True,34,"Cost, Schedule, Resources",Unforeseen circumstances,CEO,0,5,,Low,28.25,Cost analysis in progress,37
CO01791,30,PROJ01052,CONT00208,Value Engineering,Value Engineering - Facade,Consultant,2025-04-14,2025-04-17,2025-05-24,,2025-05-30,,Implemented,Medium,2079322201.93,36041556.11,1.73,True,3,"Cost, Schedule",Regulatory compliance,Technical Head,3,6,,Low,19.51,Under technical review,40
CO01792,23,PROJ01668,CONT00542,Regulatory Requirement,Regulatory Requirement - External Works,Design Team,2025-09-29,2025-09-30,2025-11-05,,2025-11-09,,Implemented,Medium,2599512333.1,-31295235.27,1.2,False,14,"Cost, Schedule",Regulatory compliance,Commercial Manager,2,5,,Low,0.0,Design team reviewing,37
CO01793,44,PROJ01820,CONT00781,Unforeseen Condition,Unforeseen Condition - MEP System,Client,2025-02-02,2025-02-04,,2025-02-13,,,Rejected,Medium,1128926199.39,-29289147.28,2.59,False,16,"Cost, Schedule, Resources",Site conditions,Project Manager,0,3,Cost too high,Low,0.0,Client approval pending,11
CO01794,1,PROJ00057,CONT00777,Unforeseen Condition,Unforeseen Condition - Building Wing,Project Manager,2024-11-21,2024-11-23,2024-12-09,,2024-12-14,,Implemented,Low,3283114639.35,-19414577.2,0.59,False,9,"Cost, Schedule",Technical necessity,Commercial Manager,3,5,,Medium,0.0,Cost analysis in progress,18
CO01795,43,PROJ01148,CONT00544,Material Substitution,Material Substitution - MEP System,Regulatory Authority,2025-09-06,2025-09-11,2025-10-19,,2025-11-13,2025-12-27,Closed,Low,706098452.8,11403576.41,1.62,True,-10,"Cost, Schedule, Resources",Technical necessity,Commercial Manager,5,3,,Medium,69.57,Design team reviewing,43
CO01796,29,PROJ00645,CONT00430,Method Change,Method Change - Facade,Consultant,2024-11-21,2024-11-26,2024-12-04,,2024-12-15,,Implemented,Low,2696842041.04,57975497.44,2.15,True,24,"Cost, Schedule",Client requirement,Client Representative,1,5,,Medium,48.86,Cost analysis in progress,13
CO01797,33,PROJ01691,CONT00713,Scope Reduction,Scope Reduction - Interior,Project Manager,2025-01-30,2025-01-31,2025-03-09,,,,Approved,Low,4391886222.06,-10226951.78,0.23,False,3,"Cost, Schedule, Scope, Resources",Client requirement,CEO,5,10,,Low,0.0,,38
CO01798,24,PROJ01656,CONT00434,Quantity Increase,Quantity Increase - External Works,Site Engineer,2025-08-25,2025-08-29,2025-10-01,,2025-10-12,,Implemented,Low,1854829817.16,45672319.58,2.46,True,29,"Cost, Schedule",Technical necessity,Project Manager,4,5,,Low,31.43,Schedule impact being assessed,37
CO01799,4,PROJ01653,CONT00109,Client Request,Client Request - Building Wing,Regulatory Authority,2024-08-01,2024-08-05,2024-08-31,,2024-09-28,,Implemented,Low,4627249432.09,8526192.19,0.18,True,19,"Cost, Schedule",Regulatory compliance,Technical Head,1,10,,Medium,73.22,Schedule impact being assessed,30
CO01800,25,PROJ01338,CONT01648,Scope Addition,Scope Addition - Facade,Contractor,2025-08-16,2025-08-18,2025-09-15,,,,Approved,High,694288719.51,133463180.76,19.22,True,37,"Cost, Schedule, Scope, Resources, Risk",Quality enhancement,Technical Head,3,2,,High,62.9,Urgent approval required,30
CO01801,40,PROJ01175,CONT01708,Quality Downgrade,Quality Downgrade - Foundation Work,Site Engineer,2024-09-14,2024-09-17,,,,,Cancelled,Critical,252302056.24,-29055980.61,11.52,False,10,"Cost, Schedule, Quality, Risk",Schedule optimization,Project Director,5,8,,High,0.0,Cost analysis in progress,
CO01802,4,PROJ00270,CONT00762,Quality Downgrade,Quality Downgrade - Interior,Site Engineer,2025-04-29,2025-05-02,2025-05-15,,2025-06-01,,Implemented,Medium,3402534138.48,-30679360.93,0.9,False,44,"Cost, Schedule, Quality",Design improvement,Client Representative,3,3,,Medium,0.0,Schedule impact being assessed,16
CO01803,47,PROJ01168,CONT00849,Quantity Increase,Quantity Increase - MEP System,Site Engineer,2025-01-09,2025-01-10,2025-01-27,,2025-02-13,2025-04-05,Closed,Medium,3585146706.95,56335675.14,1.57,True,14,"Cost, Schedule",Site conditions,Project Manager,5,4,,Medium,61.05,Cost analysis in progress,18
CO01804,10,PROJ00272,CONT01741,Quantity Increase,Quantity Increase - Building Wing,Consultant,2025-06-02,2025-06-04,2025-07-09,,2025-07-24,2025-08-04,Closed,Medium,3038536406.52,35256939.43,1.16,True,40,"Cost, Schedule, Resources",Cost optimization,Project Manager,5,2,,Medium,78.49,Schedule impact being assessed,37
CO01805,25,PROJ01492,CONT01891,Method Change,Method Change - Interior,Design Team,2025-09-27,2025-09-28,2025-10-05,,2025-10-19,,Implemented,High,495767533.78,32864716.7,6.63,True,-1,"Cost, Schedule, Resources, Risk",Design improvement,Client Representative,4,4,,Medium,43.38,Schedule impact being assessed,8
CO01806,22,PROJ01391,CONT01304,Site Condition,Site Condition - Foundation Work,Consultant,2024-10-11,2024-10-14,2024-10-29,,2024-11-07,,Implemented,Critical,3921234287.79,84987981.71,2.17,True,67,"Cost, Schedule",Quality enhancement,Client Representative,1,9,,Low,61.2,Client approval pending,18
CO01807,34,PROJ01466,CONT00903,Quality Upgrade,Quality Upgrade - Facade,Regulatory Authority,2025-06-29,2025-07-01,2025-07-30,,,,Approved,Critical,491077541.13,143984943.78,29.32,True,-8,"Cost, Schedule, Quality, Risk",Schedule optimization,Client Representative,0,6,,High,72.58,Schedule impact being assessed,31
CO01808,34,PROJ01954,CONT01428,Regulatory Requirement,Regulatory Requirement - Facade,Regulatory Authority,2025-01-20,2025-01-24,,2025-02-01,,,Rejected,Medium,1161222772.94,24507752.14,2.11,True,8,"Cost, Schedule",Client requirement,Project Director,4,10,Schedule impact unacceptable,Low,0.0,,12
CO01809,43,PROJ00455,CONT00063,Site Condition,Site Condition - Building Wing,Vendor,2025-06-06,2025-06-08,2025-07-13,,,,Approved,High,4222353376.76,20060899.24,0.48,True,34,"Cost, Schedule, Resources",Technical necessity,CEO,2,10,,Medium,13.62,Client approval pending,37
CO01810,30,PROJ01402,CONT01414,Site Condition,Site Condition - Facade,Client,2024-07-17,2024-07-18,2024-08-23,,,,Approved,Medium,831950361.42,31616600.29,3.8,True,7,"Cost, Schedule",Design improvement,CEO,5,9,,Low,71.0,Under technical review,37
CO01811,49,PROJ01070,CONT01197,Quantity Increase,Quantity Increase - MEP System,Consultant,2025-04-30,2025-05-01,2025-05-15,,2025-05-25,2025-06-12,Closed,Medium,3021423975.98,98261169.58,3.25,True,5,"Cost, Schedule, Resources",Quality enhancement,Technical Head,4,9,,Medium,18.05,Design team reviewing,15
CO01812,40,PROJ00913,CONT01618,Scope Addition,Scope Addition - Foundation Work,Consultant,2025-06-19,2025-06-23,2025-06-26,,2025-07-18,,Implemented,High,167426952.82,140712266.04,84.04,True,72,"Cost, Schedule, Scope, Risk",Site conditions,Project Director,1,6,,High,76.28,Urgent approval required,7
CO01813,33,PROJ00097,CONT00909,Safety Requirement,Safety Requirement - Structure,Vendor,2025-01-14,2025-01-19,2025-02-11,,2025-02-14,,Implemented,Low,2626804280.53,67205508.22,2.56,True,5,"Cost, Schedule, Resources",Unforeseen circumstances,Project Manager,2,2,,Medium,53.3,,28
CO01814,16,PROJ00361,CONT01846,Regulatory Requirement,Regulatory Requirement - Structure,Site Engineer,2024-11-30,2024-12-01,,,,,Cancelled,Medium,726886699.21,-23302790.71,3.21,False,12,"Cost, Schedule, Resources",Technical necessity,Client Representative,0,6,,Low,0.0,Schedule impact being assessed,
