po_number,vendor_id,vendor_name,contract_id,item_category,item_description,quantity_ordered,quantity_delivered,unit,unit_price,total_amount,gst_rate,gst_amount,discount_pct,discount_amount,total_with_gst,final_amount,amount_paid,outstanding_amount,po_date,acknowledgment_date,expected_delivery_date,actual_delivery_date,days_to_deliver,delay_days,po_status,delivery_status,quality_rating,payment_terms,delivery_terms,incoterms,delivery_location,priority,amendment_count,compliance_status,buyer_name,approver_name,cancellation_reason,notes,delivery_completion_pct,payment_completion_pct
PO01447,VEN00056,Vendor 56,CONT01347,Insulation Material,Insulation Material - Grade Premium,74,74,Bags,6651.42,492205.13,18,88596.92,6.8,33493.63,580802.06,547308.43,547308.43,0.0,2025-03-28,2025-03-30,2025-07-29,2025-07-17,111.0,0,Delivered,On Time,Average,Net 30 days,Ex-Factory,EXW,Site C - Bangalore,High,0,Compliant,Project Manager,CFO,,Awaiting quality approval,100.0,100.0
PO01448,VEN00487,Vendor 487,,Lighting Fixtures,Lighting Fixtures - Grade C,2438,700,Quintal,4476.56,10913852.01,5,545692.6,0.0,0.0,11459544.61,11459544.61,1869582.22,9589962.4,2025-10-29,2025-11-03,2026-03-25,,,0,On Hold,On Hold,Not Rated,Bank Guarantee,Ex-Works,DDP,Main Office,Low,0,Pending,Site Engineer,Project Director,,Urgent delivery required,28.71,16.31
PO01449,VEN01014,Vendor 1014,CONT00646,Pumps,Pumps - Grade B,381,184,Feet,1505.16,573465.31,28,160570.29,0.0,0.0,734035.59,734035.59,289414.67,444620.92,2025-01-25,2025-01-26,2025-06-26,2025-08-08,195.0,43,Partially Delivered,Delayed,Not Rated,Cash on Delivery,FOB,DDP,Site C - Bangalore,Medium,0,Pending,Project Manager,Vice President,,Quality inspection mandatory,48.29,39.43
PO01450,VEN01597,Vendor 1597,,TMT Bars,TMT Bars - Grade C,59,9,Square Meter,7520.21,443692.41,5,22184.62,0.0,0.0,465877.03,465877.03,114144.1,351732.93,2024-08-29,2024-08-30,2025-02-08,,,0,On Hold,On Hold,Not Rated,Net 60 days,CIF,DDP,Warehouse - Pune,High,0,Pending,Purchase Manager,Project Director,,Urgent delivery required,15.25,24.5
PO01451,VEN01784,Vendor 1784,CONT01411,Marble,Marble - Grade Standard,14,2,Units,141.88,1986.39,18,357.55,8.1,160.97,2343.94,2182.97,0.0,2182.97,2025-04-14,2025-04-18,2025-09-19,,,0,Delayed,Delayed,Not Rated,Net 60 days,DDP,EXW,Project Site,Medium,0,Pending,Procurement Head,Project Director,,Vendor confirmed delivery,14.29,0.0
PO01452,VEN01156,Vendor 1156,CONT01607,Aluminum,Aluminum - Grade C,1012,1012,Loads,9774.48,9891778.0,12,1187013.36,0.0,0.0,11078791.35,11078791.35,9495030.09,1583761.27,2025-08-26,2025-09-02,2025-12-24,2026-02-15,173.0,53,Completed,Delayed,Average,Cash on Delivery,Door Delivery,EXW,Warehouse - Pune,Medium,3,Compliant,Materials Manager,Vice President,,,100.0,85.7
PO01453,VEN00598,Vendor 598,CONT01607,Plumbing Fixtures,Plumbing Fixtures - Grade B,15,15,MT,3761.5,56422.51,18,10156.05,9.49,5354.81,66578.56,61223.75,61223.75,0.0,2025-03-19,2025-03-25,2025-05-09,2025-05-25,67.0,16,Completed,Delivered,Excellent,LC at Sight,FOB,EXW,Project Site,Medium,1,Compliant,Procurement Head,General Manager,,Awaiting quality approval,100.0,100.0
PO01454,VEN00183,Vendor 183,CONT00583,Steel Bars,Steel Bars - Grade C,66,66,Ton,4595.17,303281.13,0,0.0,6.43,19500.51,303281.13,283780.62,283780.62,0.0,2025-02-21,2025-02-26,2025-06-16,2025-08-01,161.0,46,Delivered,Delayed,Excellent,30-60-90 days,FOB,DAP,Project Site,Medium,2,Compliant,Purchase Manager,CFO,,,100.0,100.0
PO01455,VEN01937,Vendor 1937,,Scaffolding,Scaffolding - Grade B,3303,0,Bags,8721.19,28806104.25,12,3456732.51,0.0,0.0,32262836.76,32262836.76,0.0,32262836.76,2024-08-26,,2024-10-30,,,0,Cancelled,Cancelled,Not Rated,Cash on Delivery,CIF,DAP,Main Office,Low,2,Pending,Materials Manager,General Manager,Project Cancelled,As per contract terms,0.0,0.0
PO01456,VEN00534,Vendor 534,CONT01303,Lighting Fixtures,Lighting Fixtures - Grade Premium,61,0,Ton,3633.96,221671.74,28,62068.09,7.68,17025.37,283739.83,266714.46,48921.78,217792.68,2025-12-02,2025-12-09,2026-03-08,,,0,In Progress,In Transit,Not Rated,"Advance 20%, Balance 80%",Door Delivery,EXW,Factory - Gujarat,Medium,1,Pending,Materials Manager,General Manager,,Quality inspection mandatory,0.0,18.34
PO01457,VEN01513,Vendor 1513,CONT01157,Gypsum Boards,Gypsum Boards - Grade Standard,5113,352,Truckloads,9699.37,49592870.29,28,13886003.68,2.82,1399103.28,63478873.97,62079770.69,0.0,62079770.69,2025-09-10,2025-09-12,2026-01-19,,,0,On Hold,On Hold,Not Rated,Against Delivery,Door Delivery,DDP,Site B - Delhi,Medium,0,Pending,Site Engineer,General Manager,,Awaiting quality approval,6.88,0.0
PO01458,VEN00517,Vendor 517,CONT01900,Air Conditioners,Air Conditioners - Grade Premium,289,289,Meters,1169.25,337913.09,18,60824.36,0.0,0.0,398737.45,398737.45,398737.45,0.0,2025-05-27,2025-05-30,2025-10-11,2025-11-15,172.0,35,Completed,Delayed,Excellent,Net 60 days,FCA,DAP,Site A - Mumbai,Medium,1,Compliant,Project Manager,CFO,,,100.0,100.0
PO01459,VEN01264,Vendor 1264,CONT00246,Escalators,Escalators - Grade B,4106,169,Quintal,4522128.2,18567858374.55,5,928392918.73,0.0,0.0,19496251293.28,19496251293.28,3247952449.41,16248298843.87,2024-10-29,2024-11-01,2024-12-07,,,0,Delayed,Delayed,Not Rated,"Advance 20%, Balance 80%",Ex-Factory,FOB,Main Office,Medium,2,Pending,Procurement Head,CFO,,Complete delivery in one lot,4.12,16.66
PO01460,VEN01984,Vendor 1984,CONT01351,Doors,Doors - Grade B,878,146,Nos,8001.8,7025579.51,0,0.0,9.46,664353.84,7025579.51,6361225.67,807922.7,5553302.97,2025-10-10,2025-10-17,2026-04-04,,,0,On Hold,On Hold,Not Rated,"Advance 20%, Balance 80%",Door Delivery,DAP,Factory - Gujarat,Medium,1,Pending,Site Engineer,Director,,Vendor confirmed delivery,16.63,12.7
PO01461,VEN01508,Vendor 1508,,Tiles,Tiles - Grade Premium,501,501,Quintal,167.69,84011.84,12,10081.42,0.0,0.0,94093.26,94093.26,94093.26,0.0,2025-02-22,2025-02-23,2025-07-13,2025-07-13,141.0,0,Delivered,On Time,Excellent,Net 90 days,DAP,CIF,Factory - Gujarat,High,0,Compliant,Site Engineer,Director,,Quality inspection mandatory,100.0,100.0
PO01462,VEN00426,Vendor 426,CONT01923,Structural Steel,Structural Steel - Grade C,931,931,Nos,7750.04,7215290.46,18,1298752.28,0.0,0.0,8514042.75,8514042.75,8514042.75,0.0,2025-08-24,2025-08-26,2025-12-24,2026-02-16,176.0,54,Completed,Delayed,Good,Net 30 days,Door Delivery,DDP,Distribution Center,Medium,1,Compliant,Contracts Manager,General Manager,,Awaiting quality approval,100.0,100.0
PO01463,VEN00386,Vendor 386,CONT00067,Construction Equipment,Construction Equipment - Grade B,94,94,Pieces,4751.64,446653.81,18,80397.69,0.0,0.0,527051.5,527051.5,527051.5,0.0,2025-08-04,2025-08-07,2025-12-16,2026-01-22,171.0,37,Delivered,Delayed,Excellent,Bank Guarantee,Delivered to Site,DAP,Main Office,Low,3,Minor Issues,Site Engineer,Vice President,,,100.0,100.0
PO01464,VEN01986,Vendor 1986,CONT01447,Escalators,Escalators - Grade C,577,27,Nos,1405642.79,811055890.79,18,145990060.34,0.0,0.0,957045951.13,957045951.13,0.0,957045951.13,2025-06-22,2025-06-27,2025-08-09,,,0,On Hold,On Hold,Not Rated,Cash on Delivery,Delivered to Site,DAP,Factory - Gujarat,Medium,2,Pending,Procurement Head,Senior Manager,,Awaiting quality approval,4.68,0.0
PO01465,VEN01839,Vendor 1839,CONT01027,Granite,Granite - Grade B,197,197,Quintal,318.59,62762.79,12,7531.53,0.0,0.0,70294.32,70294.32,60702.4,9591.92,2024-08-29,2024-09-04,2025-01-21,2025-02-01,156.0,11,Delivered,Delivered,Good,Progress Payment,DDP,CIF,Site B - Delhi,Medium,2,Compliant,Contracts Manager,General Manager,,Complete delivery in one lot,100.0,86.35
PO01466,VEN01108,Vendor 1108,CONT00323,Aluminum,Aluminum - Grade Premium,5976,5976,Pieces,8381.84,50089851.65,28,14025158.46,0.0,0.0,64115010.11,64115010.11,64115010.11,0.0,2024-08-12,2024-08-13,2025-01-24,2025-02-02,174.0,9,Completed,Delivered,Excellent,"Advance 30%, Balance 70%",DAP,CIF,Site B - Delhi,Medium,1,Minor Issues,Materials Manager,Project Director,,Quality inspection mandatory,100.0,100.0
PO01467,VEN00045,Vendor 45,CONT01587,Ventilation Systems,Ventilation Systems - Grade A,1751,152,Meters,4032.06,7060142.24,5,353007.11,0.0,0.0,7413149.35,7413149.35,0.0,7413149.35,2025-11-06,2025-11-08,2026-02-18,,,0,Delayed,Delayed,Not Rated,Net 60 days,DAP,DAP,Site C - Bangalore,Medium,1,Pending,Materials Manager,General Manager,,Awaiting quality approval,8.68,0.0
PO01468,VEN01970,Vendor 1970,CONT01931,Aluminum,Aluminum - Grade C,5494,3127,Bags,3298.47,18121815.89,18,3261926.86,9.12,1652721.63,21383742.75,19731021.12,9067672.96,10663348.16,2025-12-04,2025-12-08,2026-01-22,2026-01-09,36.0,0,Partially Delivered,Partially Delivered,Average,Net 60 days,Door Delivery,FOB,Factory - Gujarat,Medium,5,Pending,Contracts Manager,CFO,,,56.92,45.96
PO01469,VEN00811,Vendor 811,CONT00767,Bricks,Bricks - Grade Standard,8205,8205,Square Meter,515.52,4229879.08,5,211493.95,0.0,0.0,4441373.03,4441373.03,4441373.03,0.0,2025-09-12,2025-09-14,2025-12-25,2026-02-15,156.0,52,Delivered,Delayed,Average,Bank Guarantee,CIF,DDP,Site C - Bangalore,Medium,1,Compliant,Site Engineer,General Manager,,Urgent delivery required,100.0,100.0
PO01470,VEN00699,Vendor 699,CONT01514,Safety Equipment,Safety Equipment - Grade Premium,32,32,Square Meter,2925.62,93619.92,12,11234.39,5.59,5234.36,104854.31,99619.95,99619.95,0.0,2025-03-21,2025-03-26,2025-08-24,2025-10-16,209.0,53,Completed,Delayed,Average,30-60-90 days,Ex-Works,FOB,Site C - Bangalore,Low,1,Compliant,Procurement Head,CFO,,Partial delivery acceptable,100.0,100.0
PO01471,VEN00355,Vendor 355,,Escalators,Escalators - Grade B,7430,4108,Pieces,3968851.46,29488566361.33,12,3538627963.36,0.0,0.0,33027194324.68,33027194324.68,16602756546.65,16424437778.03,2025-03-10,2025-03-17,2025-08-12,2025-09-17,191.0,36,Partially Delivered,Delayed,Average,"Advance 30%, Balance 70%",DAP,DAP,Main Office,Medium,0,Pending,Contracts Manager,Vice President,,Awaiting quality approval,55.29,50.27
PO01472,VEN00444,Vendor 444,CONT01227,Windows,Windows - Grade B,71,71,Nos,2515.69,178613.75,18,32150.47,0.0,0.0,210764.22,210764.22,189136.87,21627.36,2025-01-27,2025-01-28,2025-07-15,2025-09-01,217.0,48,Delivered,Delayed,Average,Net 30 days,FOB,CIF,Site A - Mumbai,Urgent,0,Compliant,Purchase Manager,CFO,,Partial delivery acceptable,100.0,89.74
PO01473,VEN00485,Vendor 485,,Pumps,Pumps - Grade C,96,0,Quintal,3192.59,306488.21,0,0.0,0.0,0.0,306488.21,306488.21,0.0,306488.21,2025-11-18,2025-11-20,2026-01-08,,,0,In Progress,In Transit,Not Rated,Net 90 days,FCA,CIF,Warehouse - Pune,High,3,Pending,Purchase Manager,Project Director,,Quality inspection mandatory,0.0,0.0
PO01474,VEN00795,Vendor 795,CONT00268,Pumps,Pumps - Grade Premium,61,0,Bags,9539.01,581879.52,5,29093.98,0.0,0.0,610973.5,610973.5,0.0,610973.5,2025-11-14,2025-11-17,2026-05-03,,,0,In Progress,In Transit,Not Rated,Bank Guarantee,CIF,DAP,Main Office,Low,2,Pending,Materials Manager,Project Director,,Urgent delivery required,0.0,0.0
PO01475,VEN00685,Vendor 685,CONT01237,Safety Equipment,Safety Equipment - Grade Standard,56,56,MT,7736.4,433238.22,5,21661.91,0.0,0.0,454900.14,454900.14,454900.14,0.0,2025-01-31,2025-02-03,2025-06-15,2025-07-23,173.0,38,Delivered,Delayed,Poor,"Advance 30%, Balance 70%",FCA,FOB,Site A - Mumbai,High,1,Compliant,Purchase Manager,CFO,,As per contract terms,100.0,100.0
PO01476,VEN01652,Vendor 1652,CONT01080,Pumps,Pumps - Grade Premium,527,0,Units,3019.04,1591035.38,5,79551.77,4.93,78448.54,1670587.15,1592138.61,0.0,1592138.61,2025-12-15,2025-12-16,2026-02-26,,,0,Acknowledged,Not Started,Not Rated,Bank Guarantee,Ex-Factory,DDP,Project Site,High,0,Pending,Materials Manager,Project Director,,Partial delivery acceptable,0.0,0.0
PO01477,VEN00310,Vendor 310,,Sanitary Ware,Sanitary Ware - Grade Standard,352,162,Feet,5316.54,1871422.77,28,523998.37,0.0,0.0,2395421.14,2395421.14,504877.21,1890543.93,2025-09-04,2025-09-08,2025-12-23,,,0,Delayed,Delayed,Not Rated,30-60-90 days,CIF,DAP,Site B - Delhi,Low,0,Pending,Procurement Head,CFO,,Quality inspection mandatory,46.02,21.08
PO01478,VEN00137,Vendor 137,CONT01482,Copper Pipes,Copper Pipes - Grade A,859,859,Meters,4452.04,3824305.97,0,0.0,9.48,362615.46,3824305.97,3461690.51,3461690.51,0.0,2025-02-28,2025-03-06,2025-07-14,2025-08-28,181.0,45,Completed,Delayed,Below Average,Cash on Delivery,DAP,FOB,Main Office,Medium,3,Minor Issues,Project Manager,Project Director,,Vendor confirmed delivery,100.0,100.0
PO01479,VEN01341,Vendor 1341,,Transformers,Transformers - Grade Premium,10,3,Loads,103071.16,1030711.55,18,185528.08,0.0,0.0,1216239.63,1216239.63,330738.69,885500.94,2024-11-20,2024-11-26,2025-01-11,2025-01-09,50.0,0,Partially Delivered,Partially Delivered,Not Rated,Net 60 days,Ex-Factory,CIF,Site B - Delhi,Low,3,Pending,Site Engineer,Senior Manager,,Amendment requested,30.0,27.19
PO01480,VEN00333,Vendor 333,,Aluminum,Aluminum - Grade C,694,0,MT,5740.39,3983830.8,12,478059.7,0.0,0.0,4461890.5,4461890.5,0.0,4461890.5,2025-12-06,2025-12-13,2026-01-21,,,0,In Progress,In Transit,Not Rated,LC at Sight,FOB,DAP,Main Office,High,4,Pending,Materials Manager,General Manager,,Partial delivery acceptable,0.0,0.0
PO01481,VEN00556,Vendor 556,CONT00354,Wiring,Wiring - Grade A,949,949,Feet,2820.03,2676208.84,28,749338.48,0.0,0.0,3425547.32,3425547.32,3425547.32,0.0,2024-10-17,2024-10-22,2024-12-22,2024-12-14,58.0,0,Delivered,On Time,Average,"Advance 20%, Balance 80%",Ex-Works,FOB,Project Site,High,1,Compliant,Materials Manager,Project Director,,Vendor confirmed delivery,100.0,100.0
PO01482,VEN01257,Vendor 1257,,PVC Pipes,PVC Pipes - Grade Premium,575,575,Units,1964.42,1129539.43,5,56476.97,0.0,0.0,1186016.4,1186016.4,926153.83,259862.58,2025-04-18,2025-04-19,2025-08-09,2025-08-28,132.0,19,Completed,Delivered,Good,"Advance 30%, Balance 70%",FOB,DAP,Distribution Center,Low,2,Non-Compliant,Procurement Head,Senior Manager,,Quality inspection mandatory,100.0,78.09
PO01483,VEN01908,Vendor 1908,CONT01381,Electrical Cables,Electrical Cables - Grade Premium,4100,4100,Ton,4339.53,17792074.63,12,2135048.96,0.0,0.0,19927123.58,19927123.58,19927123.58,0.0,2024-08-29,2024-09-01,2025-02-12,2025-02-11,166.0,0,Completed,Delivered,Good,Progress Payment,DDP,FOB,Distribution Center,Medium,1,Compliant,Contracts Manager,CFO,,Amendment requested,100.0,100.0
PO01484,VEN00493,Vendor 493,CONT01438,Glass,Glass - Grade C,434,434,Units,1028.41,446331.76,18,80339.72,0.0,0.0,526671.48,526671.48,498163.96,28507.52,2024-09-04,2024-09-06,2024-10-12,2024-11-12,69.0,31,Completed,Delayed,Average,Net 45 days,Ex-Factory,DDP,Site B - Delhi,High,2,Compliant,Project Manager,General Manager,,Awaiting quality approval,100.0,94.59
PO01485,VEN01141,Vendor 1141,CONT00917,PVC Pipes,PVC Pipes - Grade A,586,0,Meters,4882.62,2861213.57,28,801139.8,0.0,0.0,3662353.37,3662353.37,652317.34,3010036.03,2025-12-04,2025-12-08,2026-04-02,,,0,In Progress,In Transit,Not Rated,Progress Payment,DAP,DAP,Site C - Bangalore,Low,1,Pending,Purchase Manager,Senior Manager,,Complete delivery in one lot,0.0,17.81
PO01486,VEN00158,Vendor 158,CONT01302,TMT Bars,TMT Bars - Grade A,2103,1048,Square Meter,5310.21,11167380.43,28,3126866.52,0.0,0.0,14294246.95,14294246.95,0.0,14294246.95,2024-08-25,2024-09-01,2025-02-02,,,0,Delayed,Delayed,Not Rated,Cash on Delivery,FOB,DAP,Site B - Delhi,Urgent,0,Pending,Procurement Head,Director,,Amendment requested,49.83,0.0
PO01487,VEN01919,Vendor 1919,CONT01235,Reinforcement Steel,Reinforcement Steel - Grade Standard,498,498,Pieces,3360.3,1673431.62,18,301217.69,0.0,0.0,1974649.31,1974649.31,1974649.31,0.0,2025-10-15,2025-10-21,2025-12-31,2026-01-12,89.0,12,Completed,Delivered,Good,"Advance 30%, Balance 70%",Delivered to Site,FOB,Main Office,High,1,Minor Issues,Procurement Head,CFO,,Amendment requested,100.0,100.0
PO01488,VEN01337,Vendor 1337,CONT00387,Mild Steel,Mild Steel - Grade B,751,751,Square Meter,7252.05,5446289.65,0,0.0,0.0,0.0,5446289.65,5446289.65,5446289.65,0.0,2025-09-25,2025-09-26,2026-01-12,2026-02-22,150.0,41,Delivered,Delayed,Good,Bank Guarantee,DAP,FOB,Site C - Bangalore,Medium,1,Compliant,Site Engineer,Senior Manager,,Vendor confirmed delivery,100.0,100.0
PO01489,VEN01161,Vendor 1161,,MCBs,MCBs - Grade B,942,942,Meters,6117.17,5762376.61,28,1613465.45,0.0,0.0,7375842.06,7375842.06,6123002.76,1252839.3,2024-08-21,2024-08-25,2025-01-24,2025-02-01,164.0,8,Delivered,Delivered,Good,Bank Guarantee,FCA,DAP,Site C - Bangalore,High,1,Compliant,Contracts Manager,General Manager,,Vendor confirmed delivery,100.0,83.01
PO01490,VEN00213,Vendor 213,,LED Lights,LED Lights - Grade A,40,40,Loads,3792.26,151690.45,0,0.0,0.0,0.0,151690.45,151690.45,111471.01,40219.44,2025-02-04,2025-02-06,2025-04-23,2025-06-20,136.0,58,Delivered,Delayed,Good,Progress Payment,DAP,FOB,Distribution Center,Low,2,Minor Issues,Purchase Manager,Director,,,100.0,73.49
PO01491,VEN01542,Vendor 1542,CONT01442,Plumbing Fixtures,Plumbing Fixtures - Grade A,255,0,Loads,9751.96,2486748.74,28,696289.65,9.67,240476.49,3183038.38,2942561.89,0.0,2942561.89,2025-12-25,2025-12-29,2026-06-07,,,0,Issued,Not Started,Not Rated,Bank Guarantee,Ex-Works,FOB,Factory - Gujarat,Medium,4,Pending,Contracts Manager,Vice President,,Urgent delivery required,0.0,0.0
PO01492,VEN01057,Vendor 1057,,False Ceiling,False Ceiling - Grade B,67,0,Sets,7172.26,480541.09,28,134551.51,0.0,0.0,615092.6,615092.6,0.0,615092.6,2025-03-04,,2025-06-11,,,0,Cancelled,Cancelled,Not Rated,Net 90 days,Door Delivery,FOB,Site B - Delhi,Low,1,Pending,Project Manager,Senior Manager,Duplicate Order,Quality inspection mandatory,0.0,0.0
PO01493,VEN00458,Vendor 458,CONT00913,Bricks,Bricks - Grade C,702,702,Bundles,4452.25,3125479.58,18,562586.32,2.12,66324.16,3688065.91,3621741.75,2720348.35,901393.4,2025-02-25,2025-03-03,2025-04-03,2025-04-17,51.0,14,Completed,Delivered,Below Average,"Advance 30%, Balance 70%",Door Delivery,EXW,Site A - Mumbai,High,0,Compliant,Procurement Head,Senior Manager,,As per contract terms,100.0,75.11
PO01494,VEN01157,Vendor 1157,CONT00476,Windows,Windows - Grade C,873,0,Loads,7661.29,6688304.4,12,802596.53,0.0,0.0,7490900.92,7490900.92,1387567.45,6103333.47,2024-09-01,,2025-02-19,,,0,Cancelled,Cancelled,Not Rated,Net 90 days,Ex-Factory,FOB,Distribution Center,Low,0,Pending,Purchase Manager,Director,Budget Constraints,Urgent delivery required,0.0,18.52
PO01495,VEN00781,Vendor 781,CONT01395,Sanitary Ware,Sanitary Ware - Grade A,439,217,Kg,7908.79,3471960.69,0,0.0,7.58,263025.14,3471960.69,3208935.55,337298.75,2871636.79,2025-09-26,2025-09-28,2026-03-21,,,0,Delayed,Delayed,Not Rated,30-60-90 days,FCA,DDP,Main Office,Low,0,Pending,Contracts Manager,General Manager,,Urgent delivery required,49.43,10.51
PO01496,VEN00472,Vendor 472,CONT01276,Sand,Sand - Grade Premium,8978,0,Liters,1065.47,9565825.23,28,2678431.06,0.0,0.0,12244256.3,12244256.3,0.0,12244256.3,2025-12-09,2025-12-11,2026-04-24,,,0,Issued,Not Started,Not Rated,Net 30 days,DAP,DDP,Main Office,Medium,0,Pending,Procurement Head,Project Director,,Amendment requested,0.0,0.0
PO01497,VEN01995,Vendor 1995,CONT00261,Wiring,Wiring - Grade Premium,238,111,Meters,7700.93,1832822.19,12,219938.66,6.6,121044.47,2052760.85,1931716.38,725106.89,1206609.49,2025-02-12,2025-02-14,2025-03-29,2025-04-11,58.0,13,Partially Delivered,Partially Delivered,Average,Bank Guarantee,CIF,CIF,Project Site,High,1,Pending,Contracts Manager,Senior Manager,,Amendment requested,46.64,37.54
PO01498,VEN01124,Vendor 1124,CONT01986,False Ceiling,False Ceiling - Grade A,39,39,Quintal,8611.02,335829.83,12,40299.58,0.0,0.0,376129.41,376129.41,376129.41,0.0,2024-11-08,2024-11-11,2025-04-25,2025-06-06,210.0,42,Completed,Delayed,Poor,Cash on Delivery,Door Delivery,FOB,Main Office,Urgent,1,Compliant,Purchase Manager,General Manager,,Vendor confirmed delivery,100.0,100.0
PO01499,VEN01852,Vendor 1852,,Generators,Generators - Grade C,5078,0,Square Meter,3782053.59,19205268139.36,18,3456948265.09,6.81,1308137327.8,22662216404.45,21354079076.65,0.0,21354079076.65,2025-11-18,2025-11-24,2026-01-16,,,0,In Progress,In Transit,Not Rated,Net 30 days,FOB,FOB,Project Site,Low,0,Pending,Procurement Head,CFO,,,0.0,0.0
PO01500,VEN00107,Vendor 107,CONT00981,Steel Bars,Steel Bars - Grade Standard,4216,47,Meters,2356.11,9933359.2,0,0.0,0.0,0.0,9933359.2,9933359.2,1493816.94,8439542.26,2025-02-24,2025-03-01,2025-08-05,,,0,On Hold,On Hold,Not Rated,"Advance 20%, Balance 80%",Delivered to Site,DDP,Distribution Center,Low,1,Pending,Purchase Manager,CFO,,Vendor confirmed delivery,1.11,15.04
PO01501,VEN00349,Vendor 349,CONT00039,Electrical Cables,Electrical Cables - Grade Standard,4521,4521,Units,4490.48,20301473.69,0,0.0,0.0,0.0,20301473.69,20301473.69,16784967.93,3516505.75,2025-08-22,2025-08-23,2025-12-10,2025-11-30,100.0,0,Delivered,On Time,Average,30-60-90 days,FCA,FOB,Project Site,Medium,0,Compliant,Project Manager,CFO,,Quality inspection mandatory,100.0,82.68
PO01502,VEN00754,Vendor 754,CONT01233,Steel Bars,Steel Bars - Grade C,4850,4850,Kg,940.79,4562815.65,18,821306.82,0.0,0.0,5384122.46,5384122.46,5384122.46,0.0,2024-08-15,2024-08-16,2024-11-18,2025-01-03,141.0,46,Completed,Delayed,Below Average,Cash on Delivery,Delivered to Site,CIF,Warehouse - Pune,Low,2,Minor Issues,Contracts Manager,General Manager,,As per contract terms,100.0,100.0
PO01503,VEN01435,Vendor 1435,CONT01196,Escalators,Escalators - Grade Premium,2483,1096,Quintal,1642907.56,4079339483.05,12,489520737.97,0.0,0.0,4568860221.02,4568860221.02,1647241138.55,2921619082.47,2024-11-09,2024-11-11,2025-04-18,2025-06-06,209.0,49,Partially Delivered,Delayed,Not Rated,Net 60 days,DAP,DDP,Site B - Delhi,Low,1,Pending,Purchase Manager,Vice President,,Quality inspection mandatory,44.14,36.05
PO01504,VEN01754,Vendor 1754,CONT00496,Elevators,Elevators - Grade B,3788,1103,Square Meter,4906098.53,18584301232.92,0,0.0,4.13,767389973.98,18584301232.92,17816911258.94,3828613691.19,13988297567.75,2024-09-25,2024-09-28,2025-01-16,,,0,On Hold,On Hold,Not Rated,30-60-90 days,DAP,FOB,Warehouse - Pune,Low,0,Pending,Site Engineer,CFO,,As per contract terms,29.12,21.49
PO01505,VEN01320,Vendor 1320,CONT01148,Concrete Mixers,Concrete Mixers - Grade Standard,386,386,Loads,4238.81,1636182.35,12,196341.88,5.76,94246.89,1832524.24,1738277.35,1738277.35,0.0,2024-11-26,2024-12-03,2025-04-27,2025-06-18,204.0,52,Delivered,Delayed,Excellent,Net 90 days,DAP,CIF,Site C - Bangalore,High,1,Minor Issues,Site Engineer,Project Director,,Amendment requested,100.0,100.0
PO01506,VEN00628,Vendor 628,CONT01653,Escalators,Escalators - Grade Premium,5469,5469,Kg,4523575.69,24739435432.05,5,1236971771.6,0.0,0.0,25976407203.66,25976407203.66,25976407203.66,0.0,2025-09-05,2025-09-09,2025-11-22,2025-12-20,106.0,28,Delivered,Delivered,Good,Against Delivery,DDP,FOB,Factory - Gujarat,Low,3,Minor Issues,Procurement Head,Vice President,,Amendment requested,100.0,100.0
PO01507,VEN00653,Vendor 653,CONT00054,LED Lights,LED Lights - Grade C,6741,6741,Units,6649.58,44824831.39,12,5378979.77,5.82,2608691.66,50203811.16,47595119.5,47595119.5,0.0,2024-08-28,2024-08-31,2024-10-08,2024-10-07,40.0,0,Completed,Delivered,Good,"Advance 30%, Balance 70%",Ex-Factory,DAP,Project Site,Low,0,Compliant,Contracts Manager,General Manager,,Complete delivery in one lot,100.0,100.0
PO01508,VEN00525,Vendor 525,CONT00074,LED Lights,LED Lights - Grade Standard,3204,427,Bundles,3955.48,12673366.58,5,633668.33,0.0,0.0,13307034.9,13307034.9,0.0,13307034.9,2025-08-24,2025-08-30,2025-12-26,,,0,Delayed,Delayed,Not Rated,Cash on Delivery,Door Delivery,DDP,Factory - Gujarat,Medium,2,Pending,Contracts Manager,Senior Manager,,Partial delivery acceptable,13.33,0.0
PO01509,VEN00496,Vendor 496,CONT01413,PVC Pipes,PVC Pipes - Grade B,5216,0,Bundles,6889.68,35936547.29,5,1796827.36,0.0,0.0,37733374.65,37733374.65,0.0,37733374.65,2025-05-31,,2025-07-02,,,0,Cancelled,Cancelled,Not Rated,Net 60 days,Door Delivery,CIF,Main Office,Medium,1,Pending,Site Engineer,Vice President,Duplicate Order,As per contract terms,0.0,0.0
PO01510,VEN01507,Vendor 1507,CONT00874,HVAC Units,HVAC Units - Grade A,9998,9998,MT,2458304.86,24578132029.42,12,2949375843.53,0.0,0.0,27527507872.96,27527507872.96,27527507872.96,0.0,2025-06-29,2025-07-03,2025-11-24,2025-12-15,169.0,21,Delivered,Delivered,Excellent,"Advance 30%, Balance 70%",FOB,FOB,Distribution Center,Medium,1,Compliant,Procurement Head,Project Director,,Amendment requested,100.0,100.0
