negotiation_id,bid_id,tender_id,vendor_id,vendor_name,negotiation_type,item_category,negotiation_start_date,negotiation_end_date,duration_days,negotiation_status,outcome,initial_bid_amount,target_amount,current_offer_amount,final_agreed_amount,savings_amount,savings_pct,num_rounds,num_meetings,negotiation_points,resolved_points,pending_points,strategy,lead_negotiator_buyer,lead_negotiator_vendor,num_stakeholders_buyer,num_stakeholders_vendor,buyer_concessions,vendor_concessions,communication_mode,priority,complexity,buyer_satisfaction,vendor_satisfaction,bottlenecks,bafo_requested,bafo_received,bafo_amount,is_escalated,risk_level,time_pressure,market_impact,has_competing_bids,num_competing_bids,value_at_risk_pct,next_review_date,last_updated,notes,resolution_rate_pct,price_reduction_pct
NEG01776,BID00824,TENDER00182,VEN01840,Vendor 1840,Penalty Clauses,Equipment Supply,2025-12-01,,37,Initiated,Ongoing,2329696685.35,2130111230.95,2290113465.81,,,,1,5,14,9,5,Assertive,Director - Procurement,Account Manager,3,4,Flexible Delivery,Free Training,In-Person Meeting,Medium,Low,,,None,False,False,,False,Medium,Critical,Neutral,True,8,60.22,,2026-01-04,Positive discussions,64.29,1.7
NEG01777,BID00728,TENDER00148,VEN01099,Vendor 1099,Penalty Clauses,MEP Installation,2025-12-15,,23,In Progress,Ongoing,3744954300.6,3373360929.45,3679364031.3,,,,1,8,10,4,6,Collaborative,Senior Manager,Director - Sales,4,2,None,Free Training,Video Conference,High,Medium,,,None,False,False,,False,Medium,High,Unfavorable,True,7,30.8,2026-01-18,2026-01-01,Technical clarifications needed,40.0,1.75
NEG01778,BID01784,TENDER00436,VEN00969,Vendor 969,Delivery Schedule,Material Supply,2025-03-12,2025-04-02,21,Cancelled,Failed,485199526.95,430721423.54,472597237.38,,,,1,6,15,14,1,Assertive,Commercial Manager,Sales Head,6,3,Flexible Delivery,None,In-Person Meeting,Medium,Medium,49.82,21.35,None,True,False,,False,High,Critical,Volatile,False,0,94.31,,2026-01-02,Awaiting management approval,93.33,2.6
NEG01779,BID01819,TENDER00139,VEN01204,Vendor 1204,Scope of Work,Construction Services,2025-12-22,2025-12-31,9,Failed,Failed,1819157942.19,1559858882.85,1662858091.22,,,,4,3,8,4,4,Collaborative,Director - Procurement,Sales Head,6,4,Extended Payment Terms,None,Phone Call,Medium,Very High,35.67,43.05,None,True,False,,True,High,Low,Unfavorable,True,5,90.84,,2026-01-03,,50.0,8.59
NEG01780,BID00596,TENDER00202,VEN01688,Vendor 1688,Price Negotiation,Construction Services,2025-04-22,,260,Awaiting Response,Ongoing,1148771874.86,1053215646.5,1135172124.65,,,,2,3,13,11,2,Competitive,Director - Procurement,Sales Head,2,4,Advance Payment,Free Training,Email,Medium,Medium,,,None,False,False,,False,Medium,High,Favorable,False,0,42.49,2026-01-14,2026-01-03,Awaiting management approval,84.62,1.18
NEG01781,BID00051,TENDER00439,VEN01589,Vendor 1589,Performance Guarantee,Electrical Work,2025-11-18,2025-12-04,16,Finalized,Successful,434488884.25,403391273.93,430059078.43,419750619.94,14738264.3,3.39,4,5,3,1,2,Accommodating,Procurement Head,Sales Head,3,1,None,None,Phone Call,Critical,Low,82.77,86.21,None,False,False,,False,Medium,High,Volatile,True,8,3.95,,2026-01-06,Escalation required,33.33,1.02
NEG01782,BID01285,TENDER00255,VEN00107,Vendor 107,Penalty Clauses,Civil Works,2025-05-27,,225,Awaiting Response,Ongoing,1658257954.22,1529658700.6,1555760561.99,,,,1,7,10,9,1,Best and Final Offer,Director - Procurement,Senior Sales Manager,5,4,None,None,Mixed (Multiple Modes),High,Medium,,,Quality Standards,False,False,,False,Low,High,Favorable,True,6,44.86,2026-01-08,2026-01-02,Escalation required,90.0,6.18
NEG01783,BID01555,TENDER00139,VEN01179,Vendor 1179,Technical Specification,Electrical Work,2025-01-18,,354,Escalated,Ongoing,419434664.27,395630599.62,403922894.78,,,,1,2,14,10,4,Collaborative,Senior Manager,Sales Head,6,4,Advance Payment,None,Phone Call,High,Very High,,,None,False,False,,True,Low,Low,Volatile,False,0,51.65,,2026-01-03,Payment terms agreed,71.43,3.7
NEG01784,BID00948,TENDER00041,VEN00505,Vendor 505,Payment Terms,Equipment Supply,2025-01-31,,341,Counter Offer Made,Ongoing,1967655070.07,1851248630.11,1932712083.25,,,,1,10,7,5,2,Collaborative,Procurement Head,Sales Head,2,3,Flexible Delivery,Free Training,Phone Call,High,Low,,,None,True,False,,False,Medium,Medium,Unfavorable,True,4,66.9,2026-01-19,2026-01-06,Delivery schedule revised,71.43,1.78
NEG01785,BID00057,TENDER00430,VEN00131,Vendor 131,Price Negotiation,Construction Services,2025-01-20,,352,In Progress,Ongoing,1840507777.69,1619089930.54,1826334189.91,,,,4,7,6,4,2,Competitive,Director - Procurement,Account Manager,5,1,None,Free Training,Video Conference,High,Medium,,,None,True,False,,False,Medium,Low,Neutral,False,0,42.03,2026-01-16,2026-01-01,Price gap narrowing,66.67,0.77
NEG01786,BID01324,TENDER00039,VEN00363,Vendor 363,Warranty Terms,MEP Installation,2025-08-14,,146,In Progress,Ongoing,1247268150.82,1102506274.13,1161176149.42,,,,1,4,8,6,2,Collaborative,Contracts Manager,Sales Head,3,4,None,None,Mixed (Multiple Modes),High,Low,,,None,True,True,1133302452.72,False,Medium,High,Volatile,True,5,59.7,2026-01-21,2026-01-02,BAFO requested,75.0,6.9
NEG01787,BID00893,TENDER00487,VEN01520,Vendor 1520,Resource Allocation,Electrical Work,2025-02-11,,330,Initiated,Partially Successful,147720004.77,132208030.59,137319808.42,,,,2,5,7,5,2,Best and Final Offer,Contracts Manager,Account Manager,2,2,None,None,Mixed (Multiple Modes),Low,Low,73.37,57.81,Delivery Timeline,False,False,,False,Medium,Medium,Neutral,False,0,9.71,,2026-01-03,Positive discussions,71.43,7.04
NEG01788,BID01658,TENDER00065,VEN00347,Vendor 347,Penalty Clauses,HVAC Systems,2025-12-01,,37,On Hold,Partially Successful,1666650585.16,1434534430.33,1598172909.17,,,,3,7,6,2,4,Assertive,Senior Manager,Sales Head,2,2,None,Price Reduction,Email,Critical,Low,66.78,62.49,None,True,False,,False,Medium,Medium,Favorable,True,7,26.07,2026-01-15,2026-01-05,,33.33,4.11
NEG01789,BID01516,TENDER00474,VEN00311,Vendor 311,Technical Specification,MEP Installation,2025-11-28,,40,Initiated,Partially Successful,967289744.5,862260350.24,913065361.04,,,,2,2,12,9,3,Collaborative,Commercial Manager,Sales Head,6,4,None,Additional Features,Mixed (Multiple Modes),Medium,High,54.04,66.46,Quality Standards,True,False,,False,Low,Low,Unfavorable,True,3,22.93,,2026-01-01,,75.0,5.61
NEG01790,BID00368,TENDER00278,VEN00509,Vendor 509,Warranty Terms,Civil Works,2025-07-05,,186,Escalated,Partially Successful,1961618387.53,1760619500.63,1841720767.37,,,,1,5,10,6,4,Accommodating,Senior Manager,Account Manager,3,2,None,None,Email,Medium,Medium,56.79,51.83,None,True,False,,False,Low,Medium,Favorable,False,0,27.22,,2026-01-05,Technical clarifications needed,60.0,6.11
NEG01791,BID01631,TENDER00425,VEN01902,Vendor 1902,Delivery Schedule,Electrical Work,2025-03-29,,284,Escalated,Ongoing,603702628.8,571285347.55,592598111.11,,,,4,7,12,9,3,Collaborative,General Manager,Senior Sales Manager,5,1,None,Free Training,Mixed (Multiple Modes),High,Low,,,Quality Standards,False,False,,False,Medium,High,Unfavorable,True,5,48.19,,2026-01-05,Price gap narrowing,75.0,1.84
NEG01792,BID01858,TENDER00214,VEN00390,Vendor 390,Payment Terms,Electrical Work,2025-07-14,2025-07-31,17,Failed,Cancelled,698254433.07,659277459.76,678808311.92,,,,5,10,7,3,4,Accommodating,Procurement Head,Senior Sales Manager,2,3,None,None,Email,High,Low,,,None,False,False,,False,High,Low,Favorable,False,0,97.38,,2026-01-05,Awaiting management approval,42.86,2.78
NEG01793,BID01350,TENDER00110,VEN01693,Vendor 1693,Contract Duration,HVAC Systems,2025-03-11,2025-04-27,47,Agreement Reached,Successful,2380074192.22,2171338423.65,2332573124.41,2214462466.05,165611726.18,6.96,8,9,12,9,3,Best and Final Offer,Contracts Manager,Sales Head,6,3,None,None,Email,Medium,Medium,91.6,61.99,None,False,False,,False,Medium,Critical,Unfavorable,False,0,12.08,,2026-01-01,Awaiting management approval,75.0,2.0
NEG01794,BID01335,TENDER00110,VEN01630,Vendor 1630,Scope of Work,Civil Works,2025-02-15,,326,Awaiting Response,Ongoing,265343760.25,238618131.92,264890766.72,,,,1,8,12,9,3,Collaborative,Senior Manager,Regional Manager,4,2,Flexible Delivery,None,Phone Call,High,High,,,None,False,False,,False,Medium,High,Unfavorable,True,2,57.8,2026-01-08,2026-01-04,,75.0,0.17
NEG01795,BID00424,TENDER00100,VEN01671,Vendor 1671,Performance Guarantee,Material Supply,2025-11-22,,46,Counter Offer Made,Ongoing,982630962.35,887322968.47,973324100.17,,,,4,7,11,10,1,Win-Win,Commercial Manager,Sales Head,2,1,None,Price Reduction,Video Conference,Critical,Medium,,,Technical Requirements,False,False,,False,Low,Medium,Favorable,True,5,58.11,2026-01-11,2026-01-02,Escalation required,90.91,0.95
NEG01796,BID00962,TENDER00243,VEN01054,Vendor 1054,Resource Allocation,Electrical Work,2025-06-06,,215,In Progress,Ongoing,183983191.24,174195497.79,167563832.44,,,,1,1,11,4,7,Assertive,Senior Manager,Director - Sales,2,1,None,None,Email,High,Medium,,,Payment Terms Dispute,False,False,,False,Medium,Medium,Volatile,True,7,44.23,2026-01-09,2026-01-04,Good progress made,36.36,8.92
NEG01797,BID01537,TENDER00057,VEN01209,Vendor 1209,Performance Guarantee,Equipment Supply,2025-04-06,,276,Awaiting Response,Ongoing,3021598331.17,2828155029.69,2950795412.88,,,,3,9,10,8,2,Accommodating,Commercial Manager,Regional Manager,3,3,None,Faster Delivery,Phone Call,Low,Medium,,,Authority/Approval Delays,False,False,,False,Medium,Critical,Favorable,False,0,63.36,2026-01-12,2026-01-05,BAFO requested,80.0,2.34
NEG01798,BID00919,TENDER00136,VEN01926,Vendor 1926,Contract Duration,Consultancy,2025-03-08,2025-03-15,7,Cancelled,Failed,927211343.44,869360117.0,922176999.17,,,,4,6,9,5,4,Collaborative,Commercial Manager,Business Development Manager,4,3,None,None,In-Person Meeting,Low,Low,44.92,33.17,None,False,False,,False,High,Low,Unfavorable,True,4,96.64,,2026-01-01,Payment terms agreed,55.56,0.54
NEG01799,BID00172,TENDER00111,VEN00809,Vendor 809,Performance Guarantee,Material Supply,2025-10-21,2025-11-29,39,Finalized,Successful,281369680.91,251446575.28,275030361.4,262950899.18,18418781.73,6.55,6,5,7,5,2,Accommodating,Contracts Manager,Regional Manager,3,1,None,None,In-Person Meeting,Medium,Medium,87.72,75.59,None,False,False,,False,Low,Low,Volatile,False,0,27.42,,2025-12-31,Delivery schedule revised,71.43,2.25
NEG01800,BID01173,TENDER00105,VEN01685,Vendor 1685,Commercial Terms,Equipment Supply,2025-04-29,,253,Initiated,Partially Successful,4655961717.8,4109743228.05,4605436332.55,,,,1,8,14,10,4,Win-Win,Director - Procurement,Director - Sales,6,2,None,Extended Warranty,In-Person Meeting,Low,Medium,63.01,66.99,None,True,False,,False,Low,High,Favorable,True,2,18.29,,2026-01-05,,71.43,1.09
NEG01801,BID01466,TENDER00496,VEN01448,Vendor 1448,Scope of Work,Electrical Work,2025-06-18,,203,Awaiting Response,Ongoing,507709447.46,437907890.56,473638804.15,,,,2,9,8,2,6,Collaborative,General Manager,Senior Sales Manager,4,1,None,None,Mixed (Multiple Modes),Medium,Very High,,,None,False,False,,False,Medium,Low,Favorable,True,6,69.79,2026-01-12,2026-01-04,Awaiting management approval,25.0,6.71
NEG01802,BID00623,TENDER00409,VEN00453,Vendor 453,Contract Duration,Consultancy,2025-11-19,2025-12-01,12,Cancelled,Failed,970242082.56,837851011.14,895283329.42,,,,1,10,13,6,7,Win-Win,Senior Manager,Business Development Manager,5,4,None,Free Training,In-Person Meeting,High,Low,35.87,46.69,None,False,False,,False,High,Low,Neutral,True,2,89.7,,2026-01-02,Good progress made,46.15,7.73
NEG01803,BID01632,TENDER00293,VEN01392,Vendor 1392,Penalty Clauses,Civil Works,2025-07-22,,169,Initiated,Ongoing,891593419.09,831204287.72,872042776.98,,,,2,1,6,5,1,Win-Win,General Manager,Sales Head,5,3,Advance Payment,None,In-Person Meeting,Critical,Medium,,,None,True,True,847987139.28,False,Medium,High,Unfavorable,True,5,55.09,,2026-01-05,Price gap narrowing,83.33,2.19
NEG01804,BID01598,TENDER00444,VEN01558,Vendor 1558,Price Negotiation,Civil Works,2025-01-19,,353,Counter Offer Made,Ongoing,1473671274.74,1321848814.95,1464884796.11,,,,3,6,4,1,3,Win-Win,General Manager,Account Manager,5,1,Extended Payment Terms,None,Email,High,Medium,,,None,True,False,,False,Medium,High,Favorable,True,6,35.46,2026-01-12,2026-01-03,Awaiting management approval,25.0,0.6
NEG01805,BID00231,TENDER00115,VEN01374,Vendor 1374,Resource Allocation,Equipment Supply,2025-03-17,,296,On Hold,Ongoing,2177167127.12,2051345850.4,2123536490.74,,,,2,5,13,5,8,Assertive,Director - Procurement,Senior Sales Manager,3,4,Reduced Penalty,Faster Delivery,In-Person Meeting,High,Low,,,None,True,False,,False,Medium,Critical,Favorable,True,7,60.41,2026-01-20,2026-01-02,Positive discussions,38.46,2.46
NEG01806,BID00459,TENDER00350,VEN00291,Vendor 291,Technical Specification,Civil Works,2025-07-22,,169,On Hold,Ongoing,1299233553.28,1168997607.41,1286072906.21,,,,3,10,8,7,1,Win-Win,Commercial Manager,Senior Sales Manager,6,4,Additional Services,Additional Features,In-Person Meeting,Low,High,,,None,True,True,1255956558.87,False,Low,Low,Unfavorable,False,0,62.07,2026-01-17,2026-01-06,Price gap narrowing,87.5,1.01
NEG01807,BID01667,TENDER00223,VEN01415,Vendor 1415,Quality Standards,Civil Works,2025-11-27,,41,Counter Offer Made,Ongoing,1401814111.52,1316347439.24,1366942046.8,,,,2,1,7,5,2,Best and Final Offer,Procurement Head,Director - Sales,6,2,None,None,In-Person Meeting,Medium,Very High,,,None,False,False,,True,Low,Critical,Neutral,False,0,69.45,2026-01-18,2026-01-07,Awaiting management approval,71.43,2.49
NEG01808,BID01523,TENDER00327,VEN00646,Vendor 646,Scope of Work,HVAC Systems,2025-06-10,2025-06-24,14,Finalized,Successful,3594480490.59,3247858326.83,3488185306.06,3402825056.87,191655433.72,5.33,8,10,7,6,1,Collaborative,Senior Manager,Account Manager,5,2,Extended Payment Terms,None,Email,High,High,77.44,82.42,None,False,False,,False,Low,Critical,Neutral,True,5,16.68,,2025-12-31,Escalation required,85.71,2.96
NEG01809,BID01975,TENDER00283,VEN01721,Vendor 1721,Scope of Work,MEP Installation,2025-03-18,,295,On Hold,Ongoing,1323187278.5,1133775080.81,1310175261.59,,,,3,6,3,1,2,Compromising,Procurement Head,Regional Manager,2,1,Flexible Delivery,Faster Delivery,Email,High,Very High,,,Technical Requirements,True,False,,False,Medium,Low,Volatile,True,4,43.29,2026-01-16,2026-01-05,,33.33,0.98
NEG01810,BID01447,TENDER00225,VEN01125,Vendor 1125,Technical Specification,Electrical Work,2025-05-09,2025-05-18,9,Failed,Failed,977170657.99,894941550.87,902992796.53,,,,4,6,9,6,3,Assertive,Procurement Head,Business Development Manager,3,2,None,Extended Warranty,Email,Medium,High,20.63,39.11,None,False,False,,True,High,Medium,Favorable,True,7,83.53,,2026-01-02,Vendor firm on pricing,66.67,7.59
NEG01811,BID01409,TENDER00079,VEN00089,Vendor 89,Contract Duration,HVAC Systems,2025-06-16,,205,Counter Offer Made,Ongoing,1664482698.0,1478999189.34,1623991615.35,,,,1,5,9,4,5,Compromising,Director - Procurement,Regional Manager,3,3,Reduced Penalty,None,Phone Call,Low,Medium,,,Delivery Timeline,False,False,,False,Medium,Low,Unfavorable,False,0,42.81,2026-01-21,2026-01-06,Technical clarifications needed,44.44,2.43
NEG01812,BID00374,TENDER00387,VEN01078,Vendor 1078,Payment Terms,MEP Installation,2025-11-17,,51,Escalated,Partially Successful,4127889946.38,3554616894.37,4039333503.33,,,,3,3,6,2,4,Collaborative,Commercial Manager,Account Manager,5,4,Reduced Penalty,Better Quality,Email,Medium,Low,71.3,60.38,None,False,False,,False,Medium,High,Volatile,False,0,21.3,,2026-01-01,Good progress made,33.33,2.15
NEG01813,BID00404,TENDER00280,VEN01133,Vendor 1133,Delivery Schedule,MEP Installation,2025-12-31,,7,On Hold,Partially Successful,4988824332.1,4245960361.86,4714915168.88,,,,1,2,11,7,4,Collaborative,Procurement Head,Sales Head,5,4,Flexible Delivery,None,In-Person Meeting,High,Medium,59.75,67.27,None,True,True,4488290454.67,False,Medium,Medium,Neutral,False,0,17.43,2026-01-18,2026-01-06,Vendor firm on pricing,63.64,5.49
NEG01814,BID00714,TENDER00203,VEN01684,Vendor 1684,Performance Guarantee,Civil Works,2025-05-17,2025-06-01,15,Finalized,Successful,1399348311.22,1241282956.7,1344130825.62,1335001909.79,64346401.42,4.6,8,4,10,9,1,Compromising,Senior Manager,Senior Sales Manager,6,4,None,Extended Warranty,Mixed (Multiple Modes),Medium,Medium,92.64,86.1,None,True,False,,False,Low,Critical,Unfavorable,False,0,20.62,,2025-12-31,Payment terms agreed,90.0,3.95
NEG01815,BID00824,TENDER00159,VEN00028,Vendor 28,Scope of Work,Material Supply,2025-09-04,,125,In Progress,Ongoing,413699998.63,378936407.8,406844355.52,,,,1,10,10,6,4,Accommodating,Director - Procurement,Director - Sales,5,2,None,Extended Warranty,Email,High,Very High,,,None,True,False,,True,Medium,Medium,Neutral,False,0,53.94,2026-01-13,2025-12-31,Technical clarifications needed,60.0,1.66
NEG01816,BID00917,TENDER00323,VEN00594,Vendor 594,Technical Specification,Consultancy,2025-09-18,,111,Initiated,Partially Successful,262217098.58,242621824.77,237165919.58,,,,4,6,3,1,2,Accommodating,Senior Manager,Senior Sales Manager,6,1,None,Price Reduction,Video Conference,High,Very High,73.02,60.27,Scope Ambiguity,True,False,,True,High,Critical,Unfavorable,False,0,11.29,,2026-01-02,Escalation required,33.33,9.55
NEG01817,BID01753,TENDER00232,VEN01847,Vendor 1847,Scope of Work,Electrical Work,2025-06-01,,220,Awaiting Response,Ongoing,809182247.48,766647829.54,785001851.54,,,,2,3,15,9,6,Compromising,Commercial Manager,Account Manager,2,4,None,None,Mixed (Multiple Modes),High,Very High,,,Delivery Timeline,False,False,,False,Low,Low,Volatile,True,5,66.13,2026-01-15,2025-12-31,BAFO requested,60.0,2.99
NEG01818,BID01552,TENDER00084,VEN01899,Vendor 1899,Contract Duration,Material Supply,2025-06-09,2025-08-05,57,Finalized,Successful,404788543.11,366484036.8,395788193.22,382393414.42,22395128.69,5.53,7,4,9,4,5,Accommodating,General Manager,Sales Head,4,3,Advance Payment,None,Video Conference,Medium,Medium,91.81,65.23,None,True,False,,False,High,High,Neutral,False,0,2.89,,2026-01-06,Escalation required,44.44,2.22
NEG01819,BID00053,TENDER00297,VEN01220,Vendor 1220,Warranty Terms,Consultancy,2025-04-19,,263,Initiated,Partially Successful,816347792.5,696854367.87,804577108.82,,,,1,1,14,5,9,Collaborative,General Manager,Business Development Manager,4,2,None,None,Phone Call,Medium,Low,63.32,53.2,None,True,False,,False,Medium,Critical,Volatile,True,4,29.83,,2026-01-02,Escalation required,35.71,1.44
NEG01820,BID00854,TENDER00380,VEN01172,Vendor 1172,Technical Specification,MEP Installation,2025-12-16,2026-01-02,17,Failed,Cancelled,4290987155.4,4070664966.84,4279428351.02,,,,5,7,13,10,3,Collaborative,Director - Procurement,Senior Sales Manager,2,4,Extended Payment Terms,Free Training,In-Person Meeting,High,High,,,None,True,False,,False,High,Medium,Unfavorable,False,0,90.52,,2026-01-01,Price gap narrowing,76.92,0.27
NEG01821,BID00181,TENDER00323,VEN01657,Vendor 1657,Price Negotiation,Electrical Work,2025-04-18,2025-05-09,21,Failed,Cancelled,797099922.74,716195207.25,737443837.75,,,,5,4,8,5,3,Win-Win,General Manager,Director - Sales,6,4,Extended Payment Terms,None,Mixed (Multiple Modes),Critical,Medium,,,None,True,False,,False,High,Medium,Unfavorable,False,0,95.13,,2026-01-03,Technical clarifications needed,62.5,7.48
NEG01822,BID00690,TENDER00404,VEN01878,Vendor 1878,Penalty Clauses,Civil Works,2025-07-15,,176,In Progress,Ongoing,1747181707.04,1583356708.88,1663597026.14,,,,3,3,15,7,8,Collaborative,Senior Manager,Sales Head,4,3,None,Additional Features,Mixed (Multiple Modes),Medium,Medium,,,None,False,False,,False,Medium,High,Favorable,True,6,66.66,2026-01-11,2026-01-04,Delivery schedule revised,46.67,4.78
NEG01823,BID01702,TENDER00225,VEN01265,Vendor 1265,Commercial Terms,Construction Services,2025-09-11,,118,Awaiting Response,Ongoing,1782409161.04,1519783881.09,1769264973.29,,,,3,2,6,3,3,Accommodating,Director - Procurement,Senior Sales Manager,4,1,Reduced Penalty,None,In-Person Meeting,Medium,Medium,,,None,True,False,,False,Low,Medium,Unfavorable,False,0,37.37,2026-01-10,2026-01-03,Price gap narrowing,50.0,0.74
NEG01824,BID01669,TENDER00100,VEN00491,Vendor 491,Warranty Terms,Consultancy,2025-11-22,,46,Counter Offer Made,Ongoing,785692105.12,732813099.9,727406047.41,,,,2,8,13,8,5,Best and Final Offer,Procurement Head,Business Development Manager,3,4,None,Faster Delivery,Mixed (Multiple Modes),Critical,Medium,,,None,False,False,,False,Medium,Medium,Favorable,True,5,45.93,2026-01-20,2026-01-07,Positive discussions,61.54,7.42
NEG01825,BID00979,TENDER00016,VEN00031,Vendor 31,Contract Duration,Construction Services,2025-12-17,2026-02-14,59,Agreement Reached,Successful,1188467307.64,1077207767.02,1160936164.48,1163550336.78,24916970.86,2.1,6,7,13,12,1,Collaborative,Contracts Manager,Regional Manager,3,2,Flexible Delivery,Price Reduction,Email,High,Medium,90.37,62.43,Scope Ambiguity,True,True,1163550336.78,False,Low,Medium,Favorable,True,3,0.65,,2025-12-31,Delivery schedule revised,92.31,2.32
NEG01826,BID00327,TENDER00219,VEN01032,Vendor 1032,Performance Guarantee,Consultancy,2025-09-11,,118,Initiated,Ongoing,998413320.15,944571446.62,986272006.08,,,,3,10,14,6,8,Competitive,Commercial Manager,Senior Sales Manager,4,1,None,None,Mixed (Multiple Modes),High,Medium,,,Quality Standards,False,False,,False,Medium,Low,Volatile,True,6,36.4,,2026-01-03,Good progress made,42.86,1.22
NEG01827,BID01618,TENDER00127,VEN01297,Vendor 1297,Scope of Work,Consultancy,2025-03-31,,282,Counter Offer Made,Ongoing,378859565.05,342807665.03,376615738.3,,,,4,8,14,8,6,Accommodating,Senior Manager,Director - Sales,3,4,None,None,In-Person Meeting,Critical,Very High,,,Delivery Timeline,False,False,,False,Medium,Low,Neutral,False,0,56.9,2026-01-11,2026-01-03,Vendor firm on pricing,57.14,0.59
NEG01828,BID00545,TENDER00461,VEN01506,Vendor 1506,Warranty Terms,HVAC Systems,2025-08-30,2025-09-07,8,Failed,Cancelled,1236986532.89,1144740137.05,1219891705.62,,,,2,10,6,5,1,Competitive,Director - Procurement,Regional Manager,4,2,None,Additional Features,Phone Call,Critical,Low,,,None,False,False,,False,High,Low,Favorable,False,0,87.35,,2026-01-04,Price gap narrowing,83.33,1.38
NEG01829,BID01351,TENDER00361,VEN01489,Vendor 1489,Commercial Terms,HVAC Systems,2025-06-28,,193,Initiated,Partially Successful,2531460910.53,2211824296.1,2456196003.19,,,,2,10,11,5,6,Accommodating,Procurement Head,Account Manager,4,2,Reduced Penalty,None,Mixed (Multiple Modes),Medium,Medium,69.56,57.85,Scope Ambiguity,False,False,,False,Medium,Critical,Neutral,False,0,13.31,,2026-01-06,,45.45,2.97
NEG01830,BID01917,TENDER00353,VEN00794,Vendor 794,Quality Standards,Civil Works,2025-08-28,2025-09-22,25,Cancelled,Failed,1605250525.97,1400271377.58,1528445577.59,,,,3,3,7,3,4,Win-Win,General Manager,Regional Manager,4,1,None,None,Mixed (Multiple Modes),High,High,36.75,27.77,None,True,True,1458000455.11,True,High,High,Volatile,False,0,95.32,,2026-01-03,Delivery schedule revised,42.86,4.78
NEG01831,BID01645,TENDER00195,VEN00135,Vendor 135,Penalty Clauses,Electrical Work,2025-11-25,2025-12-24,29,Failed,Cancelled,414963296.1,363789375.23,403805564.63,,,,3,5,3,1,2,Win-Win,General Manager,Sales Head,5,2,None,Better Quality,Video Conference,Low,Low,,,None,False,False,,False,High,Critical,Volatile,False,0,96.95,,2025-12-31,Payment terms agreed,33.33,2.69
NEG01832,BID01130,TENDER00197,VEN00859,Vendor 859,Scope of Work,Consultancy,2025-09-19,,110,In Progress,Ongoing,455196176.45,396980526.74,443523219.48,,,,1,8,5,2,3,Win-Win,General Manager,Senior Sales Manager,6,3,None,None,Email,Medium,High,,,None,False,False,,False,High,Medium,Neutral,False,0,59.68,2026-01-09,2026-01-07,Awaiting management approval,40.0,2.56
NEG01833,BID01047,TENDER00074,VEN01876,Vendor 1876,Payment Terms,Consultancy,2025-11-11,,57,Awaiting Response,Ongoing,76252410.97,67924043.68,74340927.44,,,,1,4,6,2,4,Compromising,Senior Manager,Senior Sales Manager,5,3,None,Extended Warranty,Email,Low,Low,,,None,True,False,,False,High,Critical,Favorable,False,0,32.82,2026-01-17,2025-12-31,Technical clarifications needed,33.33,2.51
NEG01834,BID00905,TENDER00239,VEN01709,Vendor 1709,Technical Specification,Construction Services,2025-09-25,,104,Escalated,Partially Successful,409342238.59,375944273.93,385554902.71,,,,2,2,11,9,2,Win-Win,General Manager,Director - Sales,6,2,Extended Payment Terms,None,Mixed (Multiple Modes),Medium,Very High,69.32,68.52,None,True,True,372965755.53,True,Low,High,Volatile,False,0,19.03,,2026-01-02,Price gap narrowing,81.82,5.81
NEG01835,BID01323,TENDER00157,VEN00125,Vendor 125,Penalty Clauses,HVAC Systems,2025-04-01,,281,Counter Offer Made,Ongoing,1805811403.07,1562529863.43,1792881956.53,,,,2,7,10,7,3,Assertive,Senior Manager,Director - Sales,5,1,None,None,Mixed (Multiple Modes),High,Medium,,,Technical Requirements,True,False,,False,Low,Medium,Neutral,False,0,38.15,2026-01-21,2026-01-01,Awaiting management approval,70.0,0.72
NEG01836,BID01350,TENDER00156,VEN01720,Vendor 1720,Price Negotiation,MEP Installation,2025-03-05,,308,On Hold,Ongoing,3360297008.21,3088065830.96,3356454812.36,,,,3,8,8,5,3,Collaborative,Senior Manager,Business Development Manager,6,4,None,Price Reduction,Email,Medium,High,,,Scope Ambiguity,True,False,,False,Low,Low,Unfavorable,True,7,65.42,2026-01-09,2026-01-07,BAFO requested,62.5,0.11
NEG01837,BID00073,TENDER00062,VEN01178,Vendor 1178,Price Negotiation,Construction Services,2025-10-18,,81,In Progress,Ongoing,1980913096.03,1797342467.63,1806939807.68,,,,2,10,9,3,6,Best and Final Offer,Commercial Manager,Regional Manager,3,1,None,None,Video Conference,High,High,,,None,False,False,,False,High,Critical,Favorable,True,5,68.85,2026-01-18,2026-01-07,BAFO requested,33.33,8.78
NEG01838,BID00138,TENDER00423,VEN00105,Vendor 105,Commercial Terms,HVAC Systems,2025-07-04,2025-08-02,29,Cancelled,Failed,2676107112.29,2282413215.92,2636578762.55,,,,3,9,7,5,2,Win-Win,Senior Manager,Account Manager,4,4,None,Better Quality,In-Person Meeting,Medium,Medium,41.54,34.17,Price Gap Too Large,False,False,,False,High,Low,Unfavorable,True,6,92.61,,2026-01-05,Delivery schedule revised,71.43,1.48
